抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-22,影視金曲榜,39,灰,丁薇,这一秒过火 影视原声带,2026-07-18,華語,d4BfVJg5xHs,"8,386"
2026-08-22,影視金曲榜,40,时差,Jeffrey董又霖,耀眼 影视原声带,2026-06-02,華語,SI2SPivo8bA,"98,661"
2026-08-22,影視金曲榜,41,一诺成川,侯明昊,雀骨 影视原声带,2026-07-15,華語,L_BElNLdnEE,"127,011"
2026-08-22,影視金曲榜,42,破阵子,李常超（Lao乾妈）,九门 影视原声带,2026-08-10,華語,iJBIcUo22q4,"6,799"
2026-08-22,影視金曲榜,43,Metal Flower,R.E.D,Metal Flower,2026-07-11,西洋,vFzq2TaeLkU,"16,283"
2026-08-22,影視金曲榜,44,因果,段奥娟,雀骨 影视原声带,2026-07-15,華語,rQYrp9dzCOA,"48,622"
2026-08-22,影視金曲榜,45,花影,希林娜依高,百花杀 原声音乐专辑,2026-07-28,華語,4bvtmJf3kgM,"44,383"
2026-08-22,影視金曲榜,46,落下的光,袁娅维TIA RAY,落下的光,2026-08-04,華語,tqgSk5PMXwA,"1,604"
2026-08-22,影視金曲榜,47,你听见了吗,康子奇,天才，女友 影视原声带,2026-08-04,華語,zjpiO8EhmB0,"9,044"
2026-08-22,影視金曲榜,48,成全,井胧,雀骨 影视原声带,2026-07-15,華語,h6rcI296mSI,"26,820"
2026-08-22,影視金曲榜,49,奉陪,陈伟霆,九门 影视原声带,2026-08-10,華語,ljJt5MUWYyo,"11,028"
2026-08-22,影視金曲榜,50,见幸福,郁可唯,见幸福,2026-06-11,華語,-Xps4sA6joA,"168,544"
2026-08-22,影視金曲榜,51,袖里长风,张远,百花杀 原声音乐专辑,2026-07-28,華語,Up45ZAjL8_A,"41,883"
2026-08-22,影視金曲榜,52,추억이란 이름 (Sailing Back To You),Jeebanoff,그대에게 드림 OST Part.2 (Dream to You OST Part.2),2026-07-14,韓語,XWm35wuGqvY,"48,986"
2026-08-22,影視金曲榜,53,Tiger in my love,奥利,Tiger in my love,2026-06-26,西洋,vhIfGl5Hr0U,"182,514"
2026-08-22,影視金曲榜,54,繁花流年,希林娜依高,九门 影视原声带,2026-08-10,華語,BLW69Na62E0,"5,863"
2026-08-22,影視金曲榜,55,山河荒,阿云嘎,九门 影视原声带,2026-08-10,華語,QR3gtJhpgp0,"8,590"
2026-08-22,影視金曲榜,56,END+ing,MINNIE,오싹한 연애 OST Part 6,2026-08-09,韓語,Z411zFDb2Dk,"159,156"
2026-08-22,影視金曲榜,57,黄沙骨,费宇涛,花开锦绣 影视原声带,2026-08-20,華語,u8iPXKbwOsc,"2,987"
2026-08-22,影視金曲榜,58,心世界,周深,心世界,2026-06-06,華語,EW-UO70eVL8,"248,337"
2026-08-22,影視金曲榜,59,照心,段奥娟,南部档案 影视原声带,2026-06-11,華語,-bzOKKOzEFs,"27,194"
2026-08-22,影視金曲榜,60,Brand New,Mrs. GREEN APPLE,Brand New,2026-07-13,日語,dePs7UPp6GQ,"18,441,656"
2026-08-22,影視金曲榜,61,人间聚散,房东的猫,问心2 原声OST大碟,2026-06-20,華語,GEEXrDHsveU,"43,731"
2026-08-22,影視金曲榜,62,游游,房东的猫,天才，女友 影视原声带,2026-08-04,華語,viama9Sdh78,"19,568"
2026-08-22,影視金曲榜,63,未烬之火,沙宝亮,这一秒过火 影视原声带,2026-07-18,華語,-A41w3MHS-4,"34,739"
2026-08-22,影視金曲榜,64,最圆满,刘 洋,最圆满（电影《不想失去你》插曲）,2026-08-13,華語,SQKa3457cc8,211
2026-08-22,影視金曲榜,65,漫过无尽岁月,张新成,南部档案 影视原声带,2026-06-11,華語,mSyU8k_hRDY,"55,324"
2026-08-22,影視金曲榜,66,蚱蜢跃入星空,王源,蚱蜢跃入星空,2026-06-19,華語,41MkOkGmSQY,"1,900"
2026-08-22,影視金曲榜,67,孤光,张新成,南部档案 影视原声带,2026-06-11,華語,aN4OnHZchmQ,"68,834"
2026-08-22,影視金曲榜,68,吻合,袁娅维TIA RAY/张远,吻合,2026-06-16,華語,6ZI8JD54-dY,"104,399"
2026-08-22,影視金曲榜,69,Stay With Me,DK,오싹한 연애 OST Part 2,2026-07-26,韓語,5cglnHp1mmo,"1,695,564"
2026-08-22,影視金曲榜,70,モンストロ,Ado,モンストロ,2026-08-07,日語,4IKHox-DKrM,"3,878,871"
2026-08-22,影視金曲榜,71,上岸,任然,千香 影视剧原声音乐专辑,2026-07-15,華語,uon3hUO0eI8,"12,935"
2026-08-22,影視金曲榜,72,人生自定义,那英,小芳 电视剧影视原声带,2026-07-13,華語,IeZjH-TRqbY,"4,905"
2026-08-22,影視金曲榜,73,何故,刘宇宁,云秀行 影视原声带,2026-06-23,華語,n5yL35f1IKI,"79,201"
2026-08-22,影視金曲榜,74,想你了,刘瑞琦,想你了 电影原声专辑,2026-07-24,華語,XFGYYNz7gbw,"1,015"
2026-08-22,影視金曲榜,75,执棋,张靓颖,翘楚 电视剧影视原声带,2026-06-08,華語,yj98tMDi6Xw,"291,437"
2026-08-22,影視金曲榜,76,耀眼,刘宇宁,耀眼 影视原声带,2026-06-02,華語,pmiR74HbSjI,"237,061"
2026-08-22,影視金曲榜,77,奢求,淑元/奥利,奢求,2026-07-31,華語,tMk9RRRbKP4,"13,147"
2026-08-22,影視金曲榜,78,一路荣光,黄霄雲,云秀行 影视原声带,2026-06-23,華語,Oa7bcygFWUY,"72,459"
2026-08-22,影視金曲榜,79,贴心,梁咏琪,这一秒过火 影视原声带,2026-07-18,華語,dSX7D6XBGKY,"17,398"
2026-08-22,影視金曲榜,80,All I Can Say Is,LOUIS of LNGSHOT,오싹한 연애 OST Part 5,2026-08-08,西洋,FgUtOcBJoVI,"386,148"
2026-08-22,影視金曲榜,81,寸断,张远,千香 影视剧原声音乐专辑,2026-07-15,華語,NGsMs7MGjUs,"21,386"
2026-08-22,影視金曲榜,82,Marionette,제나 (ZENA),검사실의 제안 OST Part.1,2026-06-19,韓語,MBVvRUJGyxU,"69,409"
2026-08-22,影視金曲榜,83,夜鷹 - Yodaka,米津玄師,夜鷹 - Yodaka,2026-07-13,日語,83dumZPbq-o,"9,903"
2026-08-22,影視金曲榜,84,年少,康子奇,南部档案 影视原声带,2026-06-11,華語,zvhe1uzuqeU,"20,529"
2026-08-22,影視金曲榜,85,渡,周深,渡,2026-06-09,華語,T_6vMCU50t0,"2,303,472"
2026-08-22,影視金曲榜,86,方寸之间,白鹿/丞磊,方寸之间,2026-06-03,華語,mykryGzMQ70,"165,227"
2026-08-22,影視金曲榜,87,风与花,何与,百花杀 原声音乐专辑,2026-07-28,華語,_Sjd3NVh1og,"18,071"
2026-08-22,影視金曲榜,88,一程人间,翟子路/马思超,一程人间,2026-07-05,華語,bCpdn-tqdjk,"7,062"
2026-08-22,影視金曲榜,89,一百颗星星,关晓彤/李昀锐,耀眼 影视原声带,2026-06-02,華語,GbHiF2op4rQ,"183,372"
2026-08-22,影視金曲榜,90,偷黄昏的人,莫非定律乐团,天才，女友 影视原声带,2026-08-04,華語,ORY0PmRHxD4,"4,782"
2026-08-22,影視金曲榜,91,孤剑吟,周深,雨霖铃 电视剧原声带,2026-05-22,華語,jQkuH-5Au28,"141,904"
2026-08-22,影視金曲榜,92,再珍重,黄景瑜,重器 电视原声带,2026-08-11,華語,JKMwGrEBxjo,889
2026-08-22,影視金曲榜,93,吹向花开,希林娜依高,灿如繁星 影视原声带,2026-07-06,華語,gcSdKIvM0bA,"10,937"
2026-08-22,影視金曲榜,94,Paper Flower,李遐怡,유부녀 킬러 OST Part 1,2026-08-01,韓語,tGyEwvglfxk,"82,181"
2026-08-22,影視金曲榜,95,入阵,戴荃,师兄太稳健 影视原声带,2026-08-22,華語,mwixk9rbhbY,"1,127"
2026-08-22,影視金曲榜,96,틀린그림찾기,Wonstein,최애의 사원 OST Part 1,2026-08-04,韓語,8i4-lw32qcw,"2,205,113"
2026-08-22,影視金曲榜,97,破晓以后,胡彦斌,破晓以后,2026-07-27,華語,U_2HmXsOqgs,"14,278"
2026-08-22,影視金曲榜,98,你只是你,谭维维,你只是你,2026-06-29,華語,wiA0u-YQG7Q,609
2026-08-22,影視金曲榜,99,如果宇宙有答案,黄子弘凡,如果宇宙有答案,2026-07-25,華語,4kXZl6yf4-I,734
2026-08-22,影視金曲榜,100,Beyond the Dream,DINO,"그대에게 드림 OST Part.1 (Dream to You, Pt. 1 (Original Soundtrack))",2026-07-13,韓語,xGVynrYFsHE,"149,002"
