抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-22,抖音熱歌榜,1,明天过后,张杰,听！我们的歌,2020-07-23,華語,ZA0uGRffojo,"1,396,859"
2026-08-22,抖音熱歌榜,2,晴天,周杰伦,叶惠美,2003-07-31,華語,DYptgVvkVLQ,"95,680,927"
2026-08-22,抖音熱歌榜,3,我好想你,苏打绿,秋：故事（苏打绿版）,2024-11-08,華語,P_pyfLArjQg,"78,853,199"
2026-08-22,抖音熱歌榜,4,红尘客栈,周杰伦,十二新作,2012-12-28,華語,L6joGUdc6y4,"45,152,244"
2026-08-22,抖音熱歌榜,5,Always Online,林俊杰,JJ陆,2008-10-18,華語,-gqfAzw6FQo,"8,208,401"
2026-08-22,抖音熱歌榜,6,春娇与志明,街道办GDC/欧阳耀莹,春娇与志明,2017-06-25,華語,TvSLCxXyrBA,"54,354,123"
2026-08-22,抖音熱歌榜,7,恋人,李荣浩,黑马,2024-10-18,華語,5RlEWndW0bE,"5,316,811"
2026-08-22,抖音熱歌榜,8,情歌,梁静茹,静茹 & 情歌 别再为他流泪,2009-01-16,華語,itjyryJ-8IU,"26,926,772"
2026-08-22,抖音熱歌榜,9,唯一,G.E.M. 邓紫棋,T.I.M.E.,2023-11-26,華語,xXr4Z7HAZCE,"33,117,749"
2026-08-22,抖音熱歌榜,10,雨爱,杨丞琳,雨爱,2010-01-01,華語,oec9R5ypf-o,"39,847,172"
2026-08-22,抖音熱歌榜,11,富士山下,陈奕迅,What's Going On...?,2006-11-23,華語,JDpRnPef5qQ,"30,308,052"
2026-08-22,抖音熱歌榜,12,我怀念的,孙燕姿,逆光,2007-03-22,華語,G7uSHzyVAwg,"42,115,651"
2026-08-22,抖音熱歌榜,13,差一步,大壮,差一步,2017-11-11,華語,lA7-x-TlGjM,"5,901,758"
2026-08-22,抖音熱歌榜,14,下完这场雨,后弦,下完这场雨,2017-01-13,華語,lttm50z2-2s,"3,245,218"
2026-08-22,抖音熱歌榜,15,我在你身后,李飘飘,我在你身后,2020-08-11,華語,fRSVMk8yiFs,"672,537"
2026-08-22,抖音熱歌榜,16,开始懂了,孙燕姿,我要的幸福,2000-12-09,華語,h5eRbbOnPRc,"11,119,567"
2026-08-22,抖音熱歌榜,17,红色高跟鞋,蔡健雅,若你碰到他,2009-08-19,華語,ATblV50Odx8,"66,609,688"
2026-08-22,抖音熱歌榜,18,夜曲,周杰伦,十一月的萧邦,2005-11-01,華語,6Q0Pd53mojY,"104,701,641"
2026-08-22,抖音熱歌榜,19,搁浅,周杰伦,七里香,2004-08-03,華語,YJfHuATJYsQ,"82,365,902"
2026-08-22,抖音熱歌榜,20,特别的人,方大同,危险世界,2014-04-11,華語,IscPlLsh6iU,"31,627,133"
2026-08-22,抖音熱歌榜,21,发如雪,周杰伦,十一月的萧邦,2005-11-01,華語,gnz7It0-F4g,"4,386,246"
2026-08-22,抖音熱歌榜,22,那时雨,徐良,那时雨,2013-03-14,華語,7BJ_onc5itA,"198,109"
2026-08-22,抖音熱歌榜,23,美人鱼,林俊杰,第二天堂,2004-06-04,華語,3Nu7C4zU0Vs,"11,870,666"
2026-08-22,抖音熱歌榜,24,演员,薛之谦,绅士,2015-06-05,華語,jQu4cJ00UEo,"23,155,391"
2026-08-22,抖音熱歌榜,25,ANGEL,尹美莱/Tiger JK/Bizzy,Angel,2014-12-08,韓語,sXP4uMm0teA,"19,299,288"
2026-08-22,抖音熱歌榜,26,素颜,许嵩/何曼婷,素颜,2010-08-18,華語,SwBEmdhqb6M,"4,157,023"
2026-08-22,抖音熱歌榜,27,坏女孩,徐良/小凌,不良少年,2011-12-26,華語,xKfBknbOsz0,"4,416,289"
2026-08-22,抖音熱歌榜,28,出现又离开,梁博,我是唱作人 第2期,2019-04-19,華語,n0Y7J-TzgZE,"8,682,460"
2026-08-22,抖音熱歌榜,29,我们俩,郭顶,微微,2009-08-18,華語,2kc1FDmzLkI,"17,860,341"
2026-08-22,抖音熱歌榜,30,多远都要在一起,G.E.M. 邓紫棋,新的心跳,2015-11-06,華語,D9ksLn6hZ7Q,"70,654,174"
2026-08-22,抖音熱歌榜,31,阴天,莫文蔚,You Can,1999-04-20,華語,tYWufUugeUc,"16,695,255"
2026-08-22,抖音熱歌榜,32,最佳损友,陈奕迅,Life Continues,2006-02-18,華語,0fcKEN4_QoM,"7,687,479"
2026-08-22,抖音熱歌榜,33,小半,陈粒,小梦大半,2016-07-26,華語,Xw8zuUKauxs,"13,262,471"
2026-08-22,抖音熱歌榜,34,盛夏的果实,莫文蔚,NO.1新曲精选全记录20首,2000-06-01,華語,N2d9vPacdmw,"5,952,936"
2026-08-22,抖音熱歌榜,35,黄昏,周传雄,Transfer,2000-12-25,華語,6ca_YHZvzls,"75,544,939"
2026-08-22,抖音熱歌榜,36,亲爱的你啊,任素汐,亲爱的你啊,2025-04-24,華語,VnQWBaJJcq0,"4,058,225"
2026-08-22,抖音熱歌榜,37,江南,林俊杰,第二天堂,2004-06-04,華語,G97_rOdHcnY,"43,361,435"
2026-08-22,抖音熱歌榜,38,我们的歌,王力宏,改变自己,2007-07-13,華語,FpPDwP0NWnw,"7,472,886"
2026-08-22,抖音熱歌榜,39,偏爱,张芸京,破天荒,2009-06-03,華語,QDwLjCGdmYM,"18,026,146"
2026-08-22,抖音熱歌榜,40,关键词,林俊杰,和自己对话 From M.E. To Myself,2015-12-25,華語,YFr6p7vB9hc,"62,186,063"
2026-08-22,抖音熱歌榜,41,后会无期,徐良/汪苏泷,不良少年,2011-12-26,華語,iKrMvFYaFzg,"6,568,960"
2026-08-22,抖音熱歌榜,42,樱花草,Sweety,花言乔语 (精装版),2006-06-23,華語,vYcl7cw8gWo,"12,040,141"
2026-08-22,抖音熱歌榜,43,其实,薛之谦,意外,2013-11-11,華語,YT3HI5hyMi4,"7,267,743"
2026-08-22,抖音熱歌榜,44,IF YOU,BIGBANG,MADE SERIES 《D》,2015-07-01,韓語,h9hdorPqukU,"85,678,227"
2026-08-22,抖音熱歌榜,45,遇见,孙燕姿,The Moment,2003-08-22,華語,zgmnU8BxE2c,"21,931,706"
2026-08-22,抖音熱歌榜,46,瞬,郑润泽,瞬,2023-07-17,華語,yJq54boC5RA,"10,154,873"
2026-08-22,抖音熱歌榜,47,如愿,王菲,如愿,2021-09-25,華語,6fV2dRqJHvw,"25,204,361"
2026-08-22,抖音熱歌榜,48,我记得,赵雷,署前街少年,2022-08-29,華語,VBUmDbpY7zM,"7,336,143"
2026-08-22,抖音熱歌榜,49,老街,李荣浩,小黄,2010-09-09,華語,XadF4AbmHeA,"9,957,271"
2026-08-22,抖音熱歌榜,50,空心,光泽,光泽,2017-01-05,華語,PXnhdl_URro,"19,496,592"
2026-08-22,抖音熱歌榜,51,第57次取消发送,菲菲公主（陆绮菲）,第57次取消发送,2025-02-10,華語,gHk8MIx6nfY,"17,571,862"
2026-08-22,抖音熱歌榜,52,虚拟,陈粒,小梦大半,2016-07-26,華語,qxjYJVz64LQ,"6,484,187"
2026-08-22,抖音熱歌榜,53,青花,周传雄,蓝色土耳其,2007-10-24,華語,WfYO_Q2n-Vk,"3,362,008"
2026-08-22,抖音熱歌榜,54,愿与愁,林俊杰,重拾_快乐,2023-04-21,華語,MISqtaNt1vg,"6,853,291"
2026-08-22,抖音熱歌榜,55,奢香夫人,凤凰传奇,最炫民族风,2009-06-02,華語,i6W3qRIH1kc,"2,650,106"
2026-08-22,抖音熱歌榜,56,有何不可,许嵩,自定义,2009-01-10,華語,_2f-7oQIS8M,"6,246,008"
2026-08-22,抖音熱歌榜,57,一直很安静,阿桑,仙剑奇侠传 电视剧原声带,2005-01-21,華語,XQgXzPFZbzA,"6,242,964"
2026-08-22,抖音熱歌榜,58,离开我的依赖,王艳薇,离开我的依赖,2020-02-17,華語,RFNRzN3jDmk,"32,373,981"
2026-08-22,抖音熱歌榜,59,感谢你曾来过,Ayo97/周思涵,卧龙与酒,2020-03-26,華語,hVlmlDwhpWY,"107,753,239"
2026-08-22,抖音熱歌榜,60,天外来物,薛之谦,天外来物,2020-12-31,華語,fvkKk5ozyeI,"7,972,116"
2026-08-22,抖音熱歌榜,61,心墙,郭静,在树上唱歌,2009-05-22,華語,VhCRokYVF1I,"31,949,135"
2026-08-22,抖音熱歌榜,62,会呼吸的痛,梁静茹,崇拜,2007-11-09,華語,TY3nj5ANRrk,"12,007,619"
2026-08-22,抖音熱歌榜,63,我好像在哪见过你,薛之谦,初学者,2016-07-18,華語,4krYbNuNdPo,"7,551,912"
2026-08-22,抖音熱歌榜,64,勋章,鹿晗,勋章,2015-10-14,華語,OF5WnhcZnFU,"3,755,983"
2026-08-22,抖音熱歌榜,65,Come Back To Me,Utada,This Is The One (Japanese version),2009-12-23,西洋,CKPA8L5ZpqU,"33,998,375"
2026-08-22,抖音熱歌榜,66,此生不换,青鸟飞鱼,仙剑奇侠传三 电视剧原声带,2009-06-18,華語,yz80TCsFDaA,"1,720,607"
2026-08-22,抖音熱歌榜,67,倒数,G.E.M. 邓紫棋,另一个童话,2018-08-16,華語,ma7r2HGqwXs,"153,187,797"
2026-08-22,抖音熱歌榜,68,牵丝戏,银临/Aki阿杰,牵丝戏,2015-01-01,華語,C6YobfNjeqc,"13,388,635"
2026-08-22,抖音熱歌榜,69,来不及爱你,h3R3刘清云,来不及爱你,2023-07-30,華語,CtppsmagVVs,"904,431"
