抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-25,新歌榜,1,Hope to Remain,严浩翔,Scary Movie Ⅱ: Same Face,2026-08-24,西洋,R1FhekboG9I,"2,236"
2026-08-25,新歌榜,2,没有你是漫长雨季,梓渝,梓渝,2026-08-05,華語,upblmi2XwGs,"3,159"
2026-08-25,新歌榜,3,时间漫步,梓渝,梓渝,2026-08-05,華語,8iqJ7dGVW50,"2,420"
2026-08-25,新歌榜,4,此间是少年,梓渝,梓渝,2026-08-05,華語,0_ld2Btgweo,"1,423"
2026-08-25,新歌榜,5,闯,梓渝,梓渝,2026-08-05,華語,LmBWpdMxWgU,"24,294"
2026-08-25,新歌榜,6,致亲爱的自己,梓渝,梓渝,2026-08-05,華語,-sgLTL_8Wwg,"2,154"
2026-08-25,新歌榜,7,渝人码头,梓渝,梓渝,2026-08-05,華語,QH7D9S0XhZs,"1,537"
2026-08-25,新歌榜,8,不回头的人,梓渝,梓渝,2026-08-05,華語,hG6H-Gi4lNU,"1,455"
2026-08-25,新歌榜,9,SPARK TO FIRE 星火成焰,TOP登陆少年组合,SPARK TO FIRE 星火成焰,2026-08-21,華語,Z6v3Qbn2luk,"1,673"
2026-08-25,新歌榜,10,永不放弃,白小白,永不放弃 (“东北超”官方推广曲),2026-08-22,華語,qUQ0E39ms3Y,144
2026-08-25,新歌榜,11,MONEYMONEYMONEY,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,OhdvNHmJDsw,"2,188,636"
2026-08-25,新歌榜,12,PACK IT UP,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,Eg4-vCHc7eQ,"712,515"
2026-08-25,新歌榜,13,RUN IT,梓渝,梓渝,2026-08-05,華語,ovZ4T3Hv7RQ,"62,650"
2026-08-25,新歌榜,14,请勿打扰,喻言,请勿打扰,2026-08-22,華語,B7DKa-nJxxo,316
2026-08-25,新歌榜,15,白日慢游,李昀锐,白日慢游,2026-08-24,華語,KgV_bnmLSoo,414
2026-08-25,新歌榜,16,路过晴朗,汪苏泷,路过晴朗,2026-08-21,華語,2TUe-RESXeE,"8,185"
2026-08-25,新歌榜,17,贰拾肆,梓渝,梓渝,2026-08-05,華語,zeGLBhDbwt0,"63,157"
2026-08-25,新歌榜,18,等等我,VKNOW感觉团,等等我,2026-08-21,華語,-,-
2026-08-25,新歌榜,19,游向陆地的鱼,梓渝,梓渝,2026-08-05,華語,R-FdIwzlC_s,"56,262"
2026-08-25,新歌榜,20,旧记忆,黄子韬/刘宇宁,旧记忆,2026-08-20,華語,VvDUInqyDuQ,"19,323"
2026-08-25,新歌榜,21,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,西洋,UsbRoaH6y-Q,"7,364,620"
2026-08-25,新歌榜,22,如果还会遇见,何遇Hayu/Crybird,如果还会遇见,2026-07-31,華語,WfI5vDFWFlc,65
2026-08-25,新歌榜,23,森林狂想曲,黛青塔娜,森林狂想曲,2026-08-24,華語,P8GXIbRl-Qw,42
2026-08-25,新歌榜,24,从这里闪耀,肖战,从这里闪耀 (第48届世界技能大赛推广曲),2026-08-24,華語,h2Sku9uT87Y,"11,477"
2026-08-25,新歌榜,25,莫忙,乡野低频,莫忙,2026-08-13,華語,xgQMemPpnmI,"2,755"
2026-08-25,新歌榜,26,NO Gravity,鹭卓,NO Gravity,2026-08-22,西洋,wHDn-iZ18Fw,73
2026-08-25,新歌榜,27,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,華語,QPcvwly2pVY,"25,125"
2026-08-25,新歌榜,28,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,西洋,46h0LvDHgIs,"2,809,510"
2026-08-25,新歌榜,29,梨花雨,黄龄/旷骏祥,梨花雨,2026-08-21,華語,w9hB7Qc1Ets,"2,165"
2026-08-25,新歌榜,30,左边,杜宣达,左边,2026-08-22,華語,SdG5aNpVsvU,"2,104"
2026-08-25,新歌榜,31,云中鸟,小阿七,花开锦绣 影视原声带,2026-08-20,華語,xBOmrRTzi9M,"17,917"
2026-08-25,新歌榜,32,山风山风等等我,佳佳,山风山风等等我,2026-08-12,華語,iT588U-GsI0,21
2026-08-25,新歌榜,33,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,西洋,h7ITAdTxdxM,"3,991,940"
2026-08-25,新歌榜,34,LAVA,单依纯,LAVA,2026-08-22,西洋,PZzQdV0j_F4,"2,585"
2026-08-25,新歌榜,35,大约在冬季,赵乃吉,大约在冬季,2026-08-20,華語,OcE3Vqu90HM,845
2026-08-25,新歌榜,36,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,韓語,hGqYdubpcCM,"25,035,789"
2026-08-25,新歌榜,37,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,西洋,k7SDstVAD78,"1,863,430"
2026-08-25,新歌榜,38,擦干眼泪爱你,杨友友/烟嗓船长,擦干眼泪爱你 (合唱版),2026-08-10,華語,NiOVOr1m46Q,136
2026-08-25,新歌榜,39,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,華語,kUZZIBciO6A,"11,873,033"
2026-08-25,新歌榜,40,BiiiG,BIGBANG,BiiiG,2026-08-19,韓語,L8ZnXgbyUuc,"10,533,354"
2026-08-25,新歌榜,41,这城市那么空这回忆那么凶,安北辰,这城市那么空这回忆那么凶,2026-08-03,華語,-,-
