抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-16,新歌榜,1,贰拾肆,梓渝,梓渝,2026-08-05,zeGLBhDbwt0,"36,888",華語
2026-08-16,新歌榜,2,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,UsbRoaH6y-Q,"3,642,880",華語
2026-08-16,新歌榜,3,只要你在身边,沈梦瑶/喵战队,无界,2026-05-02,-,-,華語
2026-08-16,新歌榜,4,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"9,322",華語
2026-08-16,新歌榜,5,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"45,291",華語
2026-08-16,新歌榜,6,最完美的存在,刘芯妤Roselyn,最完美的存在,2026-08-07,-4a45QUT-J0,"86,916",華語
2026-08-16,新歌榜,7,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,397",西洋
2026-08-16,新歌榜,8,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,AH2ibOsKgzs,"71,035",華語
2026-08-16,新歌榜,9,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"6,358",華語
2026-08-16,新歌榜,10,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,hGqYdubpcCM,"23,780,150",韓語
2026-08-16,新歌榜,11,神山GUOFENG,FOX胡天渝,Oriental Esthetics神降,2026-08-03,tzU-MvVXpoA,102,華語
2026-08-16,新歌榜,12,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"10,459",華語
2026-08-16,新歌榜,13,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"128,082",華語
2026-08-16,新歌榜,14,等下完这场雨,杨友友/田园,等下完这场雨 (合唱版),2026-08-10,-,-,華語
2026-08-16,新歌榜,15,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落（听着蛐蛐唱着歌）,2026-07-21,swObZJl0D-Y,"5,688",華語
2026-08-16,新歌榜,16,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"33,491",華語
2026-08-16,新歌榜,17,Crossfire,张艺兴,Crossfire,2026-08-14,3ZbdF6mRmHY,126,西洋
2026-08-16,新歌榜,18,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"8,680,321",韓語
2026-08-16,新歌榜,19,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"239,078",華語
2026-08-16,新歌榜,20,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"4,750",華語
2026-08-16,新歌榜,21,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,p-LnAnYPo4I,"18,185",華語
2026-08-16,新歌榜,22,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"33,258",華語
2026-08-16,新歌榜,23,傻鱼,王栎鑫,傻鱼,2026-08-11,H2KEtWOqVJA,850,華語
2026-08-16,新歌榜,24,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,576,305",西洋
2026-08-16,新歌榜,25,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,hMRKkipmWT0,"81,314",華語
2026-08-16,新歌榜,26,山风山风等等我,七喜,山风山风等等我,2026-07-31,xPaUYFhp_3w,128,華語
2026-08-16,新歌榜,27,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,430,826",西洋
2026-08-16,新歌榜,28,电台情歌,轻烟大叔,电台情歌,2026-08-12,-,-,華語
2026-08-16,新歌榜,29,擦干眼泪爱你,杨友友/烟嗓船长,擦干眼泪爱你 (合唱版),2026-08-10,NiOVOr1m46Q,26,華語
2026-08-16,新歌榜,30,清风微微,曾舜晞,清风微微,2026-07-24,HCv4EH5plpA,"30,477",華語
2026-08-16,新歌榜,31,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,kUZZIBciO6A,"11,608,350",華語
2026-08-16,新歌榜,32,杀破狼,萧泽,杀破狼,2026-08-13,Dgq9BadXDhw,"3,239",華語
2026-08-16,新歌榜,33,Soul Snes Alone,Vnriet/DarK Haye,Time's Tender(Slap House),2026-07-13,-,-,西洋
2026-08-16,新歌榜,34,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"52,779,109",西洋
2026-08-16,新歌榜,35,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"39,214",華語
2026-08-16,新歌榜,36,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,986,747",韓語
2026-08-16,新歌榜,37,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-,華語
2026-08-16,新歌榜,38,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"9,075",華語
