抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-02,新歌榜,1,甲乙丙丁 (你我怎么两清),李佳薇,甲乙丙丁,2026-07-02,YhiQDARUJ7Y,"3,050,774"
2026-08-02,新歌榜,2,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"37,189"
2026-08-02,新歌榜,3,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"122,969"
2026-08-02,新歌榜,4,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,677"
2026-08-02,新歌榜,5,吹吹山顶的风,巴扎黑,吹吹山顶的风,2026-07-05,phbCk43iEiw,"21,295"
2026-08-02,新歌榜,6,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,181,384"
2026-08-02,新歌榜,7,Glue,希林娜依高,Glue,2026-07-31,_p-Qh8TjqCI,434
2026-08-02,新歌榜,8,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"7,908"
2026-08-02,新歌榜,9,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"28,508"
2026-08-02,新歌榜,10,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"239,128"
2026-08-02,新歌榜,11,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"27,859"
2026-08-02,新歌榜,12,耀眼的我们,周深,耀眼的我们,2026-08-01,prjFbOzBVWU,"30,627"
2026-08-02,新歌榜,13,留白,吴炳文,留白,2026-07-23,AP4yGB6UF9g,"167,736"
2026-08-02,新歌榜,14,周旋,王以太/艾热AIR,太热爱,2026-07-12,6WPWpadfJfI,"474,146"
2026-08-02,新歌榜,15,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"7,612"
2026-08-02,新歌榜,16,我曾,菜园子不CAi,我曾,2026-07-14,gUDdbjBZvC8,"4,727"
2026-08-02,新歌榜,17,一直下,陈宇祥,一直下,2026-07-04,LW5ROCc5SEw,"387,814"
2026-08-02,新歌榜,18,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"7,978,458"
2026-08-02,新歌榜,19,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"230,432"
2026-08-02,新歌榜,20,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,466"
2026-08-02,新歌榜,21,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"21,844,318"
2026-08-02,新歌榜,22,踏马寻花向自由,半吨兄弟,踏马寻花向自由,2026-07-07,-bVRxta_96I,"41,665"
2026-08-02,新歌榜,23,黄昏(纵然青丝如霜),正在进行石女士,黄昏(纵然青丝如霜)(深情版),2026-07-22,GEBcOg08m0k,235
2026-08-02,新歌榜,24,我会好好的,黑豆ado,我会好好的（氛围版）,2026-07-02,tR_LP6zEB9M,44
2026-08-02,新歌榜,25,清明上河图（同花顺进行曲）,周深深,清明上河图（同花顺进行曲）,2026-07-18,1fIrDx4jQCQ,194
2026-08-02,新歌榜,26,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"26,786"
2026-08-02,新歌榜,27,kiss me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-02,新歌榜,28,你的眼神(像一阵细雨洒落我心底),晚月moon/Big Cole,你的眼神(像一阵细雨洒落我心底),2026-07-03,v6DGQ3blR5c,239
2026-08-02,新歌榜,29,岁月如笔写春秋EDM,花姐,岁月如笔写春秋,2026-07-03,k_E6fF7zmU0,855
2026-08-02,新歌榜,30,别在伤口撒盐,赵家豪,别在伤口撒盐 (男声版),2026-07-13,au4L9mvaPvA,"30,208"
2026-08-02,新歌榜,31,别哭 我最爱的人,周深深,别哭 我最爱的人（氛围版）,2026-07-10,5hpCLQhHOWI,43
2026-08-02,新歌榜,32,红颜旧,周深深,红颜旧（氛围版）,2026-07-10,F3eLllpbK80,70
2026-08-02,新歌榜,33,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"402,049"
2026-08-02,新歌榜,34,我不愿看到你流泪的眼睛,404Hz/DJariium/YYYu,爱从不容许人三心两意 (鼓点节奏版),2026-07-02,-,-
2026-08-02,新歌榜,35,我难过,毒药,我难过 （R&B版）,2026-07-10,-,-
2026-08-02,新歌榜,36,听无声处,周深,听无声处,2026-07-30,4Csp1xRwxA8,"67,639"
2026-08-02,新歌榜,37,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,811,524"
2026-08-02,新歌榜,38,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"47,091,383"
2026-08-02,新歌榜,39,别回头 别停留 往前走,苏子墨,别回头 别停留 往前走（宿命版）,2026-07-16,-,-
2026-08-02,新歌榜,40,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"21,768"
2026-08-02,新歌榜,41,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"22,918"
2026-08-02,新歌榜,42,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,756,336"
2026-08-02,新歌榜,43,落笔匆匆,余佳运/井迪,落笔匆匆·开始奏乐开始舞,2026-07-26,XTksZlXSA98,"1,795"
2026-08-02,新歌榜,44,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"233,146"
2026-08-02,新歌榜,45,窝囊废,刘凤瑶/曾一鸣/张玮/李琦/派克特,窝囊废,2026-07-09,47ZjO-K_3V4,"72,313"
2026-08-02,新歌榜,46,我只要我开心,时代少年团,我只要我开心,2026-07-13,ISN_veOMtpM,"46,781"
2026-08-02,新歌榜,47,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,370
2026-08-02,新歌榜,48,都有这一天,老中青民谣/小巷先生,都有这一天,2026-07-14,LPrQsoQmC9M,713
2026-08-02,新歌榜,49,踏马寻花向自由,轻烟大叔,踏马寻花向自由(雷鬼版),2026-07-07,-,-
2026-08-02,新歌榜,50,Badi Badi,王俊凯,WJK,2026-07-08,Ta9HWjNTJ8c,"20,082"
2026-08-02,新歌榜,51,stay,Ariana Grande,petal (Explicit),2026-07-31,XfEMj-z3TtA,"513,609,378"
2026-08-02,新歌榜,52,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,1gV5Ij8e4rg,"510,500"
2026-08-02,新歌榜,53,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,PXXcAoi_VQg,91
2026-08-02,新歌榜,54,香烟与吻痕 (我在月光下许过情真),黄龄,香烟与吻痕,2026-07-06,-t1495nGo-Q,"15,024"
2026-08-02,新歌榜,55,花落花,陈少熙,花落花,2026-07-29,SKP9steiOM4,"2,112"
2026-08-02,新歌榜,56,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,429,604"
2026-08-02,新歌榜,57,英雄出处,高冷,英雄出处,2026-07-05,9MYWGLsQMuo,611
2026-08-02,新歌榜,58,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-02,新歌榜,59,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"353,674"
2026-08-02,新歌榜,60,可惜我是水瓶座,励志豪,可惜我是水瓶座（R&B版）,2026-07-16,-,-
2026-08-02,新歌榜,61,多疑的恋人,王赫野,珍宝 Starlight,2026-06-21,HQLV_zq-MZk,"1,674"
2026-08-02,新歌榜,62,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,678,643"
2026-08-02,新歌榜,63,你的眼神,周深深,你的眼神,2026-07-04,UBsqcePKPPc,"66,743"
2026-08-02,新歌榜,64,若不是因为你,赵乃吉,若不是因为你,2026-07-05,SlkBzcxx_Ws,"70,735"
2026-08-02,新歌榜,65,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-02,新歌榜,66,走错太多路,戎大姨,走错太多路(治愈版),2026-07-04,-eva3qky6ME,761
2026-08-02,新歌榜,67,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-
2026-08-02,新歌榜,68,big feelings,Ariana Grande,petal (Explicit),2026-07-31,FXultmvqvyA,"2,072,050"
2026-08-02,新歌榜,69,freak,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-02,新歌榜,70,我在等一个人,郑鱼,我在等一个人,2026-07-13,-,-
2026-08-02,新歌榜,71,Pretty Girl,RESCENE (리센느),Pretty Girl - Special Single,2026-07-08,qZlu2j2SiBA,"21,947,226"
2026-08-02,新歌榜,72,不甘,弦子,不甘,2026-07-19,jPUfB7SYYmM,"2,570,495"
2026-08-02,新歌榜,73,Bad Boy,万妮达Vinida Weng,Bad Boy,2026-07-11,D_K6igkrxM4,"101,789"
2026-08-02,新歌榜,74,见山,水木年华,见山,2026-07-16,J5ozd4WVNpM,369
2026-08-02,新歌榜,75,疑疑疑,王俊凯,WJK,2026-07-08,NWCgUyd5IxY,"31,134"
2026-08-02,新歌榜,76,爱上你我很快乐,洋澜一,爱上你我很快乐,2026-07-16,KZ45Bojl1vw,"111,919"
