抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-02,綜藝新歌榜,1,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,-,0
2026-08-02,綜藝新歌榜,2,野心家,杨丞琳/黄霄雲,天赐的声音第七季 第7期,2026-07-24,-,0
2026-08-02,綜藝新歌榜,3,我不难过,刘雨昕/欧阳娜娜,天赐的声音第七季 第6期,2026-07-17,-,0
2026-08-02,綜藝新歌榜,4,言不由衷,黄子弘凡/Rapeter,天赐的声音第七季 第7期,2026-07-24,-,0
2026-08-02,綜藝新歌榜,5,月光与吻痕,杨宗纬/欢子/喻言,天赐的声音第七季 第7期,2026-07-24,-,0
2026-08-02,綜藝新歌榜,6,第一次做人,张远,歌手2026 第10期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,7,别错过,杨宗纬/姚晓棠,天赐的声音第七季 第6期,2026-07-17,-,0
2026-08-02,綜藝新歌榜,8,爱的主打歌,刘宇,国乐无双 第9期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,9,问爱,Yamy郭颖,说唱巅峰对决2026 第4期,2026-07-18,-,0
2026-08-02,綜藝新歌榜,10,小半,王铮亮/谭松韵,天赐的声音第七季 第2期,2026-06-19,-,0
2026-08-02,綜藝新歌榜,11,春,王铮亮/黄龄/陈文非,天赐的声音第七季 第7期,2026-07-24,-,0
2026-08-02,綜藝新歌榜,12,Talk like me (像我这样说),弹壳,说唱巅峰对决2026 第4期,2026-07-18,-,0
2026-08-02,綜藝新歌榜,13,讨厌,杨丞琳/欧阳娜娜,天赐的声音第七季 第5期,2026-07-10,-,0
2026-08-02,綜藝新歌榜,14,迷人的危险,Ghost (王琳凯)/姚晓棠,音你而来3 第9期,2026-06-05,-,0
2026-08-02,綜藝新歌榜,15,街角的晚风,曾舜晞/姚晓棠,天赐的声音第七季 第1期,2026-06-12,-,0
2026-08-02,綜藝新歌榜,16,到此为止,尤长靖,歌手2026 第10期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,17,爱人错过,王菀之,国乐无双 第9期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,18,爱错,王铮亮/黄子弘凡,天赐的声音第七季 第6期,2026-07-17,-,0
2026-08-02,綜藝新歌榜,19,改变,窦靖童,歌手2026 第10期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,20,心引力,周笔畅/田嘉瑞,天赐的声音第七季 第7期,2026-07-24,-,0
2026-08-02,綜藝新歌榜,21,借过一下,陈小春,国乐无双 第3期,2026-06-06,-,0
2026-08-02,綜藝新歌榜,22,Dats Me (通通是我),Top Barry,说唱巅峰对决2026 第5期,2026-07-25,-,0
2026-08-02,綜藝新歌榜,23,半壶纱,郁可唯/金晨,天赐的声音第七季 第6期,2026-07-17,-,0
2026-08-02,綜藝新歌榜,24,雪崩,魏如萱,歌手2026 第10期,2026-07-25,-,0
