抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-06,新歌榜,1,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"39,409"
2026-08-06,新歌榜,2,DON'T STOP,刘耀文,DON'T STOP,2026-08-05,BVRouFkXMY4,"1,128"
2026-08-06,新歌榜,3,No More Tomorrow,严浩翔,No More Tomorrow,2026-08-03,Ls6y4JbkNa0,"7,321"
2026-08-06,新歌榜,4,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"122,969"
2026-08-06,新歌榜,5,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,677"
2026-08-06,新歌榜,6,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,224"
2026-08-06,新歌榜,7,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"37,189"
2026-08-06,新歌榜,8,无名氏,张真源,无名氏,2026-08-04,6lRRgMEqb2g,"39,531"
2026-08-06,新歌榜,9,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"1,401"
2026-08-06,新歌榜,10,周旋,王以太/艾热AIR,太热爱,2026-07-12,6WPWpadfJfI,"474,146"
2026-08-06,新歌榜,11,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"7,612"
2026-08-06,新歌榜,12,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"27,859"
2026-08-06,新歌榜,13,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"21,844,318"
2026-08-06,新歌榜,14,你我怎么两清(甲乙丙丁),半糖记,你我怎么两清(甲乙丙丁),2026-07-08,-,-
2026-08-06,新歌榜,15,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"7,908"
2026-08-06,新歌榜,16,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,181,384"
2026-08-06,新歌榜,17,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"28,508"
2026-08-06,新歌榜,18,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"7,978,458"
2026-08-06,新歌榜,19,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"230,432"
2026-08-06,新歌榜,20,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"239,128"
2026-08-06,新歌榜,21,只是片刻,冯建宇/赵志刚,只是片刻,2026-08-04,DB6iUTn1dKs,24
2026-08-06,新歌榜,22,我曾,菜园子不CAi,我曾,2026-07-14,gUDdbjBZvC8,"4,727"
2026-08-06,新歌榜,23,多疑的恋人,王赫野,珍宝 Starlight,2026-06-21,HQLV_zq-MZk,"1,674"
2026-08-06,新歌榜,24,踏马寻花向自由,半吨兄弟,踏马寻花向自由,2026-07-07,-bVRxta_96I,"41,665"
2026-08-06,新歌榜,25,都有这一天,老中青民谣/小巷先生,都有这一天,2026-07-14,LPrQsoQmC9M,713
2026-08-06,新歌榜,26,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,811,524"
2026-08-06,新歌榜,27,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,1265qQnOhfo,"14,680"
2026-08-06,新歌榜,28,Hope,王力宏,Hope,2026-08-04,pZCxXaiW_lQ,"249,715"
2026-08-06,新歌榜,29,别回头 别停留 往前走,苏子墨,别回头 别停留 往前走（宿命版）,2026-07-16,-,-
2026-08-06,新歌榜,30,踏马寻花向自由(就别管那么多),徐剑秋,踏马寻花向自由(就别管那么多),2026-07-27,-,-
2026-08-06,新歌榜,31,别在伤口撒盐,赵家豪,别在伤口撒盐 (男声版),2026-07-13,au4L9mvaPvA,"30,208"
2026-08-06,新歌榜,32,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"47,091,383"
2026-08-06,新歌榜,33,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落 (听着蛐蛐唱着歌),2026-07-21,swObZJl0D-Y,"3,641"
2026-08-06,新歌榜,34,kiss me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-06,新歌榜,35,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,429,604"
2026-08-06,新歌榜,36,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,370
2026-08-06,新歌榜,37,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"74,626"
2026-08-06,新歌榜,38,后来没有后来,承桓/顾叮当,后来没有后来(青春遗憾告别版),2026-07-30,-,-
2026-08-06,新歌榜,39,别哭 我最爱的人,周深深,别哭 我最爱的人（氛围版）,2026-07-10,5hpCLQhHOWI,43
2026-08-06,新歌榜,40,红颜旧,周深深,红颜旧（氛围版）,2026-07-10,F3eLllpbK80,70
2026-08-06,新歌榜,41,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,466"
2026-08-06,新歌榜,42,山风不语,伍零五,山风不语,2026-07-16,-,-
2026-08-06,新歌榜,43,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"353,674"
2026-08-06,新歌榜,44,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"402,049"
2026-08-06,新歌榜,45,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-06,新歌榜,46,我只要我开心,时代少年团,我只要我开心,2026-07-13,ISN_veOMtpM,"46,781"
2026-08-06,新歌榜,47,清明上河图（同花顺进行曲）,周深深,清明上河图（同花顺进行曲）,2026-07-18,1fIrDx4jQCQ,194
2026-08-06,新歌榜,48,Badi Badi,王俊凯,WJK,2026-07-08,Ta9HWjNTJ8c,"20,082"
2026-08-06,新歌榜,49,不如(Edit),何欢浪,不如,2026-07-07,5CPLya4fyHg,"2,155"
2026-08-06,新歌榜,50,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,kUZZIBciO6A,"11,503,149"
2026-08-06,新歌榜,51,踏马寻花向自由,轻烟大叔,踏马寻花向自由(雷鬼版),2026-07-07,-,-
2026-08-06,新歌榜,52,江湖再见,刘芊螢,江湖再见,2026-07-31,-,-
2026-08-06,新歌榜,53,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-06,新歌榜,54,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"21,768"
2026-08-06,新歌榜,55,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,1gV5Ij8e4rg,"510,500"
2026-08-06,新歌榜,56,窝囊废,刘凤瑶/曾一鸣/张玮/李琦/派克特,窝囊废,2026-07-09,47ZjO-K_3V4,"72,313"
2026-08-06,新歌榜,57,我难过,毒药,我难过 （R&B版）,2026-07-10,-,-
2026-08-06,新歌榜,58,春,黄龄,春,2026-07-30,mXmZjmP4FEM,"17,059"
2026-08-06,新歌榜,59,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"22,918"
2026-08-06,新歌榜,60,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,PXXcAoi_VQg,91
2026-08-06,新歌榜,61,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"233,146"
2026-08-06,新歌榜,62,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-
2026-08-06,新歌榜,63,奔赴超无限,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,YvmmyNWSd0g,"11,679"
2026-08-06,新歌榜,64,香烟与吻痕 (我在月光下许过情真),黄龄,香烟与吻痕,2026-07-06,-t1495nGo-Q,"15,024"
2026-08-06,新歌榜,65,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,756,336"
2026-08-06,新歌榜,66,听无声处,周深,听无声处,2026-07-30,4Csp1xRwxA8,"67,639"
2026-08-06,新歌榜,67,Pretty Girl,RESCENE (리센느),Pretty Girl - Special Single,2026-07-08,qZlu2j2SiBA,"21,947,226"
2026-08-06,新歌榜,68,花落花,陈少熙,花落花,2026-07-29,SKP9steiOM4,"2,112"
2026-08-06,新歌榜,69,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"26,786"
2026-08-06,新歌榜,70,值得(我们的故事爱就爱到值得),王佳音,值得(我们的故事爱就爱到值得),2026-07-17,oA6ngto3iXY,"28,735"
2026-08-06,新歌榜,71,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,prjFbOzBVWU,"30,627"
2026-08-06,新歌榜,72,Te Olvido (La La),benny blanco/Selena Gomez/Becky G,Te Olvido (La La),2026-07-30,XGKJxb2b3ZI,"7,114,476"
2026-08-06,新歌榜,73,雨一直下,晚月moon,雨一直下(氛围版),2026-07-21,VcAuNBRmEEA,"1,412"
2026-08-06,新歌榜,74,No Boundaries,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,f5vn-DcImgg,"4,822"
2026-08-06,新歌榜,75,是我做了白日梦,姜添/听潮阁,是我做了白日梦,2026-08-02,KymF_2hV21o,"1,557"
2026-08-06,新歌榜,76,stay,Ariana Grande,petal (Explicit),2026-07-31,XfEMj-z3TtA,"513,609,378"
2026-08-06,新歌榜,77,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,678,643"
2026-08-06,新歌榜,78,总有人间一两风,周深深,总有人间一两风,2026-07-10,S0x-B-MV27g,42
2026-08-06,新歌榜,79,Bad Boy,万妮达Vinida Weng,Bad Boy,2026-07-11,D_K6igkrxM4,"101,789"
2026-08-06,新歌榜,80,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-
2026-08-06,新歌榜,81,风与花的约定,半吨兄弟,风与花的约定,2026-07-31,L6GOfO7jH0w,728
2026-08-06,新歌榜,82,失落天涯,洛先生,失落天涯,2026-07-23,oKKSUhW0weM,7
2026-08-06,新歌榜,83,SODA SODA,TWS,SODA SODA,2026-08-02,d1rWv8VeQO0,"8,786,136"
2026-08-06,新歌榜,84,You,Appleby,You,2026-07-08,LYANS5AwwnA,"253,763"
