抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-18,新歌榜,1,态度 (Attitude),田栩宁,态度 (Attitude),2026-09-17,004g9tuY2FaQPj,其它,tu78CoHezRM,"8,416"
2026-09-18,新歌榜,2,After Everything,曾沛慈,After Everything,2026-09-15,001YjUip0FFzjk,華語,uub_qJXT3tI,"79,061"
2026-09-18,新歌榜,3,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"206,773"
2026-09-18,新歌榜,4,雨终曲,宋雨琦 (YUQI),雨终曲,2026-09-15,001ES52Q3qN0u7,華語,HiOhToLC_W8,"23,231"
2026-09-18,新歌榜,5,思念若是一首诗,万妮达Vinida Weng,思念若是一首诗,2026-09-08,000gRK0i44cAYG,華語,g7NjCbxYQUI,"43,466"
2026-09-18,新歌榜,6,I Love You But I Gotta Let You Go (NINGNING Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,0010bg4l1LWTmv,韓語,If1HVSSs4Ts,"998,814"
2026-09-18,新歌榜,7,森林狂想曲,黛青塔娜,森林狂想曲,2026-08-24,001Qijjt0i0Olj,華語,P8GXIbRl-Qw,223
2026-09-18,新歌榜,8,同归人,鹭卓,一瓯春 电视剧原声带,2026-09-17,004dKajb486zGA,華語,Pbd6IMkwhco,"2,911"
2026-09-18,新歌榜,9,失忆,李佳薇,失忆,2026-09-05,004DtEju33F124,華語,x-oZXNIlJu0,"30,337"
2026-09-18,新歌榜,10,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"276,894"
2026-09-18,新歌榜,11,就骗我一次,沈佳润Nina,WHY NOT ME?,2026-08-30,002z4ttk1mUUb4,華語,j-u_fceGlUc,"3,132"
2026-09-18,新歌榜,12,TWINROSE,刘竞屿/熊艺文,TWINROSE,2026-09-16,000OPr7v3UUaNh,華語,-,-
2026-09-18,新歌榜,13,笨蛋,汪苏泷/五月天 阿信,笨蛋,2026-09-09,002B0d2H4VRqQs,華語,j5Kk7dzUj6A,"7,044,236"
2026-09-18,新歌榜,14,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,001Mu0Lw3X3LnQ,華語,2TUe-RESXeE,"276,107"
2026-09-18,新歌榜,15,没有你是漫长雨季,梓渝,梓渝,2026-08-05,000eMXbM0hmJmi,華語,upblmi2XwGs,"21,508"
2026-09-18,新歌榜,16,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,003sbk7o3sytRU,西洋,46h0LvDHgIs,"20,717,807"
2026-09-18,新歌榜,17,落空 ​,羊羊,落空 ​,2026-09-03,0044rXbs2ZALDz,華語,-,-
2026-09-18,新歌榜,18,再一次见面,周深,再一次见面,2026-09-06,0021HGmn1wHoOJ,華語,ezy0WMuqWwo,"114,776"
2026-09-18,新歌榜,19,我不难过,en (王翊恩),我不难过,2026-09-03,0038DoVG1Lg3kE,華語,WuS9D82hSV4,"146,718"
2026-09-18,新歌榜,20,说文解字,灯叔/方大树,说文解字,2026-08-29,000bCM2f3nhooK,華語,45OKCZb0Zlk,"26,239"
2026-09-18,新歌榜,21,信,张月,月章,2026-09-14,003mfwSS42lDZD,華語,IymtQbGwn18,"3,764"
2026-09-18,新歌榜,22,时间漫步,梓渝,梓渝,2026-08-05,002GPTYm2w6qQD,華語,8iqJ7dGVW50,"11,641"
2026-09-18,新歌榜,23,大梦归,周深,大梦归,2026-09-11,000EPEhY2os1I0,華語,Xb8AQoiofOY,"75,763"
2026-09-18,新歌榜,24,世界如此,田栩宁,世界如此,2026-09-11,004c8lwy1OB6qe,華語,z843vmVrfmQ,"8,704"
2026-09-18,新歌榜,25,冰箱没有鸡蛋,马嘉祺,心室,2026-09-07,003rucaJ1vkeYx,華語,XU-c7XSFJFw,"24,456"
2026-09-18,新歌榜,26,爱像尘埃石沉大海,Mogoo蘑菇,爱像尘埃石沉大海,2026-09-12,0010wCba0kbF3H,華語,lGfZrfxsfT0,429
2026-09-18,新歌榜,27,删了一百遍,A-Lin,删了一百遍,2026-09-01,000Q8gRW2WkkDS,華語,HzpDg83IElA,"306,369"
2026-09-18,新歌榜,28,慢品人间烟火气,涂一乐,慢品人间烟火气（落日微醺版）,2026-08-28,001vKOMY0YCxQ1,華語,-756XAeKtik,"5,048"
2026-09-18,新歌榜,29,单身情歌,赵乃吉,单身情歌,2026-09-13,002MTvBj3hvyEF,華語,EOFV5EBMGOo,87
2026-09-18,新歌榜,30,留不住的夏天,黄霄雲,留不住的夏天,2026-09-12,004cb8oC3he8o8,華語,1v8WZ-83ggY,"14,982"
2026-09-18,新歌榜,31,甲乙丙丁,李佳薇,甲乙丙丁 (粤语版),2026-09-03,000KrmLU1imE68,華語,YhiQDARUJ7Y,"8,798,715"
2026-09-18,新歌榜,32,互删 (我走以后),江辰,互删 (我走以后),2026-08-29,000c6NsT1go9hy,華語,dq-FAOsQKGg,"25,342"
2026-09-18,新歌榜,33,16 Bit (KARINA Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,000OhJpT0qSFXW,韓語,MD36f_hPXHc,"841,598"
2026-09-18,新歌榜,34,爱的意义,余佳运,爱的意义,2026-09-14,001C6xm81qQPv1,華語,NMNM2JSRSKs,"4,399"
2026-09-18,新歌榜,35,月半,黄龄,月半,2026-09-12,002Rg9Xw4UASjD,華語,Gfr_6cHF7N4,410
2026-09-18,新歌榜,36,可惜春风不懂我伤悲,吕口口,可惜春风不懂我伤悲,2026-08-27,001Tue0M1YYaXQ,華語,-,-
2026-09-18,新歌榜,37,MONEYMONEYMONEY,CORTIS,GREENGREEN_playextended,2026-08-23,003ufBbJ3ifsBX,西洋,OhdvNHmJDsw,"7,065,450"
2026-09-18,新歌榜,38,遗憾,陈婉菁,遗憾（如果回到那从前）,2026-08-28,0019fL9V24AaNc,華語,-,-
2026-09-18,新歌榜,39,昨天，今天,莫文蔚,昨天，今天,2026-08-25,003G4D6x1e8J8k,華語,Z92SE7ZSTRg,"40,616"
2026-09-18,新歌榜,40,Saddle Up (WINTER Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,001o8tFg35JbFV,韓語,qCOvn2GVn6g,"677,925"
2026-09-18,新歌榜,41,大小姐,苏醒AllenSu,大小姐,2026-08-19,000JycZ82F8eI3,華語,qwBz6NDbK7Y,"1,715"
2026-09-18,新歌榜,42,一瓯春,周深,一瓯春 电视剧原声带,2026-09-17,004PnFjE3xo6o1,華語,6fO3NvgKhFw,"35,855"
2026-09-18,新歌榜,43,此间是少年,梓渝,梓渝,2026-08-05,003YH7VB1zA0hP,華語,0_ld2Btgweo,"5,945"
2026-09-18,新歌榜,44,ORA,受伤的梅/王昱蒙,ORA,2026-08-17,002a555C11lSQK,其它,8CsmqEXCuns,"22,665"
2026-09-18,新歌榜,45,出卖,轻烟大叔,出卖,2026-08-26,004Ofutg3vcTaQ,華語,jRwreNzElKo,"1,217"
2026-09-18,新歌榜,46,琵琶曲,刘宇,琵琶曲,2026-09-11,001RRw591wNZHp,其它,Gvq8NL8NuDA,"19,526"
2026-09-18,新歌榜,47,短发女孩,Zzh/白允y,短发女孩(她留短发淡的妆),2026-08-25,00057rq01GG3ga,華語,eOVqtsMANDs,"28,934"
2026-09-18,新歌榜,48,礼拜四,HENDERY (黄冠亨),礼拜四,2026-09-17,001yreba3kfYUt,韓語,JZ770mBUquE,"5,216"
2026-09-18,新歌榜,49,只要有你,杨瑜婷,只要有你（温柔女版）,2026-08-18,00104Yjx3uMZa7,華語,8SjJ91f0W4o,340
2026-09-18,新歌榜,50,你是朝朝暮暮,旧街口,你是朝朝暮暮（温柔男版）,2026-08-31,003iiFCE339PoZ,華語,-,-
2026-09-18,新歌榜,51,思念漫过海岸线,欢子,思念漫过海岸线,2026-08-28,00279mQx0Z0DSX,華語,SMmvLT8pnnA,"3,792"
