抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-25,影視金曲榜,1,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"257,584"
2026-09-25,影視金曲榜,2,大梦归,周深,大梦归,2026-09-11,000EPEhY2os1I0,華語,Xb8AQoiofOY,"111,876"
2026-09-25,影視金曲榜,3,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"405,409"
2026-09-25,影視金曲榜,4,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,001Mu0Lw3X3LnQ,華語,2TUe-RESXeE,"330,966"
2026-09-25,影視金曲榜,5,一瓯春,周深,一瓯春 电视剧原声带,2026-09-17,004PnFjE3xo6o1,華語,6fO3NvgKhFw,"58,604"
2026-09-25,影視金曲榜,6,一曲微茫,郁可唯,一曲微茫,2026-09-13,002z3MJG1ogGjx,華語,wpgpEDSCYp4,"91,126"
2026-09-25,影視金曲榜,7,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,000R5lKk0KJBgG,華語,JqR0_IFpdcg,"314,313"
2026-09-25,影視金曲榜,8,过海,王赫野/黄龄,过海,2026-07-16,003DEzAQ3HSB9l,華語,IgjnQV8WJH8,"102,109"
2026-09-25,影視金曲榜,9,同归人,鹭卓,一瓯春 电视剧原声带,2026-09-17,004dKajb486zGA,華語,Pbd6IMkwhco,"5,414"
2026-09-25,影視金曲榜,10,You Should Know,李长庚,早春晴朗 影视原声带,2026-09-01,004b2lxr21ETld,其它,LbV_j9AgQag,"931,411"
2026-09-25,影視金曲榜,11,我们不散,周深,生逢其时 影视原声大碟,2026-09-15,00203KEv0gDIFp,華語,3GrnbLGfCkI,"12,027"
2026-09-25,影視金曲榜,12,终会再见,刘宇宁,交锋 影视剧原声带,2026-09-20,004dvvxf0IdJ74,華語,8kMOH9TJRWo,"68,640"
2026-09-25,影視金曲榜,13,如故,黄龄,如故,2026-09-15,002nWjTY1fxKWu,華語,3M9AQNGDARs,"13,236"
2026-09-25,影視金曲榜,14,同道,李佳薇,同道,2026-09-16,0002L0TO2M50HM,華語,vGW3TVZIUtI,"54,818"
2026-09-25,影視金曲榜,15,我来书写我的名,王铮亮,我来书写我的名,2026-09-17,000I7s312u5O9k,華語,McBRKOj38a4,"22,997"
