抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-24,綜藝新歌榜,1,甲乙丙丁 (你我怎么两清),张碧晨/侯明昊,天赐的声音第七季 第11期,2026-08-21,001yKMAF26Wg6A,華語,7H1ObJvb7Hc,"2,171,697"
2026-09-24,綜藝新歌榜,2,If The Sun Burns Out Tonight (feat. Oli Sykes & Courtney LaPlante) (炽日将烬),无畏契约/Grabbitz/Oli Sykes/Courtney Laplante,If The Sun Burns Out Tonight (feat. Oli Sykes & Courtney LaPlante) (炽日将烬),2026-09-16,001DyGLQ4FgVnr,西洋,La9QaVFwqQ4,"4,135"
2026-09-24,綜藝新歌榜,3,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,000qBZgr2uL9wX,華語,zlAjS20q9pE,"2,524,026"
2026-09-24,綜藝新歌榜,4,读心术,欧阳娜娜/姚晓棠,天赐的声音第七季 第12期,2026-09-04,0020E3rn1tCnnF,華語,Cm2ue6JYauY,"197,342"
2026-09-24,綜藝新歌榜,5,颜如玉2.0,李大奔BENZO/严浩翔/Rapeter,说唱巅峰对决2026 第9期,2026-08-22,004GCD0Y38yopk,華語,caC5IgU0JLY,"92,682"
2026-09-24,綜藝新歌榜,6,循迹,王铮亮/李佳薇,天赐的声音第七季 第11期,2026-08-21,001w24Dl03KSqt,華語,tQfQ5RONDno,"210,941"
2026-09-24,綜藝新歌榜,7,借过一下,陈小春,国乐无双 第3期,2026-06-06,001nsTl40PmvMo,華語,RTXUDa2f48w,"2,203,890"
2026-09-24,綜藝新歌榜,8,小半,王铮亮/谭松韵,天赐的声音第七季 第2期,2026-06-19,003MoA7q4DOuG4,華語,AJSvQ8HOzGY,"1,303,974"
2026-09-24,綜藝新歌榜,9,侧脸,黄霄雲/刘端端,天赐的声音第七季 第12期,2026-09-04,004RDaL83R2a1H,華語,2v1YURVY_rA,"279,572"
2026-09-24,綜藝新歌榜,10,街角的晚风,曾舜晞/姚晓棠,天赐的声音第七季 第1期,2026-06-12,002AzLZe0SL2nv,華語,bLvvnIB9MCY,"1,191,425"
2026-09-24,綜藝新歌榜,11,交个朋友,弹壳/Mai,说唱巅峰对决2026 第7期,2026-08-08,001iqZ091ASR89,華語,Eft1Oa6oEjs,"107,301"
2026-09-24,綜藝新歌榜,12,迷人的危险,Ghost (王琳凯)/姚晓棠,音你而来3 第9期,2026-06-05,000KHMkG02tKM2,華語,K5t-1v-IZ9k,"808,946"
2026-09-24,綜藝新歌榜,13,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,0040Tlxh4YNKr3,華語,QPcvwly2pVY,"51,615"
2026-09-24,綜藝新歌榜,14,Dancing With Your Ghost (与你的幻影共舞),张靓颖/黄子弘凡,天赐的声音第七季 第12期,2026-09-04,0045pmLK2eEr18,西洋,Qlc13FMGKgc,"42,451"
2026-09-24,綜藝新歌榜,15,野心家,杨丞琳/黄霄雲,天赐的声音第七季 第7期,2026-07-24,000h856j4boYlf,華語,MJZc-Dg5WeQ,"2,000,467"
2026-09-24,綜藝新歌榜,16,天后,付辛博/姜潮,天赐的声音第七季 第10期,2026-08-14,000y4KP62CXyvR,華語,eS60B20HFP4,"177,196"
2026-09-24,綜藝新歌榜,17,天后,张彬彬/阿云嘎,披荆斩棘2026 三公,2026-09-20,001cSSFp1RROz1,華語,c7yV-B3y71o,176
2026-09-24,綜藝新歌榜,18,colt.45 (烈驹45号),弹壳,说唱巅峰对决2026 第1期,2026-06-27,003inbbd2llluQ,華語,2MFEhEgTmn0,"1,786,011"
2026-09-24,綜藝新歌榜,19,哀人i,余文乐/艾热AIR/王以太,披荆斩棘2026  一公,2026-08-22,000t0bMC1Iirsa,華語,axxMKKc5GJM,"23,378"
2026-09-24,綜藝新歌榜,20,问爱,Yamy郭颖,说唱巅峰对决2026 第4期,2026-07-18,000xSrdo10FFuY,華語,8tqVS2VpzEI,"461,331"
2026-09-24,綜藝新歌榜,21,一半一半,宋亚轩,国乐无双 第12期,2026-08-15,002NcyC73DdChW,華語,q8NYT7blIAM,"163,330"
2026-09-24,綜藝新歌榜,22,我不难过,刘雨昕/欧阳娜娜,天赐的声音第七季 第6期,2026-07-17,000XeMVb0noHF3,華語,y_sILJY8wus,"730,985"
2026-09-24,綜藝新歌榜,23,锈,黄霄雲/TF_ING张子墨,天赐的声音第七季 第8期,2026-07-31,002JA4VZ0pp7M9,華語,PCbm4Vt6Dh4,"500,842"
2026-09-24,綜藝新歌榜,24,骑士精神,王赫野/张卓尔/POLARIX-邵子恒,披荆斩棘2026 三公,2026-09-20,000eVOK632G36r,華語,Of9NHza5Ra0,54
2026-09-24,綜藝新歌榜,25,The Gentlemen (绅士们),弹壳/Vinz-T,说唱巅峰对决2026 第6期,2026-08-01,000YaMKi0XvyTY,華語,fUxHPVv5dmw,"679,279"
2026-09-24,綜藝新歌榜,26,24个比利,孙楠/李光洁/王赫野/张卓尔/POLARIX-邵子恒,披荆斩棘2026 三公,2026-09-20,000GP3Ap23911V,華語,cUBco6iADPU,284
2026-09-24,綜藝新歌榜,27,别错过,杨宗纬/姚晓棠,天赐的声音第七季 第6期,2026-07-17,000vFMte49TRy4,華語,Tc23na0-Wlw,"271,428"
2026-09-24,綜藝新歌榜,28,我们的纪念,杨丞琳/侯明昊,天赐的声音第七季 第9期,2026-08-07,002n0SId3TkNwS,華語,qkKFbP0ZMLU,"652,752"
2026-09-24,綜藝新歌榜,29,樱花草,黄子弘凡/姚晓棠,天赐的声音第七季 第11期,2026-08-21,004UQqKK1huYWy,華語,Gms1sdNwoC0,"489,940"
2026-09-24,綜藝新歌榜,30,Boss Life (狂放人生),弹壳/Mai,说唱巅峰对决2026 第11期,2026-09-05,001FqGGS1c2uX6,華語,p7CQGG-WJ-o,"49,847"
2026-09-24,綜藝新歌榜,31,锁,张靓颖/曾舜晞,天赐的声音第七季 第2期,2026-06-19,001X6UNl32DogT,華語,jTPeg10b3KI,"306,734"
2026-09-24,綜藝新歌榜,32,是非题,王赫野,音你而来3 第1期,2026-04-10,0047eiJI0p7hUW,華語,sc9LdPzku6Y,"1,718,987"
2026-09-24,綜藝新歌榜,33,巴拉莱卡 (The Rod),张靓颖/陈楚生,天赐的声音第七季 第1期,2026-06-12,002dB4xY3S3gCr,華語,U-ZSLPlaGhA,"333,318"
2026-09-24,綜藝新歌榜,34,春泥,金志文,国乐无双 第11期,2026-08-08,0016Fjjw28hEi9,華語,w1yfCaZzOCc,"93,454"
2026-09-24,綜藝新歌榜,35,开始懂了,陈小春,国乐无双 第10期,2026-08-01,001dinly47ehoL,華語,p20EtodL7Ug,"404,676"
2026-09-24,綜藝新歌榜,36,听闻爱情,张信哲/杨丞琳,天赐的声音第七季 第12期,2026-09-04,0045wRvE1pQTUN,華語,sQyN3O8LuWw,"26,074"
2026-09-24,綜藝新歌榜,37,给我一个理由忘记,丁当/侯明昊,天赐的声音第七季 第10期,2026-08-14,002wC5ve1WFMgE,華語,GAdH8VaNkk4,"804,034"
2026-09-24,綜藝新歌榜,38,3000,Top Barry/黄霄雲,说唱巅峰对决2026 第12期,2026-09-13,002l95F31igiPJ,華語,AhGi2UeSczA,"53,507"
2026-09-24,綜藝新歌榜,39,花田错,万妮达Vinida Weng/吴碧霞,歌手2026 第12期,2026-08-08,0029yKnY3k4k2M,華語,Hnij47XWTeo,"81,172"
2026-09-24,綜藝新歌榜,40,Talk like me (像我这样说),弹壳,说唱巅峰对决2026 第4期,2026-07-18,0046opI92fWzil,華語,l-V4WOvSAfk,"638,071"
2026-09-24,綜藝新歌榜,41,梦哑,杨丞琳/黄子弘凡,天赐的声音第七季 第10期,2026-08-14,000R0HUX2d50PR,華語,dVg0j-feBo4,"67,733"
2026-09-24,綜藝新歌榜,42,野草,金志文,国乐无双 第10期,2026-08-01,004HXL730UwVsK,華語,Fa2ZJ7u4Zrk,"48,829"
2026-09-24,綜藝新歌榜,43,依兰爱情故事,岳云鹏/金志文/管乐,天赐的声音第七季 第3期,2026-06-26,001cT7wO2PpQLk,華語,mDVbPLkssXI,"140,425"
2026-09-24,綜藝新歌榜,44,我要找到你,刘惜君,国乐无双 第5期,2026-06-20,000Q8ONc00GqGy,華語,DtXgoZG_Q8E,"122,281"
2026-09-24,綜藝新歌榜,45,是你没选我啊,欢子/黄霄雲,天赐的声音第七季 第3期,2026-06-26,0038Szmn3OLBya,華語,2vpDf4zVuCI,"407,974"
2026-09-24,綜藝新歌榜,46,答案,王铮亮/黄霄雲,天赐的声音第七季 第9期,2026-08-07,0031Yk7G2YxCiD,華語,htjPa9QhaY8,"216,639"
2026-09-24,綜藝新歌榜,47,壁上观,雷佳,国乐无双 第2期,2026-05-30,003G8jcG3oFNuh,華語,0ed0rYZ8Oqg,"105,388"
2026-09-24,綜藝新歌榜,48,花开花落,弹壳,说唱巅峰对决2026 第12期,2026-09-13,00320UaT3dNb1c,華語,_Np4Xu0Fpcg,"46,451"
2026-09-24,綜藝新歌榜,49,爆了,古巨基/黄子弘凡,天赐的声音第七季 第12期,2026-09-04,003Jffiv2U9e7O,華語,yjuLkHirCp8,"23,705"
2026-09-24,綜藝新歌榜,50,一样的月光,曾沛慈,乘风2026 第7期,2026-05-23,002ISdsl4FvNGZ,華語,J28oOfvNVD8,"10,520,882"
2026-09-24,綜藝新歌榜,51,我的背包,Rapeter,说唱巅峰对决2026 第12期,2026-09-13,004dgu7P4DWVJ1,其它,WsybbvA4WxQ,"72,201"
2026-09-24,綜藝新歌榜,52,Forever (永不凋零),弹壳/BrAnTB白景屹,说唱巅峰对决2026 第3期,2026-07-11,004QZvVo0KmxqK,華語,a0DZn9ST0JY,"310,187"
2026-09-24,綜藝新歌榜,53,指纹,杨坤/高睿,天赐的声音第七季 第10期,2026-08-14,0002SXCp1a2IZa,華語,2CihEcH9SfI,"32,068"
