抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-24,新歌榜,1,自己就是自己的光,周深,自己就是自己的光,2026-09-22,000wM1dr4JszFN,華語,0--cfy_wul0,"31,103"
2026-09-24,新歌榜,2,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"250,442"
2026-09-24,新歌榜,3,那页夏天,王俊凯,WJK,2026-07-08,002ungyc33fb7x,華語,PjQP6Wh41Gs,"7,035"
2026-09-24,新歌榜,4,Baby Come Home,JOSHUA/韦礼安,Baby Come Home,2026-09-22,002wpXHA2u2y2q,華語,gkzDC0VD0GI,"268,662"
2026-09-24,新歌榜,5,就骗我一次,沈佳润Nina,WHY NOT ME?,2026-08-30,002z4ttk1mUUb4,華語,j-u_fceGlUc,"6,110"
2026-09-24,新歌榜,6,世界第一等,卡宾先生,世界第一等,2026-09-05,001Q1PUy1wDrul,華語,yc13F9UOSWE,9
2026-09-24,新歌榜,7,雨终曲,宋雨琦 (YUQI),雨终曲,2026-09-15,001ES52Q3qN0u7,華語,HiOhToLC_W8,"69,927"
2026-09-24,新歌榜,8,失温拥抱,陈楚生,失温拥抱,2026-09-20,002QVNdj4bwuPa,華語,mOo5RWnGXBg,"5,175"
2026-09-24,新歌榜,9,温柔的存在,梁咏琪,温柔的存在,2026-09-23,004T2gWc44DnZS,華語,iN1UH7m3REw,"38,153"
2026-09-24,新歌榜,10,你是我等不到的人,正在进行石女士,你是我等不到的人,2026-09-12,0036LEVm3t54Fn,華語,dzMgxDDg_zs,"1,802"
2026-09-24,新歌榜,11,爱像尘埃石沉大海,Mogoo蘑菇,爱像尘埃石沉大海,2026-09-12,0010wCba0kbF3H,華語,lGfZrfxsfT0,601
2026-09-24,新歌榜,12,大梦归,周深,大梦归,2026-09-11,000EPEhY2os1I0,華語,Xb8AQoiofOY,"104,487"
2026-09-24,新歌榜,13,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"388,165"
2026-09-24,新歌榜,14,思念若是一首诗,万妮达Vinida Weng,思念若是一首诗,2026-09-08,000gRK0i44cAYG,華語,g7NjCbxYQUI,"48,307"
2026-09-24,新歌榜,15,芥兰,杨丞琳,芥兰,2026-09-22,003nDoT94IbFsP,華語,Cv76St-2JXc,"12,361"
2026-09-24,新歌榜,16,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,003sbk7o3sytRU,西洋,46h0LvDHgIs,"23,073,534"
2026-09-24,新歌榜,17,失忆,李佳薇,失忆,2026-09-05,004DtEju33F124,華語,x-oZXNIlJu0,"36,584"
2026-09-24,新歌榜,18,Thank You,王嘉尔,Thank You,2026-09-21,003YJSVv3ct9Tu,西洋,a53afZdQhWY,45
2026-09-24,新歌榜,19,I Love You But I Gotta Let You Go (NINGNING Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,0010bg4l1LWTmv,韓語,If1HVSSs4Ts,"1,257,350"
