抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-19,綜藝新歌榜,26,歌曲：立春,周慧敏/刘敏涛/梁咏琪/秦海璐/薛凯琪/张钧甯/姜妍/热依扎/刘惜君/希林娜依高,2026中央广播电视总台春节联欢晚会,2026-02-16,vQaa1t2ZbNE,"491,441",華語
2026-08-19,綜藝新歌榜,27,借过一下,陈小春,国乐无双 第3期,2026-06-06,RTXUDa2f48w,"2,082,344",華語
2026-08-19,綜藝新歌榜,28,二十二,宋亚轩,国乐无双 第10期,2026-08-01,ZTR3tg6GirY,"55,374",華語
2026-08-19,綜藝新歌榜,29,我不难过,刘雨昕/欧阳娜娜,天赐的声音第七季 第6期,2026-07-17,y_sILJY8wus,"361,902",華語
2026-08-19,綜藝新歌榜,30,街角的晚风,曾舜晞/姚晓棠,天赐的声音第七季 第1期,2026-06-12,bLvvnIB9MCY,"902,895",華語
2026-08-19,綜藝新歌榜,31,18,Top Barry,说唱巅峰对决2026 第7期,2026-08-08,t-DKB6RF3A4,"19,290,917",華語
2026-08-19,綜藝新歌榜,32,誓言,窦靖童,歌手2026 第11期,2026-08-01,f1g4SEI6akc,"409,081",華語
2026-08-19,綜藝新歌榜,33,走四方,胡彦斌/韩磊,歌手2026 第12期,2026-08-08,-5eg6T-Fh04,"249,928",華語
2026-08-19,綜藝新歌榜,34,Somewhere Only We Know,Elliot James Reay/黄子弘凡,歌手2026 第12期,2026-08-08,Dd6yqx23c5E,"14,214",西洋
2026-08-19,綜藝新歌榜,35,幸福在歌唱,希林娜依高,国乐无双 第11期,2026-08-08,bO5L6B7sUZk,"43,617",華語
2026-08-19,綜藝新歌榜,36,歌曲：人间共鸣,李健,2026中央广播电视总台春节联欢晚会,2026-02-16,OvkRPDUVuSk,"384,108",華語
2026-08-19,綜藝新歌榜,37,他真的对你好吗,付豪,魔力歌先生 第1期,2026-03-13,AHJwzZUHwqc,"2,893,377",華語
2026-08-19,綜藝新歌榜,38,锁,张靓颖/曾舜晞,天赐的声音第七季 第2期,2026-06-19,jTPeg10b3KI,"229,225",華語
2026-08-19,綜藝新歌榜,39,小rapper,Rapeter,说唱巅峰对决2026 第7期,2026-08-08,i4zgNC3IqZU,"95,112",華語
2026-08-19,綜藝新歌榜,40,了了,翁杰_Winjay/加木,说唱巅峰对决2026 第6期,2026-08-01,vxqsvgq2ySQ,"167,803",華語
2026-08-19,綜藝新歌榜,41,歌曲：快乐小马,王安宇/黄子弘凡/范丞丞/胡先煦,2026中央广播电视总台春节联欢晚会,2026-02-16,YZ1SbZoiAko,"173,178",華語
2026-08-19,綜藝新歌榜,42,巴拉莱卡 (The Rod),张靓颖/陈楚生,天赐的声音第七季 第1期,2026-06-12,U-ZSLPlaGhA,"257,818",華語
2026-08-19,綜藝新歌榜,43,讨厌,杨丞琳/欧阳娜娜,天赐的声音第七季 第5期,2026-07-10,gw5ED3eAv5k,"157,476",華語
2026-08-19,綜藝新歌榜,44,歌曲：梦底,海来阿木/刘浩存,2026中央广播电视总台春节联欢晚会,2026-02-16,vL0kVZoQpEQ,"552,478",華語
2026-08-19,綜藝新歌榜,45,问爱,Yamy郭颖,说唱巅峰对决2026 第4期,2026-07-18,8tqVS2VpzEI,"244,045",華語
2026-08-19,綜藝新歌榜,46,是你没选我啊,欢子/黄霄雲,天赐的声音第七季 第3期,2026-06-26,2vpDf4zVuCI,"336,409",華語
2026-08-19,綜藝新歌榜,47,Talk like me (像我这样说),弹壳,说唱巅峰对决2026 第4期,2026-07-18,l-V4WOvSAfk,"392,686",華語
2026-08-19,綜藝新歌榜,48,失眠,杨丞琳/en (王翊恩),天赐的声音第七季 第4期,2026-07-03,yM3jz8xVEqo,"219,195",華語
2026-08-19,綜藝新歌榜,49,尕连手,赵骏,魔力歌先生 第9期,2026-05-08,BgY8FqEM5mQ,"19,798",華語
2026-08-19,綜藝新歌榜,50,别错过,杨宗纬/姚晓棠,天赐的声音第七季 第6期,2026-07-17,Tc23na0-Wlw,"181,419",華語
2026-08-19,綜藝新歌榜,51,春泥,金志文,国乐无双 第11期,2026-08-08,w1yfCaZzOCc,"39,126",華語
2026-08-19,綜藝新歌榜,52,如果你也这样过,尤长靖,歌手2026 第11期,2026-08-01,EEQR8pYtUkQ,"496,630",華語
2026-08-19,綜藝新歌榜,53,colt.45 (烈驹45号),弹壳,说唱巅峰对决2026 第1期,2026-06-27,2MFEhEgTmn0,"1,540,797",華語
2026-08-19,綜藝新歌榜,54,依兰爱情故事,岳云鹏/金志文/管乐,天赐的声音第七季 第3期,2026-06-26,mDVbPLkssXI,"91,520",華語
2026-08-19,綜藝新歌榜,55,半壶纱,郁可唯/金晨,天赐的声音第七季 第6期,2026-07-17,vYS19ebfuAE,"192,159",華語
2026-08-19,綜藝新歌榜,56,言不由衷,容祖儿,国乐无双 第10期,2026-08-01,yWTHUB49X1A,"1,864,667",華語
2026-08-19,綜藝新歌榜,57,同花顺,宋亚轩,国乐无双 第5期,2026-06-20,WruTIPGb84U,"144,254",華語
2026-08-19,綜藝新歌榜,58,Forever (永不凋零),弹壳/BrAnTB白景屹,说唱巅峰对决2026 第3期,2026-07-11,a0DZn9ST0JY,"230,353",華語
2026-08-19,綜藝新歌榜,59,无人之岛,罗云熙/姚晓棠,天赐的声音第七季 第5期,2026-07-10,Bv115M-BvQg,"5,219,263",華語
2026-08-19,綜藝新歌榜,60,歌曲：别来无恙,任素汐/毛不易,2026中央广播电视总台春节联欢晚会,2026-02-16,mrBFVtVS69k,"245,147",華語
2026-08-19,綜藝新歌榜,61,是非题,王赫野,音你而来3 第1期,2026-04-10,sc9LdPzku6Y,"1,667,717",華語
2026-08-19,綜藝新歌榜,62,迟迟,薛之谦,天赐的声音第七季 第1期,2026-06-12,v41tTfBMxvw,"727,086",華語
2026-08-19,綜藝新歌榜,63,亲爱的你，好久不见,黄子弘凡/黄霄雲/孙楠/谭松韵/王铮亮/杨丞琳/姚晓棠/曾舜晞,《天赐的声音第七季》综艺主题曲,2026-06-12,Z6SeWv1-etI,"21,676",華語
2026-08-19,綜藝新歌榜,64,Trouble Maker (麻烦你了),那奇沃夫/Yamy郭颖,说唱巅峰对决2026 第3期,2026-07-11,BcR8bAFlFb4,"341,808",華語
2026-08-19,綜藝新歌榜,65,一个人想着一个人,姚晓棠/王栎鑫,天赐的声音第七季 第2期,2026-06-19,7OSCbE5cs3M,"947,088",華語
2026-08-19,綜藝新歌榜,66,西厢寻他,黄霄雲/刘宇,天赐的声音第七季 第5期,2026-07-10,bEYpckbqqhs,"4,145,978",華語
2026-08-19,綜藝新歌榜,67,空中飞人,窦靖童,歌手2026 第12期,2026-08-08,SfwS7M3gWvo,"623,361",華語
2026-08-19,綜藝新歌榜,68,哪凉快哪去,刘凤瑶/张玮/曾一鸣/李琦/派克特/蒋一帆,天赐的声音第七季 第8期,2026-07-31,324tP6l2r4U,"5,616",華語
2026-08-19,綜藝新歌榜,69,我要找到你,刘惜君,国乐无双 第5期,2026-06-20,DtXgoZG_Q8E,"82,313",華語
2026-08-19,綜藝新歌榜,70,平日快乐 + Rasa Sayang,尤长靖/龚琳娜,歌手2026 第12期,2026-08-08,E4C10xM-4N8,"45,101",華語
2026-08-19,綜藝新歌榜,71,月光与吻痕,杨宗纬/欢子/喻言,天赐的声音第七季 第7期,2026-07-24,N5COHYSS51o,"62,857",華語
2026-08-19,綜藝新歌榜,72,敬昨天敬今天敬明天,李大奔BENZO/SHarK,说唱巅峰对决2026 第6期,2026-08-01,_ivYo5vxOAQ,"36,152",華語
2026-08-19,綜藝新歌榜,73,苹果香,乌兰图雅/白小白,天赐的声音第七季 第8期,2026-07-31,RlLsRgd9Hu8,"7,513",華語
2026-08-19,綜藝新歌榜,74,爱错,王铮亮/黄子弘凡,天赐的声音第七季 第6期,2026-07-17,7Oo9x9gGUNQ,"100,899",華語
2026-08-19,綜藝新歌榜,75,综艺说唱歌手,布瑞吉Bridge,说唱巅峰对决2026 第7期,2026-08-08,sixjwB8gi8I,"39,835",華語
2026-08-19,綜藝新歌榜,76,最好的伴,宝石Gem,最好的伴,2026-06-25,zmJGRcO0wKw,"5,629",華語
2026-08-19,綜藝新歌榜,77,手掌,盛宇D-SHINE/加木,说唱巅峰对决2026 第3期,2026-07-11,4W3xtg7jLVo,"70,559",華語
2026-08-19,綜藝新歌榜,78,第一次爱的人,姚晓棠/袁一琦,音你而来3 第8期,2026-05-29,EQBkiZKP-DA,"42,306",華語
2026-08-19,綜藝新歌榜,79,我好想你•一 一,王菀之,国乐无双 第4期,2026-06-13,ctWxU3u2JD8,"92,657",華語
2026-08-19,綜藝新歌榜,80,壁上观,张远,歌手2026 第5期,2026-06-20,Yaux7Dr7Nk0,"260,717",華語
2026-08-19,綜藝新歌榜,81,我爱的是爱我的你,杨宗纬/高睿,天赐的声音第七季 第5期,2026-07-10,KPnvtYmFe9c,"115,925",華語
2026-08-19,綜藝新歌榜,82,爱，我不要丢下我,锤娜丽莎,国乐无双 第11期,2026-08-08,sYS6Ceyb_z0,"5,436",華語
2026-08-19,綜藝新歌榜,83,外婆的澎湖湾 + 光阴的故事,齐豫,歌手2026 第12期,2026-08-08,-d3cgGrL8O4,"47,890",華語
2026-08-19,綜藝新歌榜,84,忘了你 忘了我,周蕙,国乐无双 第11期,2026-08-08,FwTNSbNkRLM,"70,376",華語
2026-08-19,綜藝新歌榜,85,电子布洛芬,AThree/那奇沃夫,说唱巅峰对决2026 第6期,2026-08-01,6C1hjh8zXTk,"41,950",華語
2026-08-19,綜藝新歌榜,86,言不由衷,黄子弘凡/Rapeter,天赐的声音第七季 第7期,2026-07-24,EEHVG_c4kgo,"85,233",華語
2026-08-19,綜藝新歌榜,87,寂寞寂寞不好,Ghost (王琳凯)/张新成,音你而来 - 特别解锁,2026-04-17,2N5Toskbpvo,"19,814",華語
2026-08-19,綜藝新歌榜,88,你看你看月亮的脸,张磊,魔力歌先生 第1期,2026-03-13,xgZRTzxcJHU,"42,969",華語
2026-08-19,綜藝新歌榜,89,唤醒我,万妮达Vinida Weng,歌手2026 第11期,2026-08-01,N_AgrXXy244,"804,089",華語
2026-08-19,綜藝新歌榜,90,忐白门,莫文蔚,国乐无双 第6期,2026-06-27,6vKU1g2Fgm0,"80,834",華語
2026-08-19,綜藝新歌榜,91,有我呢,陈楚生/姚晓棠,天赐的声音第七季 第3期,2026-06-26,nSz9i_Xq26Y,"276,252",華語
2026-08-19,綜藝新歌榜,92,Surprise (惊喜),早安,说唱巅峰对决2026 第2期,2026-07-04,U3i8jJNLuT0,"233,058",華語
2026-08-19,綜藝新歌榜,93,酒鬼的歌,李宇春,国乐无双 第10期,2026-08-01,wwdm5AHp0Nw,"2,053",華語
2026-08-19,綜藝新歌榜,94,Don't Break My Heart,窦靖童,歌手2026 第1期,2026-05-23,klCd4FKdTWc,"1,814,163",華語
2026-08-19,綜藝新歌榜,95,闭嘴跳舞,尤长靖,歌手2026 第12期,2026-08-08,xczI-mUuM90,"31,428",華語
2026-08-19,綜藝新歌榜,96,孤单北半球,王赫野/张星特,音你而来3 第3期,2026-04-24,ZkZGMN623zQ,"170,856",華語
2026-08-19,綜藝新歌榜,97,匿名的好友,杨丞琳/黄子弘凡,天赐的声音第七季 第2期,2026-06-19,s9hGDIpwfXw,"18,450,470",華語
2026-08-19,綜藝新歌榜,98,人生路漫漫,孙楠/白小白/加木,天赐的声音第七季 第1期,2026-06-12,Juof_QKfgn8,"28,406",華語
2026-08-19,綜藝新歌榜,99,第一次做人,张远,歌手2026 第10期,2026-07-25,nq6RG6-A-Xs,"984,925",華語
2026-08-19,綜藝新歌榜,100,是你没选我啊,张新成/吉娜·爱丽丝,音你而来3 第9期,2026-06-05,Fv8K_Opd-_o,"21,879",華語
