抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-17,新歌榜,1,After Everything,曾沛慈,After Everything,2026-09-15,001YjUip0FFzjk,華語,uub_qJXT3tI,"61,274"
2026-09-17,新歌榜,2,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"199,394"
2026-09-17,新歌榜,3,TWINROSE,刘竞屿/熊艺文,TWINROSE,2026-09-16,000OPr7v3UUaNh,華語,-,-
2026-09-17,新歌榜,4,森林狂想曲,黛青塔娜,森林狂想曲,2026-08-24,001Qijjt0i0Olj,華語,P8GXIbRl-Qw,212
2026-09-17,新歌榜,5,没有你是漫长雨季,梓渝,梓渝,2026-08-05,000eMXbM0hmJmi,華語,upblmi2XwGs,"20,776"
2026-09-17,新歌榜,6,雨终曲,宋雨琦 (YUQI),雨终曲,2026-09-15,001ES52Q3qN0u7,華語,HiOhToLC_W8,"17,578"
2026-09-17,新歌榜,7,大小姐,苏醒AllenSu,大小姐,2026-08-19,000JycZ82F8eI3,華語,qwBz6NDbK7Y,"1,643"
2026-09-17,新歌榜,8,失忆,李佳薇,失忆,2026-09-05,004DtEju33F124,華語,x-oZXNIlJu0,"29,338"
2026-09-17,新歌榜,9,同归人,鹭卓,一瓯春 电视剧原声带,2026-09-17,004dKajb486zGA,華語,Pbd6IMkwhco,"2,385"
2026-09-17,新歌榜,10,思念若是一首诗,万妮达Vinida Weng,思念若是一首诗,2026-09-08,000gRK0i44cAYG,華語,g7NjCbxYQUI,"42,390"
2026-09-17,新歌榜,11,I Love You But I Gotta Let You Go (NINGNING Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,0010bg4l1LWTmv,韓語,If1HVSSs4Ts,"796,448"
2026-09-17,新歌榜,12,笨蛋,汪苏泷/五月天 阿信,笨蛋,2026-09-09,002B0d2H4VRqQs,華語,j5Kk7dzUj6A,"7,039,331"
2026-09-17,新歌榜,13,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"253,613"
2026-09-17,新歌榜,14,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,001Mu0Lw3X3LnQ,華語,2TUe-RESXeE,"266,508"
2026-09-17,新歌榜,15,해줘 (就骗我一次),沈佳润Nina,WHY NOT ME?,2026-08-30,002z4ttk1mUUb4,華語,AYiFlZUbIG0,15
2026-09-17,新歌榜,16,时间漫步,梓渝,梓渝,2026-08-05,002GPTYm2w6qQD,華語,8iqJ7dGVW50,"11,378"
2026-09-17,新歌榜,17,说文解字,灯叔/方大树,说文解字,2026-08-29,000bCM2f3nhooK,華語,45OKCZb0Zlk,"25,346"
2026-09-17,新歌榜,18,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,003sbk7o3sytRU,西洋,46h0LvDHgIs,"20,316,614"
2026-09-17,新歌榜,19,信,张月,月章,2026-09-14,003mfwSS42lDZD,華語,IymtQbGwn18,"3,320"
2026-09-17,新歌榜,20,会好一点吗,孟美岐,会好一点吗,2026-09-16,000AIfSK0dmN3Z,華語,72mD57dIXFw,107
2026-09-17,新歌榜,21,我不难过,en (王翊恩),我不难过,2026-09-03,0038DoVG1Lg3kE,華語,WuS9D82hSV4,"135,670"
2026-09-17,新歌榜,22,再一次见面,周深,再一次见面,2026-09-06,0021HGmn1wHoOJ,華語,ezy0WMuqWwo,"112,968"
2026-09-17,新歌榜,23,落空 ​,羊羊,落空 ​,2026-09-03,0044rXbs2ZALDz,華語,-,-
2026-09-17,新歌榜,24,侧脸,黄霄雲,侧脸,2026-09-10,001JiBb24YOwZW,華語,2v1YURVY_rA,"232,582"
2026-09-17,新歌榜,25,黑蝴蝶,张胜希,黑蝴蝶 (《一斩苍穹》动画插曲),2026-09-15,002gvUTh3qhS4x,華語,R98lcm5fgmw,"3,096"
2026-09-17,新歌榜,26,做梦,黄泥,做梦,2026-09-10,004AAKrQ17Qxlg,其它,94uOih0_tFw,-
2026-09-17,新歌榜,27,冰箱没有鸡蛋,马嘉祺,心室,2026-09-07,003rucaJ1vkeYx,華語,XU-c7XSFJFw,"23,890"
2026-09-17,新歌榜,28,删了一百遍,A-Lin,删了一百遍,2026-09-01,000Q8gRW2WkkDS,華語,HzpDg83IElA,"296,658"
2026-09-17,新歌榜,29,16 Bit (KARINA Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,000OhJpT0qSFXW,韓語,MD36f_hPXHc,"680,518"
2026-09-17,新歌榜,30,琵琶曲,刘宇,琵琶曲,2026-09-11,001RRw591wNZHp,其它,Gvq8NL8NuDA,"18,944"
2026-09-17,新歌榜,31,你不该权衡利弊,李婷雪,你不该权衡利弊,2026-08-17,002wKJsi2UEDAr,華語,7IlEG5xPHrQ,"126,416"
2026-09-17,新歌榜,32,留不住的夏天,黄霄雲,留不住的夏天,2026-09-12,004cb8oC3he8o8,華語,1v8WZ-83ggY,"13,089"
2026-09-17,新歌榜,33,甲乙丙丁,李佳薇,甲乙丙丁 (粤语版),2026-09-03,000KrmLU1imE68,華語,YhiQDARUJ7Y,"8,627,831"
2026-09-17,新歌榜,34,大梦归,周深,大梦归,2026-09-11,000EPEhY2os1I0,華語,Xb8AQoiofOY,"70,766"
2026-09-17,新歌榜,35,一瓯春,周深,一瓯春 电视剧原声带,2026-09-17,004PnFjE3xo6o1,華語,6fO3NvgKhFw,"30,531"
2026-09-17,新歌榜,36,互删 (我走以后),江辰,互删 (我走以后),2026-08-29,000c6NsT1go9hy,華語,dq-FAOsQKGg,"24,171"
2026-09-17,新歌榜,37,慢品人间烟火气,涂一乐,慢品人间烟火气（落日微醺版）,2026-08-28,001vKOMY0YCxQ1,華語,-756XAeKtik,"4,911"
2026-09-17,新歌榜,38,Saddle Up (WINTER Solo),aespa,SYNK : COMPLaeXITY - 2026 Special Digital Single,2026-09-14,001o8tFg35JbFV,韓語,qCOvn2GVn6g,"556,992"
2026-09-17,新歌榜,39,昨天，今天,莫文蔚,昨天，今天,2026-08-25,003G4D6x1e8J8k,華語,Z92SE7ZSTRg,"39,395"
