抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-17,影視金曲榜,1,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"6,635",華語
2026-08-17,影視金曲榜,2,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"129,725",華語
2026-08-17,影視金曲榜,3,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"35,254",華語
2026-08-17,影視金曲榜,4,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"8,480",華語
2026-08-17,影視金曲榜,5,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"54,904",華語
2026-08-17,影視金曲榜,6,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"2,066",華語
2026-08-17,影視金曲榜,7,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"94,232",華語
2026-08-17,影視金曲榜,8,无归,李佳薇,无归,2026-08-06,CgJx9C-9xGs,"4,228",華語
2026-08-17,影視金曲榜,9,听无声处,周深,九门 影视原声带,2026-08-10,4Csp1xRwxA8,"79,077",華語
2026-08-17,影視金曲榜,10,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,prjFbOzBVWU,"34,336",華語
2026-08-17,影視金曲榜,11,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"258,522",華語
2026-08-17,影視金曲榜,12,浮生若梦,周深,云秀行 影视原声带,2026-06-23,IJ8kHZZD8O0,"187,012",華語
2026-08-17,影視金曲榜,13,云中鸟,小阿七,云中鸟,2026-08-07,xBOmrRTzi9M,"6,407",華語
2026-08-17,影視金曲榜,14,落下的光,袁娅维TIA RAY,落下的光,2026-08-04,tqgSk5PMXwA,"1,171",華語
2026-08-17,影視金曲榜,15,缠,那英,这一秒过火 影视原声带,2026-07-18,_AitteIOuMc,"92,034",華語
2026-08-17,影視金曲榜,16,黑童话,黄龄,人鱼 影视原声专辑,2026-08-04,a24jmkT9vnE,"8,983",華語
2026-08-17,影視金曲榜,17,"I Knew It, I Knew You",Taylor Swift,"I Knew It, I Knew You",2026-06-05,hDU4GB1PTxc,"22,504,719",西洋
2026-08-17,影視金曲榜,18,炙光,张碧晨/侯明昊,雀骨 影视原声带,2026-07-15,83RQld52drA,"193,614",華語
2026-08-17,影視金曲榜,19,我在意的,单依纯,爱情有烟火 影视原声带,2026-07-03,GKHSYBHak4U,"46,268",華語
2026-08-17,影視金曲榜,20,满纸,阿鲲,春山境 电视剧原声专辑,2026-06-14,dqqehb_gEz0,"145,228",華語
2026-08-17,影視金曲榜,21,END+ing,MINNIE,오싹한 연애 OST Part 6,2026-08-09,Z411zFDb2Dk,"127,962",韓語
2026-08-17,影視金曲榜,22,放晴,胡夏,人鱼 影视原声专辑,2026-08-04,810vYNE8okU,344,華語
2026-08-17,影視金曲榜,23,人间,刘宇宁,南部档案 影视原声带,2026-06-11,awyc5u7s_hg,"130,235",華語
2026-08-17,影視金曲榜,24,破阵子,李常超（Lao乾妈）,九门 影视原声带,2026-08-10,iJBIcUo22q4,"5,319",華語
2026-08-17,影視金曲榜,25,怜心,黄霄雲,雀骨 影视原声带,2026-07-15,YlnxaMhFSR0,"104,441",華語
2026-08-17,影視金曲榜,26,去你的岛,金玟岐,去你的岛,2026-08-09,6xgkCXq7os8,981,華語
2026-08-17,影視金曲榜,27,烟波,小时姑娘,大唐迷雾 影视原声带,2026-05-24,b9qqFutiJ48,"1,552",華語
2026-08-17,影視金曲榜,28,游游,房东的猫,天才，女友 影视原声带,2026-08-04,viama9Sdh78,"8,839",華語
2026-08-17,影視金曲榜,29,千香,周深,千香 影视剧原声音乐专辑,2026-07-15,o9ulZsWpFwE,"195,266",華語
2026-08-17,影視金曲榜,30,兵自风中来,欧豪,兵自风中来 影视原声大碟,2026-07-24,8_mMG39oXs0,"9,038",華語
2026-08-17,影視金曲榜,31,同归,曾舜晞,九门 影视原声带,2026-08-10,aQeZ2kpI7J8,"7,281",華語
