抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-24,新歌榜,1,梨花雨,黄龄/旷骏祥,梨花雨,2026-08-21,華語,w9hB7Qc1Ets,"1,801"
2026-08-24,新歌榜,2,NO Gravity,鹭卓,NO Gravity,2026-08-22,西洋,wHDn-iZ18Fw,67
2026-08-24,新歌榜,3,SPARK TO FIRE 星火成焰,TOP登陆少年组合,SPARK TO FIRE 星火成焰,2026-08-21,華語,Z6v3Qbn2luk,"1,568"
2026-08-24,新歌榜,4,路过晴朗,汪苏泷,路过晴朗,2026-08-21,華語,2TUe-RESXeE,"6,397"
2026-08-24,新歌榜,5,如果还会遇见,何遇Hayu/Crybird,如果还会遇见,2026-07-31,華語,WfI5vDFWFlc,-
2026-08-24,新歌榜,6,RUN IT,梓渝,梓渝,2026-08-05,華語,ovZ4T3Hv7RQ,"58,683"
2026-08-24,新歌榜,7,MONEYMONEYMONEY,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,OhdvNHmJDsw,"1,446,339"
2026-08-24,新歌榜,8,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,西洋,UsbRoaH6y-Q,"7,255,309"
2026-08-24,新歌榜,9,PACK IT UP,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,Eg4-vCHc7eQ,"416,176"
2026-08-24,新歌榜,10,不退！,马嘉祺,不退！,2026-08-21,華語,0DcbbJEuLr4,"14,319"
2026-08-24,新歌榜,11,山风山风等等我,佳佳,山风山风等等我,2026-08-12,華語,iT588U-GsI0,11
2026-08-24,新歌榜,12,等下完这场雨,杨友友/田园,等下完这场雨 (合唱版),2026-08-10,華語,-iv04Ej2qac,65
2026-08-24,新歌榜,13,贰拾肆,梓渝,梓渝,2026-08-05,華語,zeGLBhDbwt0,"61,341"
2026-08-24,新歌榜,14,云中鸟,小阿七,花开锦绣 影视原声带,2026-08-20,華語,xBOmrRTzi9M,"16,444"
2026-08-24,新歌榜,15,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,華語,QPcvwly2pVY,"23,767"
2026-08-24,新歌榜,16,只是太爱你（原谅我真的喝醉了）,橘子妹,只是太爱你,2026-08-18,華語,oo3HIuIaLrw,"36,229"
2026-08-24,新歌榜,17,LAVA,单依纯,LAVA,2026-08-22,西洋,PZzQdV0j_F4,"2,264"
2026-08-24,新歌榜,18,盛夏,王抱朴,盛夏,2026-08-14,華語,-,-
2026-08-24,新歌榜,19,旧记忆,黄子韬/刘宇宁,旧记忆,2026-08-20,華語,VvDUInqyDuQ,"16,392"
2026-08-24,新歌榜,20,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,西洋,h7ITAdTxdxM,"3,925,439"
2026-08-24,新歌榜,21,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,華語,uEdEBhcf4Gs,"46,059"
2026-08-24,新歌榜,22,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,韓語,hGqYdubpcCM,"24,899,412"
2026-08-24,新歌榜,23,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,西洋,k7SDstVAD78,"1,835,876"
2026-08-24,新歌榜,24,擦干眼泪爱你,杨友友/烟嗓船长,擦干眼泪爱你 (合唱版),2026-08-10,華語,NiOVOr1m46Q,138
2026-08-24,新歌榜,25,BiiiG,BIGBANG,BiiiG,2026-08-19,韓語,L8ZnXgbyUuc,"10,000,975"
2026-08-24,新歌榜,26,无情的情书,半吨兄弟,无情的情书,2026-08-15,華語,Y8avy-ucFyw,3
2026-08-24,新歌榜,27,落,刘宇,落 (公子版),2026-08-19,華語,suLx2it-Cl0,"489,019"
2026-08-24,新歌榜,28,故香,张艺兴,故香,2026-08-22,華語,EDpcOGXmZ_A,"4,132"
2026-08-24,新歌榜,29,Animal,KATSEYE,Animal,2026-07-27,西洋,m7k9UMcHbr0,"65,522,095"
2026-08-24,新歌榜,30,等,小阿七,等,2026-08-19,華語,Vat4iaFv1os,"5,350"
2026-08-24,新歌榜,31,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,華語,AH2ibOsKgzs,"90,624"
2026-08-24,新歌榜,32,Cold Blooded,严浩翔,「加冠礼」演唱会-收官场 上海站8月5&6日 LIVE音频,2026-08-23,華語,QY63IZwEEKY,"4,746,828"
2026-08-24,新歌榜,33,水为媒,礼越,水为媒,2026-07-24,華語,6fiETnMALLk,"7,427"
2026-08-24,新歌榜,34,如果累了就回故乡,酷酷里/面妹孔佳奇,如果累了就回故乡,2026-08-13,華語,TlIciP4_aMA,114
2026-08-24,新歌榜,35,晚风告白,黄星/邱鼎杰,晚风知我意,2026-08-19,華語,UN9JDxv2rmU,"3,135"
2026-08-24,新歌榜,36,Crossfire,张艺兴,Crossfire,2026-08-14,西洋,3ZbdF6mRmHY,"1,370"
2026-08-24,新歌榜,37,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,華語,kUZZIBciO6A,"11,845,596"
2026-08-24,新歌榜,38,杀破狼,萧泽,杀破狼,2026-08-13,華語,Dgq9BadXDhw,"25,834"
2026-08-24,新歌榜,39,想你了,TF_ING邓佳鑫,想你了,2026-08-19,華語,-,-
2026-08-24,新歌榜,40,不问,黄霄雲,不问,2026-08-23,華語,TclXQLrYHEQ,719
2026-08-24,新歌榜,41,游向陆地的鱼,梓渝,梓渝,2026-08-05,華語,R-FdIwzlC_s,"55,259"
2026-08-24,新歌榜,42,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,華語,hgY4ftt3gvk,"52,198"
2026-08-24,新歌榜,43,我不该动情,吕口口,我不该动情,2026-08-12,華語,B4hRfZy2ZVg,25
2026-08-24,新歌榜,44,爱久见人心,赵乃吉,爱久见人心,2026-08-02,華語,1TJ4DXlfcTc,"18,253"
2026-08-24,新歌榜,45,这城市那么空这回忆那么凶,安北辰,这城市那么空这回忆那么凶,2026-08-03,華語,-,-
2026-08-24,新歌榜,46,Setsuna Hanabi,TOMORROW X TOGETHER,Setsuna Hanabi,2026-08-16,日語,Z5pGz8fkaDQ,"1,037,022"
2026-08-24,新歌榜,47,神女令,Accco小爱,神女令,2026-08-20,華語,ACAQgjcUB9M,"2,667"
2026-08-24,新歌榜,48,我会好好的,烟嗓船长,我会好好的(深情男版),2026-08-15,華語,-,-
2026-08-24,新歌榜,49,4AM,王子浩LEV,4AM,2026-08-19,西洋,iANghGKPteA,"2,350"
2026-08-24,新歌榜,50,静音恋人 (两颗缠绕的心),邹沛沛,静音恋人,2026-08-12,華語,-Hl1gke4U48,"1,653"
2026-08-24,新歌榜,51,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,華語,1x0vBteO4jc,"43,351"
2026-08-24,新歌榜,52,神山GUOFENG,FOX胡天渝,Oriental Esthetics神降,2026-08-03,華語,tzU-MvVXpoA,139
2026-08-24,新歌榜,53,你想我吗,柯宇（孙泽耀）,你想我吗,2026-08-03,華語,-,-
2026-08-24,新歌榜,54,莫忙,乡野低频,莫忙,2026-08-13,華語,xgQMemPpnmI,565
2026-08-24,新歌榜,55,ICONIC HEART,Hearts2Hearts,ICONIC HEART,2026-08-09,西洋,chl0R8C4NJ8,"5,447,427"
2026-08-24,新歌榜,56,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,華語,1265qQnOhfo,"21,143"
2026-08-24,新歌榜,57,当爱在靠近,张茜（张惜淇）,当爱在靠近,2026-08-15,華語,-,-
2026-08-24,新歌榜,58,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,華語,YPy4E04LErU,"11,876"
2026-08-24,新歌榜,59,你不该权衡利弊,李婷雪,你不该权衡利弊,2026-08-17,華語,7IlEG5xPHrQ,"4,821"
2026-08-24,新歌榜,60,人一個,陈小春,人一個,2026-08-16,華語,uWFsAAVCnuA,"30,001"
2026-08-24,新歌榜,61,山风山风等等我,吕口口,山风山风等等我,2026-08-06,華語,NCKRAlzlH7M,32
2026-08-24,新歌榜,62,这最后一次的分离（发了疯的想你）,橘子妹,梦里梦外都是你,2026-08-12,華語,-,-
2026-08-24,新歌榜,63,清风微微,曾舜晞,清风微微,2026-07-24,華語,HCv4EH5plpA,"34,618"
2026-08-24,新歌榜,64,如约,周深,如约,2026-07-26,華語,CU60L5ck_Vo,"212,361"
2026-08-24,新歌榜,65,孤独的葡萄酒,卢润泽,孤独的葡萄酒,2026-08-11,華語,-,-
2026-08-24,新歌榜,66,其实雨也没多大,弹棉花的小花,其实雨也没多大,2026-07-28,華語,aBdb7ifAAuo,437
2026-08-24,新歌榜,67,桥边姑娘,轻烟大叔,桥边姑娘,2026-07-28,華語,-,-
2026-08-24,新歌榜,68,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,華語,p-LnAnYPo4I,"22,787"
2026-08-24,新歌榜,69,大约在冬季,赵乃吉,大约在冬季,2026-08-20,華語,OcE3Vqu90HM,562
2026-08-24,新歌榜,70,秋叶飞过的天,卢润泽,秋叶飞过的天,2026-08-13,華語,vUql6Q6xWBs,123
2026-08-24,新歌榜,71,失忆,正在进行石女士,失忆（温柔版）,2026-08-04,華語,yJyDLVR2XrE,"1,060"
2026-08-24,新歌榜,72,一杯酒敬往事不回头,南风,一杯酒敬往事不回头,2026-08-14,華語,-,-
2026-08-24,新歌榜,73,一直在身边,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,華語,0RAqPS4JQyQ,"5,670"
2026-08-24,新歌榜,74,一生能有多少个秋天,刘书云,一生能有多少个秋天,2026-08-07,華語,xm6LpbzFJEs,456
2026-08-24,新歌榜,75,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,華語,H7SSEIodiE4,"28,673"
2026-08-24,新歌榜,76,Slowed,拖鞋pd/404Hz/叫姐/Pao7oO,我要把所有关于我们的记忆删个遍(破碎氛围版),2026-08-03,華語,-,-
2026-08-24,新歌榜,77,Every Time We Touth,Waifu Shop/Pao7oO/Ameriie,Lost Control (高燃进行曲),2026-08-06,西洋,-,-
2026-08-24,新歌榜,78,摇曳！摇曳！,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,華語,C5aQMjIwjAQ,"5,011"
2026-08-24,新歌榜,79,谎言,卓沅,谎言,2026-08-19,華語,gCCLu84CwMw,828
2026-08-24,新歌榜,80,感我此言良久立,TF/404Hz/暗号Mobye,相爱过如果是爱的够久,2026-07-31,華語,-,-
2026-08-24,新歌榜,81,为你我受冷风吹,羊羊,为你我受冷风吹,2026-08-05,華語,-,-
2026-08-24,新歌榜,82,过去而已,半吨兄弟,过去而已,2026-08-18,華語,vQzJvPDp3NY,"2,780"
2026-08-24,新歌榜,83,无名氏,张真源,无名氏,2026-08-04,華語,6lRRgMEqb2g,"51,265"
2026-08-24,新歌榜,84,一个人挺好,烟嗓船长,一个人挺好,2026-08-14,華語,XiW-7__LnTE,32
2026-08-24,新歌榜,85,绿皮火车,郑钧,绿皮火车,2026-08-12,華語,6gJ9s1TswcY,54
2026-08-24,新歌榜,86,No More Tomorrow,严浩翔,Scary Movie Ⅱ: Same Face,2026-08-24,西洋,Ls6y4JbkNa0,"10,395"
2026-08-24,新歌榜,87,至少相拥没错,MC 张天赋,至少相拥没错,2026-08-19,華語,NhB88CcMGcM,"54,938"
2026-08-24,新歌榜,88,废墟里开出花,袁小葳/蒜皮,废墟里开出花,2026-08-07,華語,-,-
2026-08-24,新歌榜,89,吹吹山顶的风,杨小壮,吹吹山顶的风,2026-08-05,華語,relM8XBrdpM,"3,651"
2026-08-24,新歌榜,90,同进退2026,倪浩毅,同进退2026,2026-07-30,華語,SFQ8gZZ2Zjo,221
2026-08-24,新歌榜,91,天之外,薛凯琪,Every Piece of Me,2026-08-11,華語,w1pzJ7jJREg,"1,472"
2026-08-24,新歌榜,92,踏马寻花向自由,轻烟大叔,踏马寻花向自由,2026-08-04,華語,-,-
2026-08-24,新歌榜,93,一吻 (Poison Kiss),曾舜晞,一吻 (Poison Kiss),2026-08-15,華語,p-0J0-skPXI,"4,669"
2026-08-24,新歌榜,94,爱你太多,刘一手,爱你太多,2026-07-29,華語,3XnCatRiT4o,775
2026-08-24,新歌榜,95,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,華語,hMRKkipmWT0,"91,555"
2026-08-24,新歌榜,96,想你的话我再没有说,戎大姨,想你的话我再没有说,2026-07-28,華語,I2d738HRBr4,"4,392"
2026-08-24,新歌榜,97,灯灭故人归,加木措,灯灭故人归,2026-08-03,華語,gax5rhLf3hE,541
2026-08-24,新歌榜,98,SWEET SOUR,KiiiKiii,WhyKiiiKiii,2026-08-10,西洋,NBIu5QpD3X8,"338,833"
2026-08-24,新歌榜,99,洞房,张云雷,洞房,2026-08-19,華語,W5fjQCOvuR0,"6,609"
2026-08-24,新歌榜,100,Love Me Anymore -氛围节奏,拖鞋pd/Andree Son/LongTran Final,Let‘s Go  -动感节奏,2026-08-03,西洋,-,-
