抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-10,新歌榜,1,游向陆地的鱼,梓渝,梓渝,2026-08-05,-,0
2026-08-10,新歌榜,2,STRANGE,刘雨昕,STRANGE,2026-08-05,-,0
2026-08-10,新歌榜,3,清风微微,曾舜晞,清风微微,2026-07-24,-,0
2026-08-10,新歌榜,4,No More Tomorrow,严浩翔,No More Tomorrow,2026-08-03,-,0
2026-08-10,新歌榜,5,痕迹,何浩楠,痕迹,2026-08-08,-,0
2026-08-10,新歌榜,6,最完美的存在,刘芯妤Roselyn,最完美的存在,2026-08-07,-,0
2026-08-10,新歌榜,7,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,-,0
2026-08-10,新歌榜,8,月像,刘宇,月像·开始奏乐开始舞,2026-08-09,-,0
2026-08-10,新歌榜,9,过海,王赫野/黄龄,过海,2026-07-16,-,0
2026-08-10,新歌榜,10,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,-,0
2026-08-10,新歌榜,11,周旋,王以太/艾热AIR,太热爱,2026-07-12,-,0
2026-08-10,新歌榜,12,山风山风等等我,万海东,山风山风等等我,2026-07-20,-,0
2026-08-10,新歌榜,13,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,-,0
2026-08-10,新歌榜,14,无名氏,张真源,无名氏,2026-08-04,-,0
2026-08-10,新歌榜,15,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,-,0
2026-08-10,新歌榜,16,KISS N TELL,aespa,KISS N TELL,2026-07-23,-,0
2026-08-10,新歌榜,17,金乌 Golden Bird,刘宇/Alan Walker/孙名川Chuanzi Suona,金乌 Golden Bird,2026-08-06,-,0
2026-08-10,新歌榜,18,媚人,薛之谦,媚人,2026-07-17,-,0
2026-08-10,新歌榜,19,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,-,0
2026-08-10,新歌榜,20,DON'T STOP,刘耀文,DON'T STOP,2026-08-05,-,0
2026-08-10,新歌榜,21,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,-,0
2026-08-10,新歌榜,22,镜中人:Mirror to me,Capper/周震南,子弹与花期Bullet&Bloom,2026-06-21,-,0
2026-08-10,新歌榜,23,你爱我像谁,橘子妹,你爱我像谁,2026-08-06,-,0
2026-08-10,新歌榜,24,多疑的恋人,王赫野,珍宝 Starlight,2026-06-21,-,0
2026-08-10,新歌榜,25,爱久见人心,赵乃吉,爱久见人心,2026-08-02,-,0
2026-08-10,新歌榜,26,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,-,0
