抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-12,綜藝新歌榜,1,锈,黄霄雲/TF_ING张子墨,天赐的声音第七季 第8期,2026-07-31,PCbm4Vt6Dh4,"172,150",華語
2026-08-12,綜藝新歌榜,2,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,zlAjS20q9pE,"1,031,139",華語
2026-08-12,綜藝新歌榜,3,The Gentlemen (绅士们),弹壳/Vinz-T,说唱巅峰对决2026 第6期,2026-08-01,fUxHPVv5dmw,"276,806",華語
2026-08-12,綜藝新歌榜,4,一点一滴,张信哲/黄子弘凡,天赐的声音第七季 第8期,2026-07-31,4DGi4BD5ccc,"39,750",華語
2026-08-12,綜藝新歌榜,5,别怕我伤心,张远,歌手2026 第11期,2026-08-01,CenC5jcnvjs,"444,470",華語
2026-08-12,綜藝新歌榜,6,野心家,杨丞琳/黄霄雲,天赐的声音第七季 第7期,2026-07-24,iJHmw94xtT4,"256,572",華語
2026-08-12,綜藝新歌榜,7,誓言,窦靖童,歌手2026 第11期,2026-08-01,f1g4SEI6akc,"406,120",華語
2026-08-12,綜藝新歌榜,8,二十二,宋亚轩,国乐无双 第10期,2026-08-01,ZTR3tg6GirY,"55,356",華語
2026-08-12,綜藝新歌榜,9,第三人称,杨丞琳/王栎鑫,天赐的声音第七季 第8期,2026-07-31,RJaoLKOzn0o,"42,595",華語
2026-08-12,綜藝新歌榜,10,trust me,姚晓棠/Top Barry,天赐的声音第七季 第8期,2026-07-31,aE9h04yMqBw,"135,295",華語
2026-08-12,綜藝新歌榜,11,开始懂了,陈小春,国乐无双 第10期,2026-08-01,p20EtodL7Ug,"185,450",華語
2026-08-12,綜藝新歌榜,12,如果你也这样过,尤长靖,歌手2026 第11期,2026-08-01,EEQR8pYtUkQ,"493,702",華語
2026-08-12,綜藝新歌榜,13,野草,金志文,国乐无双 第10期,2026-08-01,Fa2ZJ7u4Zrk,"12,152",華語
2026-08-12,綜藝新歌榜,14,小半,王铮亮/谭松韵,天赐的声音第七季 第2期,2026-06-19,AJSvQ8HOzGY,"973,063",華語
2026-08-12,綜藝新歌榜,15,迷人的危险,Ghost (王琳凯)/姚晓棠,音你而来3 第9期,2026-06-05,K5t-1v-IZ9k,"608,696",華語
2026-08-12,綜藝新歌榜,16,我不难过,刘雨昕/欧阳娜娜,天赐的声音第七季 第6期,2026-07-17,y_sILJY8wus,"316,524",華語
2026-08-12,綜藝新歌榜,17,借过一下,陈小春,国乐无双 第3期,2026-06-06,RTXUDa2f48w,"2,060,375",華語
2026-08-12,綜藝新歌榜,18,月光与吻痕,杨宗纬/欢子/喻言,天赐的声音第七季 第7期,2026-07-24,N5COHYSS51o,"53,780",華語
2026-08-12,綜藝新歌榜,19,问爱,Yamy郭颖,说唱巅峰对决2026 第4期,2026-07-18,CtnLzdsGINw,"77,006",華語
2026-08-12,綜藝新歌榜,20,街角的晚风,曾舜晞/姚晓棠,天赐的声音第七季 第1期,2026-06-12,bLvvnIB9MCY,"855,937",華語
2026-08-12,綜藝新歌榜,21,苹果香,乌兰图雅/白小白,天赐的声音第七季 第8期,2026-07-31,RlLsRgd9Hu8,"5,649",華語
2026-08-12,綜藝新歌榜,22,歌曲：立春,周慧敏/刘敏涛/梁咏琪/秦海璐/薛凯琪/张钧甯/姜妍/热依扎/刘惜君/希林娜依高,2026中央广播电视总台春节联欢晚会,2026-02-16,vQaa1t2ZbNE,"487,564",華語
2026-08-12,綜藝新歌榜,23,了了,翁杰_Winjay/加木,说唱巅峰对决2026 第6期,2026-08-01,vxqsvgq2ySQ,"132,131",華語
2026-08-12,綜藝新歌榜,24,别错过,杨宗纬/姚晓棠,天赐的声音第七季 第6期,2026-07-17,Tc23na0-Wlw,"161,451",華語
2026-08-12,綜藝新歌榜,25,春,王铮亮/黄龄/陈文非,天赐的声音第七季 第7期,2026-07-24,DRYPvbRFmXk,"12,563",華語
2026-08-12,綜藝新歌榜,26,Talk like me (像我这样说),弹壳,说唱巅峰对决2026 第4期,2026-07-18,0LeOlx0u_vE,"61,772",華語
2026-08-12,綜藝新歌榜,27,酒鬼的歌,李宇春,国乐无双 第10期,2026-08-01,wwdm5AHp0Nw,"1,763",華語
2026-08-12,綜藝新歌榜,28,言不由衷,黄子弘凡/Rapeter,天赐的声音第七季 第7期,2026-07-24,EEHVG_c4kgo,"77,230",華語
2026-08-12,綜藝新歌榜,29,讨厌,杨丞琳/欧阳娜娜,天赐的声音第七季 第5期,2026-07-10,gw5ED3eAv5k,"146,745",華語
2026-08-12,綜藝新歌榜,30,巴拉莱卡 (The Rod),张靓颖/陈楚生,天赐的声音第七季 第1期,2026-06-12,Z3p21uGH_jU,"30,786",華語
2026-08-12,綜藝新歌榜,31,歌曲：人间共鸣,李健,2026中央广播电视总台春节联欢晚会,2026-02-16,OvkRPDUVuSk,"379,971",華語
2026-08-12,綜藝新歌榜,32,他真的对你好吗,付豪,魔力歌先生 第1期,2026-03-13,AHJwzZUHwqc,"2,875,455",華語
2026-08-12,綜藝新歌榜,33,唤醒我,万妮达Vinida Weng,歌手2026 第11期,2026-08-01,N_AgrXXy244,"803,658",華語
2026-08-12,綜藝新歌榜,34,锁,张靓颖/曾舜晞,天赐的声音第七季 第2期,2026-06-19,jTPeg10b3KI,"215,480",華語
2026-08-12,綜藝新歌榜,35,言不由衷,容祖儿,国乐无双 第10期,2026-08-01,yWTHUB49X1A,"1,852,864",華語
2026-08-12,綜藝新歌榜,36,第一次做人,张远,歌手2026 第10期,2026-07-25,7DPSsBrkeQw,"287,955",華語
2026-08-12,綜藝新歌榜,37,歌曲：快乐小马,王安宇/黄子弘凡/范丞丞/胡先煦,2026中央广播电视总台春节联欢晚会,2026-02-16,YZ1SbZoiAko,"169,668",華語
2026-08-12,綜藝新歌榜,38,是你没选我啊,欢子/黄霄雲,天赐的声音第七季 第3期,2026-06-26,2vpDf4zVuCI,"322,017",華語
2026-08-12,綜藝新歌榜,39,歌曲：别来无恙,任素汐/毛不易,2026中央广播电视总台春节联欢晚会,2026-02-16,mrBFVtVS69k,"240,633",華語
2026-08-12,綜藝新歌榜,40,哪凉快哪去,刘凤瑶/张玮/曾一鸣/李琦/派克特/蒋一帆,天赐的声音第七季 第8期,2026-07-31,324tP6l2r4U,"4,233",華語
2026-08-12,綜藝新歌榜,41,小人物,辉子,说唱巅峰对决2026 第5期,2026-07-25,RzpdmPIhcdc,"62,957",華語
2026-08-12,綜藝新歌榜,42,爱的主打歌,刘宇,国乐无双 第9期,2026-07-25,GRwfm2WL83M,"103,279",華語
2026-08-12,綜藝新歌榜,43,失眠,杨丞琳/en (王翊恩),天赐的声音第七季 第4期,2026-07-03,yM3jz8xVEqo,"203,478",華語
2026-08-12,綜藝新歌榜,44,半壶纱,郁可唯/金晨,天赐的声音第七季 第6期,2026-07-17,vYS19ebfuAE,"170,967",華語
2026-08-12,綜藝新歌榜,45,敬昨天敬今天敬明天,李大奔BENZO/SHarK,说唱巅峰对决2026 第6期,2026-08-01,_ivYo5vxOAQ,"31,520",華語
2026-08-12,綜藝新歌榜,46,colt.45 (烈驹45号),弹壳,说唱巅峰对决2026 第1期,2026-06-27,NTdFAeGTmV0,"640,658",華語
2026-08-12,綜藝新歌榜,47,依兰爱情故事,岳云鹏/金志文/管乐,天赐的声音第七季 第3期,2026-06-26,mDVbPLkssXI,"82,642",華語
