抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-12,新歌榜,23,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,121,962"
2026-08-12,新歌榜,24,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,04EJCS9F8cA,717
2026-08-12,新歌榜,25,痕迹,何浩楠,痕迹,2026-08-08,bTn_p14as-U,41
2026-08-12,新歌榜,26,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"36,579"
2026-08-12,新歌榜,27,Candy Pink Magic Hole Flip Phone (나 어떡해),KiiiKiii,WhyKiiiKiii,2026-08-10,R9miRFaYbWo,"1,471,444"
2026-08-12,新歌榜,28,无名氏,张真源,无名氏,2026-08-04,6lRRgMEqb2g,"38,225"
2026-08-12,新歌榜,29,Hey Hi,KiiiKiii,WhyKiiiKiii,2026-08-10,TUU00zw6cgM,"275,318"
2026-08-12,新歌榜,30,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,772,326"
2026-08-12,新歌榜,31,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,hMRKkipmWT0,"67,770"
2026-08-12,新歌榜,32,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"323,102"
2026-08-12,新歌榜,33,Blue Hour,KiiiKiii,WhyKiiiKiii,2026-08-10,t5EsOq3E6bI,"93,159"
2026-08-12,新歌榜,34,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落（听着蛐蛐唱着歌）,2026-07-21,sPVDVmHzs6w,436
2026-08-12,新歌榜,35,别在伤口撒盐,赵家豪,别在伤口撒盐 (男声版),2026-07-13,au4L9mvaPvA,"27,614"
2026-08-12,新歌榜,36,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-
2026-08-12,新歌榜,37,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-12,新歌榜,38,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,392,937"
2026-08-12,新歌榜,39,倘若你爱一人,王唯旖,倘若你爱一人,2026-07-14,lwnHvx5HsYo,"16,483"
2026-08-12,新歌榜,40,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"21,953"
2026-08-12,新歌榜,41,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"46,013,753"
2026-08-12,新歌榜,42,DON'T STOP,刘耀文,DON'T STOP,2026-08-05,BVRouFkXMY4,"1,093"
2026-08-12,新歌榜,43,夏天如约而来 (Summer Sparkle),银河快递 (Galaxy Express),夏天如约而来 (Summer Sparkle) (《全职高手》黄少天官方生贺主题曲),2026-08-10,G0fkTpaWv28,86
2026-08-12,新歌榜,44,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"21,461,932"
2026-08-12,新歌榜,45,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,1265qQnOhfo,"14,015"
2026-08-12,新歌榜,46,我只要我开心,时代少年团,我只要我开心,2026-07-13,ISN_veOMtpM,"45,967"
2026-08-12,新歌榜,47,爱旧爱（怪我曾爱你爱的太深）,恩几,爱旧爱（怪我曾爱你爱的太深）,2026-07-23,BFuzb7RaT_M,539
2026-08-12,新歌榜,48,ICONIC HEART,Hearts2Hearts,ICONIC HEART,2026-08-09,chl0R8C4NJ8,"2,096,597"
2026-08-12,新歌榜,49,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"7,629"
2026-08-12,新歌榜,50,月像,刘宇,月像·开始奏乐开始舞,2026-08-09,U3vtRkUX6OY,"2,970"
2026-08-12,新歌榜,51,金乌 Golden Bird,刘宇/Alan Walker/孙名川Chuanzi Suona,金乌 Golden Bird,2026-08-06,pjw0EksP5oc,"2,331"
2026-08-12,新歌榜,52,踏马寻花向自由(就别管那么多),徐剑秋,踏马寻花向自由(就别管那么多),2026-07-27,-,-
2026-08-12,新歌榜,53,中国人会飞,Chalky Wong/揽佬SKAI ISYOURGOD,BALDNESS,2026-08-07,wlF0Rhj5ntY,"4,350"
2026-08-12,新歌榜,54,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,330"
2026-08-12,新歌榜,55,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"21,292"
2026-08-12,新歌榜,56,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,312
2026-08-12,新歌榜,57,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,IWB0xk9lR88,"9,684,992"
2026-08-12,新歌榜,58,oh yeah?,Steve Lacy,Oh yeah? (Explicit),2026-07-17,2zPGWGqdfJ8,"2,113,116"
2026-08-12,新歌榜,59,水为媒,礼越,水为媒,2026-07-24,6fiETnMALLk,"1,448"
2026-08-12,新歌榜,60,我在等一个人,郑鱼,我在等一个人,2026-07-13,-,-
2026-08-12,新歌榜,61,Lucky Light（幸运之光）,赵希予,Lucky Light（幸运之光）,2026-07-16,-,-
2026-08-12,新歌榜,62,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"46,029"
2026-08-12,新歌榜,63,最完美的存在,刘芯妤Roselyn,最完美的存在,2026-08-07,-4a45QUT-J0,"66,264"
2026-08-12,新歌榜,64,点歌的人2026,海来阿木,点歌的人2026,2026-08-04,-,-
2026-08-12,新歌榜,65,愿我,加木措,愿我,2026-07-13,fS16k7Av_Xg,28
2026-08-12,新歌榜,66,你爱我像谁,橘子妹,你爱我像谁,2026-08-06,-,-
2026-08-12,新歌榜,67,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"236,502"
2026-08-12,新歌榜,68,FLIRTY,다영 (DAYOUNG)/朴宰范,FLIRTY,2026-08-04,M0v-AeoIsTU,"1,028,818"
2026-08-12,新歌榜,69,kiss me,Ariana Grande,petal (Explicit),2026-07-31,b-9gJ1Gc8rE,"2,866,470"
2026-08-12,新歌榜,70,Sunburst,RIIZE,Sunburst,2026-07-26,jAI0LeyASwI,"277,781"
2026-08-12,新歌榜,71,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"381,736"
2026-08-12,新歌榜,72,吹吹山顶的风,杨小壮,吹吹山顶的风,2026-08-05,relM8XBrdpM,"1,961"
2026-08-12,新歌榜,73,后来没有后来 (有些人爱或不爱都会分开),承桓/顾叮当,后来没有后来 (有些人爱或不爱都会分开),2026-08-06,-,-
2026-08-12,新歌榜,74,山风替我去自由（我也想潇洒活一回）,王一佳,山风替我去自由,2026-07-31,GQW9Vyr74rU,170
2026-08-12,新歌榜,75,后来没有后来 (有些人爱或不爱都会分开),郑鱼/顾叮当,后来没有后来 (有些人爱或不爱都会分开),2026-07-22,-,-
2026-08-12,新歌榜,76,候补,马师傅,候补,2026-07-13,fuAdFT28560,"1,695"
2026-08-12,新歌榜,77,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,511,791"
2026-08-12,新歌榜,78,爱你太多,刘一手,爱你太多,2026-07-29,3XnCatRiT4o,492
2026-08-12,新歌榜,79,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"70,444"
2026-08-12,新歌榜,80,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"26,456"
2026-08-12,新歌榜,81,No Boundaries,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,f5vn-DcImgg,"4,819"
2026-08-12,新歌榜,82,After the Fever,Richz,After the Fever,2026-07-31,4RqKoPRlCpk,"2,405"
2026-08-12,新歌榜,83,桥边姑娘,轻烟大叔,桥边姑娘,2026-07-28,-,-
2026-08-12,新歌榜,84,stay,Ariana Grande,petal (Explicit),2026-07-31,0J6tGMnBLlM,"1,818,411"
2026-08-12,新歌榜,85,只是太爱你,正在进行石女士,只是太爱你,2026-07-31,-,-
2026-08-12,新歌榜,86,一直下雨的星期天,印子月,一直下雨的星期天,2026-07-14,-,-
2026-08-12,新歌榜,87,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,prjFbOzBVWU,"29,193"
2026-08-12,新歌榜,88,我不该动情,洋澜一,我不该动情,2026-07-13,dHH5jAkuNug,"10,399"
2026-08-12,新歌榜,89,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,713,362"
2026-08-12,新歌榜,90,攀峰,崔十八/麦麦/贰万ovo/木木墩/鲸/听潮阁,攀峰,2026-08-10,1Ey7tTXfyn4,965
2026-08-12,新歌榜,91,多疑的恋人,王赫野,珍宝 Starlight,2026-06-21,HQLV_zq-MZk,"1,656"
2026-08-12,新歌榜,92,Little Songs(无人知晓的小歌),七元,Little Songs(无人知晓的小歌),2026-08-07,-,-
2026-08-12,新歌榜,93,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"1,304"
2026-08-12,新歌榜,94,我不该动情,万能和弦,我不该动情（藏语男女合唱版）,2026-07-15,WExjsi0B2xs,"538,991"
2026-08-12,新歌榜,95,山风山风等等我,鱼精,山风山风等等我,2026-07-22,_03_7Vi9xOQ,81
2026-08-12,新歌榜,96,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,1gV5Ij8e4rg,"490,714"
2026-08-12,新歌榜,97,缠,那英,这一秒过火 影视原声带,2026-07-18,_AitteIOuMc,"81,155"
2026-08-12,新歌榜,98,花落花,陈少熙,花落花,2026-07-29,5gISlem0c8I,951
2026-08-12,新歌榜,99,Nada Sempero,Tamboss,Nada Sempero,2026-07-15,-,-
2026-08-12,新歌榜,100,第57次取消发送,羊羊,第57次取消发送,2026-08-07,yyMuPEZ0-eQ,"4,846"
