抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-14,新歌榜,1,贰拾肆,梓渝,梓渝,2026-08-05,zeGLBhDbwt0,"28,501"
2026-08-14,新歌榜,2,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,UsbRoaH6y-Q,"3,285,812"
2026-08-14,新歌榜,3,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,279"
2026-08-14,新歌榜,4,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,AH2ibOsKgzs,"56,533"
2026-08-14,新歌榜,5,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,hGqYdubpcCM,"23,489,046"
2026-08-14,新歌榜,6,Broken Trust,卓沅,Broken Trust,2026-08-12,XdpswnFz0l8,21
2026-08-14,新歌榜,7,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,876"
2026-08-14,新歌榜,8,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"42,438"
2026-08-14,新歌榜,9,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"125,057"
2026-08-14,新歌榜,10,自由的夜,薛凯琪,Every Piece of Me,2026-08-11,fcFc2yjBAVw,552
2026-08-14,新歌榜,11,傻鱼,王栎鑫,傻鱼,2026-08-11,H2KEtWOqVJA,688
2026-08-14,新歌榜,12,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"8,219"
2026-08-14,新歌榜,13,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"30,381"
2026-08-14,新歌榜,14,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"8,185,541"
2026-08-14,新歌榜,15,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,p-LnAnYPo4I,"11,917"
2026-08-14,新歌榜,16,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"233,823"
2026-08-14,新歌榜,17,清风微微,曾舜晞,清风微微,2026-07-24,HCv4EH5plpA,"29,130"
2026-08-14,新歌榜,18,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"2,318"
2026-08-14,新歌榜,19,倘若你爱一人,王唯旖,倘若你爱一人,2026-07-14,lwnHvx5HsYo,"18,211"
2026-08-14,新歌榜,20,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"9,139"
2026-08-14,新歌榜,21,夏天如约而来 (Summer Sparkle),银河快递 (Galaxy Express),夏天如约而来 (Summer Sparkle) (《全职高手》黄少天官方生贺主题曲),2026-08-10,G0fkTpaWv28,105
2026-08-14,新歌榜,22,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,876,673"
2026-08-14,新歌榜,23,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,274,775"
2026-08-14,新歌榜,24,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,490,225"
2026-08-14,新歌榜,25,Ever2Late!,KiiiKiii,WhyKiiiKiii,2026-08-10,vP6NceIuVkM,"193,129"
2026-08-14,新歌榜,26,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"30,759"
2026-08-14,新歌榜,27,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"38,043"
2026-08-14,新歌榜,28,Lollipop (GISELLE & NINGNING),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,isqsKaUoMFA,"766,355"
2026-08-14,新歌榜,29,oh yeah?,Steve Lacy,Oh yeah? (Explicit),2026-07-17,2zPGWGqdfJ8,"2,633,249"
