抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-14,新歌榜,30,等下完这场雨,杨友友/田园,等下完这场雨 (合唱版),2026-08-10,-,-
2026-08-14,新歌榜,31,No More Tomorrow,严浩翔,No More Tomorrow,2026-08-03,Ls6y4JbkNa0,"7,765"
2026-08-14,新歌榜,32,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"48,938,275"
2026-08-14,新歌榜,33,ICONIC HEART,Hearts2Hearts,ICONIC HEART,2026-08-09,chl0R8C4NJ8,"2,636,829"
2026-08-14,新歌榜,34,无名氏,张真源,无名氏,2026-08-04,6lRRgMEqb2g,"41,160"
2026-08-14,新歌榜,35,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,hMRKkipmWT0,"77,020"
2026-08-14,新歌榜,36,SWEET SOUR,KiiiKiii,WhyKiiiKiii,2026-08-10,NBIu5QpD3X8,"177,805"
2026-08-14,新歌榜,37,慢慢,白允y,慢慢(他慢慢不再是一个男孩）,2026-08-11,V8BAeRPfHGQ,"6,335"
2026-08-14,新歌榜,38,夜喵子,Sus.,夜喵子,2026-07-29,Kjf8CkCgVAI,"2,567"
2026-08-14,新歌榜,39,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落（听着蛐蛐唱着歌）,2026-07-21,swObZJl0D-Y,"4,196"
2026-08-14,新歌榜,40,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"8,309"
2026-08-14,新歌榜,41,你爱我像谁,橘子妹,你爱我像谁,2026-08-06,-,-
2026-08-14,新歌榜,42,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"24,884"
2026-08-14,新歌榜,43,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-14,新歌榜,44,第57次取消发送,羊羊,第57次取消发送,2026-08-07,yyMuPEZ0-eQ,"6,293"
2026-08-14,新歌榜,45,Candy Pink Magic Hole Flip Phone (나 어떡해),KiiiKiii,WhyKiiiKiii,2026-08-10,R9miRFaYbWo,"1,571,319"
2026-08-14,新歌榜,46,放手的人注定遗憾,赵乃吉,放手的人注定遗憾,2026-08-10,kR2zLsuLjcs,"1,332"
2026-08-14,新歌榜,47,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,kUZZIBciO6A,"11,544,768"
2026-08-14,新歌榜,48,水为媒,礼越,水为媒,2026-07-24,6fiETnMALLk,"2,510"
2026-08-14,新歌榜,49,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"22,428,810"
2026-08-14,新歌榜,50,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"417,972"
2026-08-14,新歌榜,51,FLIRTY,다영 (DAYOUNG)/朴宰范,FLIRTY,2026-08-04,M0v-AeoIsTU,"1,098,668"
2026-08-14,新歌榜,52,DON'T STOP,刘耀文,DON'T STOP,2026-08-05,BVRouFkXMY4,"1,177"
2026-08-14,新歌榜,53,Hey Hi,KiiiKiii,WhyKiiiKiii,2026-08-10,TUU00zw6cgM,"327,498"
2026-08-14,新歌榜,54,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,1265qQnOhfo,"15,632"
2026-08-14,新歌榜,55,见怪不怪,金志文,见怪不怪,2026-08-11,6KiKPq4xX4o,805
2026-08-14,新歌榜,56,神山GUOFENG,FOX胡天渝,Oriental Esthetics神降,2026-08-03,tzU-MvVXpoA,91
2026-08-14,新歌榜,57,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,424
2026-08-14,新歌榜,58,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,662"
2026-08-14,新歌榜,59,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"22,665"
2026-08-14,新歌榜,60,Lucky Light（幸运之光）,赵希予,Lucky Light（幸运之光）,2026-07-16,-,-
2026-08-14,新歌榜,61,踏马寻花向自由(就别管那么多),徐剑秋,踏马寻花向自由(就别管那么多),2026-07-27,-,-
2026-08-14,新歌榜,62,失忆,正在进行石女士,失忆（温柔版）,2026-08-04,yJyDLVR2XrE,466
2026-08-14,新歌榜,63,座位,陆杰awr,座位,2026-08-06,ZsgKZbDCxZY,"5,000"
2026-08-14,新歌榜,64,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"244,429"
2026-08-14,新歌榜,65,远距离,梁咏琪,远距离,2026-08-05,jMEbbGsPkIo,"16,784"
2026-08-14,新歌榜,66,攀峰,崔十八/麦麦/贰万ovo/木木墩/鲸/听潮阁,攀峰,2026-08-10,1Ey7tTXfyn4,"1,955"
2026-08-14,新歌榜,67,月像,刘宇,月像·开始奏乐开始舞,2026-08-09,U3vtRkUX6OY,"4,933"
2026-08-14,新歌榜,68,为你我受冷风吹,羊羊,为你我受冷风吹,2026-08-05,-,-
2026-08-14,新歌榜,69,一直下雨的星期天,印子月,一直下雨的星期天,2026-07-14,-,-
2026-08-14,新歌榜,70,在深秋,白允y,在深秋（她一定比我成熟）,2026-08-04,-,-
2026-08-14,新歌榜,71,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"50,105"
2026-08-14,新歌榜,72,后来没有后来 (有些人爱或不爱都会分开),承桓/顾叮当,后来没有后来 (有些人爱或不爱都会分开),2026-08-06,-,-
2026-08-14,新歌榜,73,一生能有多少个秋天,一叶儿知秋,一生能有多少个秋天,2026-08-03,7nb13wYSo0w,"5,683"
2026-08-14,新歌榜,74,爱你太多,刘一手,爱你太多,2026-07-29,3XnCatRiT4o,520
2026-08-14,新歌榜,75,Blue Hour,KiiiKiii,WhyKiiiKiii,2026-08-10,t5EsOq3E6bI,"123,235"
2026-08-14,新歌榜,76,独库公路G217,生命树下,独库公路G217,2026-07-31,BxNFCMMAHnY,832
2026-08-14,新歌榜,77,Sunburst,RIIZE,Sunburst,2026-07-26,jAI0LeyASwI,"289,152"
2026-08-14,新歌榜,78,痕迹,何浩楠,痕迹,2026-08-08,bTn_p14as-U,42
2026-08-14,新歌榜,79,kiss me,Ariana Grande,petal (Explicit),2026-07-31,RJHxDOD66mk,"5,534,884"
2026-08-14,新歌榜,80,Off-Ways,MIKS,Off-Ways,2026-08-10,-,-
2026-08-14,新歌榜,81,金乌 Golden Bird,刘宇/Alan Walker/孙名川Chuanzi Suona,金乌 Golden Bird,2026-08-06,pjw0EksP5oc,"2,475"
2026-08-14,新歌榜,82,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"27,502"
2026-08-14,新歌榜,83,爸爸妈妈,乡野低频,爸爸妈妈,2026-08-07,J59-924vcoU,"1,821"
2026-08-14,新歌榜,84,检查手机,怪兽/善宇,检查手机,2026-08-04,T3eSueZcwN4,117
2026-08-14,新歌榜,85,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,970,305"
2026-08-14,新歌榜,86,点歌的人2026,海来阿木,点歌的人2026,2026-08-04,-,-
2026-08-14,新歌榜,87,可惜我是水瓶座,励志豪,可惜我是水瓶座（R&B版）,2026-07-16,-,-
2026-08-14,新歌榜,88,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"435,203"
2026-08-14,新歌榜,89,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,823,691"
2026-08-14,新歌榜,90,擦干眼泪爱你,杨友友/烟嗓船长,擦干眼泪爱你 (合唱版),2026-08-10,-,-
2026-08-14,新歌榜,91,吹吹山顶的风,杨小壮,吹吹山顶的风,2026-08-05,relM8XBrdpM,"2,362"
2026-08-14,新歌榜,92,stay,Ariana Grande,petal (Explicit),2026-07-31,0J6tGMnBLlM,"1,935,502"
2026-08-14,新歌榜,93,后来没有后来 (有些人爱或不爱都会分开),郑鱼/顾叮当,后来没有后来 (有些人爱或不爱都会分开),2026-07-22,-,-
2026-08-14,新歌榜,94,第57次取消发送,晚月moon,第57次取消发送,2026-08-05,-,-
2026-08-14,新歌榜,95,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,82-jTNka3uc,"69,577,285"
2026-08-14,新歌榜,96,山风山风等等我,七喜,山风山风等等我,2026-07-31,xPaUYFhp_3w,107
2026-08-14,新歌榜,97,花落花,陈少熙,花落花,2026-07-29,SKP9steiOM4,"2,253"
2026-08-14,新歌榜,98,No Boundaries,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,f5vn-DcImgg,"4,826"
2026-08-14,新歌榜,99,从门缝遥看礼堂的新人,404Hz,心服口服,2026-07-28,-,-
2026-08-14,新歌榜,100,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"81,191"
