抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-11,新歌榜,82,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,-,-,華語
2026-08-11,新歌榜,83,你爱我像谁,橘子妹,你爱我像谁,2026-08-06,-,-,華語
2026-08-11,新歌榜,84,风与花的约定,半吨兄弟,风与花的约定,2026-07-31,-,-,華語
2026-08-11,新歌榜,85,清明上河图（同花顺进行曲）,周深深,清明上河图（同花顺进行曲）,2026-07-18,-,-,華語
2026-08-11,新歌榜,86,北京的雨,张艺兴,斗战胜佛,2026-07-03,-,-,華語
2026-08-11,新歌榜,87,执迷不悟,Joysaaaa,执迷不悟,2026-08-07,-,-,華語
2026-08-11,新歌榜,88,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,-,-,西洋
2026-08-11,新歌榜,89,只是太爱你,正在进行石女士,只是太爱你,2026-07-31,-,-,華語
2026-08-11,新歌榜,90,oh yeah?,Steve Lacy,Oh yeah? (Explicit),2026-07-17,-,-,西洋
2026-08-11,新歌榜,91,Hope,王力宏,Hope,2026-08-04,-,-,華語
2026-08-11,新歌榜,92,Head In You,La Mer/DJariium,Mount Lion,2026-07-16,-,-,西洋
2026-08-11,新歌榜,93,Sunburst,RIIZE,Sunburst,2026-07-26,-,-,韓語
2026-08-11,新歌榜,94,No Boundaries,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,-,-,華語
2026-08-11,新歌榜,95,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,-,-,華語
2026-08-11,新歌榜,96,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,-,-,華語
2026-08-11,新歌榜,97,梦哑,云汐,梦哑,2026-07-20,-,-,華語
2026-08-11,新歌榜,98,我不该动情,洋澜一,我不该动情,2026-07-13,-,-,華語
2026-08-11,新歌榜,99,Little Songs(无人知晓的小歌),七元,Little Songs(无人知晓的小歌),2026-08-07,-,-,華語
2026-08-11,新歌榜,100,我和你的影子拥抱,徐靖雯,我和你的影子拥抱,2026-08-05,-,-,華語
