抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-21,綜藝新歌榜,1,喜欢你,周深,国乐无双 第12期,2026-08-15,未知,hTYqbBnRyqs,"81,460"
2026-08-21,綜藝新歌榜,2,给我一个理由忘记,丁当/侯明昊,天赐的声音第七季 第10期,2026-08-14,未知,GAdH8VaNkk4,"241,803"
2026-08-21,綜藝新歌榜,3,一半一半,宋亚轩,国乐无双 第12期,2026-08-15,未知,q8NYT7blIAM,"53,511"
2026-08-21,綜藝新歌榜,4,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,華語,zlAjS20q9pE,"1,264,422"
2026-08-21,綜藝新歌榜,5,梦哑,杨丞琳/黄子弘凡,天赐的声音第七季 第10期,2026-08-14,未知,dVg0j-feBo4,"28,770"
2026-08-21,綜藝新歌榜,6,花田错,万妮达Vinida Weng/吴碧霞,歌手2026 第12期,2026-08-08,華語,Hnij47XWTeo,"50,854"
2026-08-21,綜藝新歌榜,7,我们的纪念,杨丞琳/侯明昊,天赐的声音第七季 第9期,2026-08-07,華語,qkKFbP0ZMLU,"313,639"
2026-08-21,綜藝新歌榜,8,天后,付辛博/姜潮,天赐的声音第七季 第10期,2026-08-14,未知,eS60B20HFP4,"53,724"
2026-08-21,綜藝新歌榜,9,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,華語,QPcvwly2pVY,"14,049"
2026-08-21,綜藝新歌榜,10,答案,王铮亮/黄霄雲,天赐的声音第七季 第9期,2026-08-07,華語,htjPa9QhaY8,"118,209"
2026-08-21,綜藝新歌榜,11,没关系,周深,国乐无双 第12期,2026-08-15,未知,yD33NP5Zj_Y,"104,283"
2026-08-21,綜藝新歌榜,12,交个朋友,弹壳,说唱巅峰对决2026 第7期,2026-08-08,華語,KdiYwBvQVnY,"155,116"
2026-08-21,綜藝新歌榜,13,指纹,杨坤/高睿,天赐的声音第七季 第10期,2026-08-14,未知,2CihEcH9SfI,"11,267"
2026-08-21,綜藝新歌榜,14,再见,万妮达Vinida Weng,歌手2026 第12期,2026-08-08,華語,q-IowIzrMLY,"71,298"
2026-08-21,綜藝新歌榜,15,相思,齐豫/毛阿敏,歌手2026 第12期,2026-08-08,華語,ERUH2ClGmpg,"436,754"
2026-08-21,綜藝新歌榜,16,被驯服的象,窦靖童/欧阳娜娜,歌手2026 第12期,2026-08-08,華語,m1DRtCeQHAc,"57,811"
2026-08-21,綜藝新歌榜,17,空白格,黄晓明/刘雨昕,天赐的声音第七季 第10期,2026-08-14,未知,1kQeXfJQVkQ,"21,685"
2026-08-21,綜藝新歌榜,18,呼吸决定,姚晓棠/张星特,天赐的声音第七季 第10期,2026-08-14,未知,lHPWRpJPBQ8,"35,007"
2026-08-21,綜藝新歌榜,19,遗失的心跳,周笔畅/喻言,天赐的声音第七季 第9期,2026-08-07,華語,ZZudhk8lcC4,"21,048"
