抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-08-26,抖音熱歌榜,1,明天过后,张杰,听！我们的歌,2020-07-23,華語,ZA0uGRffojo,"1,399,251"
2026-08-26,抖音熱歌榜,2,晴天,周杰伦,叶惠美,2003-07-31,華語,DYptgVvkVLQ,"95,769,169"
2026-08-26,抖音熱歌榜,3,我好想你,苏打绿,秋：故事（苏打绿版）,2024-11-08,華語,P_pyfLArjQg,"78,902,858"
2026-08-26,抖音熱歌榜,4,红尘客栈,周杰伦,十二新作,2012-12-28,華語,L6joGUdc6y4,"45,185,912"
2026-08-26,抖音熱歌榜,5,Always Online,林俊杰,JJ陆,2008-10-18,華語,-gqfAzw6FQo,"8,248,976"
2026-08-26,抖音熱歌榜,6,春娇与志明,街道办GDC/欧阳耀莹,春娇与志明,2017-06-25,華語,TvSLCxXyrBA,"54,397,858"
2026-08-26,抖音熱歌榜,7,恋人,李荣浩,黑马,2024-10-18,華語,5RlEWndW0bE,"5,360,770"
2026-08-26,抖音熱歌榜,8,情歌,梁静茹,静茹 & 情歌 别再为他流泪,2009-01-16,華語,itjyryJ-8IU,"27,013,845"
2026-08-26,抖音熱歌榜,9,唯一,G.E.M. 邓紫棋,T.I.M.E.,2023-11-26,華語,xXr4Z7HAZCE,"33,244,086"
2026-08-26,抖音熱歌榜,10,雨爱,杨丞琳,雨爱,2010-01-01,華語,oec9R5ypf-o,"39,889,858"
2026-08-26,抖音熱歌榜,11,富士山下,陈奕迅,What's Going On...?,2006-11-23,華語,JDpRnPef5qQ,"30,346,790"
2026-08-26,抖音熱歌榜,12,我怀念的,孙燕姿,逆光,2007-03-22,華語,G7uSHzyVAwg,"42,120,900"
2026-08-26,抖音熱歌榜,13,差一步,大壮,差一步,2017-11-11,華語,lA7-x-TlGjM,"5,921,904"
2026-08-26,抖音熱歌榜,14,下完这场雨,后弦,下完这场雨,2017-01-13,華語,lttm50z2-2s,"3,249,646"
2026-08-26,抖音熱歌榜,15,我在你身后,李飘飘,我在你身后,2020-08-11,華語,fRSVMk8yiFs,"676,692"
2026-08-26,抖音熱歌榜,16,开始懂了,孙燕姿,我要的幸福,2000-12-09,華語,h5eRbbOnPRc,"11,145,558"
2026-08-26,抖音熱歌榜,17,红色高跟鞋,蔡健雅,若你碰到他,2009-08-19,華語,ATblV50Odx8,"66,639,382"
2026-08-26,抖音熱歌榜,18,夜曲,周杰伦,十一月的萧邦,2005-11-01,華語,6Q0Pd53mojY,"104,840,728"
2026-08-26,抖音熱歌榜,19,搁浅,周杰伦,七里香,2004-08-03,華語,YJfHuATJYsQ,"82,442,945"
2026-08-26,抖音熱歌榜,20,特别的人,方大同,危险世界,2014-04-11,華語,IscPlLsh6iU,"31,714,961"
2026-08-26,抖音熱歌榜,21,发如雪,周杰伦,十一月的萧邦,2005-11-01,華語,gnz7It0-F4g,"4,391,270"
2026-08-26,抖音熱歌榜,22,那时雨,徐良,那时雨,2013-03-14,華語,7BJ_onc5itA,"199,816"
2026-08-26,抖音熱歌榜,23,美人鱼,林俊杰,第二天堂,2004-06-04,華語,3Nu7C4zU0Vs,"11,876,187"
2026-08-26,抖音熱歌榜,24,演员,薛之谦,绅士,2015-06-05,華語,jQu4cJ00UEo,"23,162,992"
2026-08-26,抖音熱歌榜,25,ANGEL,尹美莱/Tiger JK/Bizzy,Angel,2014-12-08,韓語,sXP4uMm0teA,"19,450,392"
2026-08-26,抖音熱歌榜,26,素颜,许嵩/何曼婷,素颜,2010-08-18,華語,SwBEmdhqb6M,"4,163,135"
2026-08-26,抖音熱歌榜,27,坏女孩,徐良/小凌,不良少年,2011-12-26,華語,xKfBknbOsz0,"4,416,828"
2026-08-26,抖音熱歌榜,28,出现又离开,梁博,我是唱作人 第2期,2019-04-19,華語,n0Y7J-TzgZE,"8,696,176"
2026-08-26,抖音熱歌榜,29,我们俩,郭顶,微微,2009-08-18,華語,2kc1FDmzLkI,"17,881,630"
2026-08-26,抖音熱歌榜,30,多远都要在一起,G.E.M. 邓紫棋,新的心跳,2015-11-06,華語,D9ksLn6hZ7Q,"70,720,440"
2026-08-26,抖音熱歌榜,31,阴天,莫文蔚,You Can,1999-04-20,華語,tYWufUugeUc,"16,714,480"
2026-08-26,抖音熱歌榜,32,最佳损友,陈奕迅,Life Continues,2006-02-18,華語,0fcKEN4_QoM,"7,730,331"
2026-08-26,抖音熱歌榜,33,小半,陈粒,小梦大半,2016-07-26,華語,Xw8zuUKauxs,"13,354,238"
2026-08-26,抖音熱歌榜,34,盛夏的果实,莫文蔚,NO.1新曲精选全记录20首,2000-06-01,華語,N2d9vPacdmw,"5,959,945"
2026-08-26,抖音熱歌榜,35,黄昏,周传雄,Transfer,2000-12-25,華語,6ca_YHZvzls,"75,685,332"
2026-08-26,抖音熱歌榜,36,亲爱的你啊,任素汐,亲爱的你啊,2025-04-24,華語,VnQWBaJJcq0,"4,096,771"
2026-08-26,抖音熱歌榜,37,江南,林俊杰,第二天堂,2004-06-04,華語,G97_rOdHcnY,"43,407,408"
2026-08-26,抖音熱歌榜,38,我们的歌,王力宏,改变自己,2007-07-13,華語,FpPDwP0NWnw,"7,480,165"
