抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-09-01,新歌榜,1,薛定谔的雨,希林娜依高,薛定谔的雨,2026-08-31,華語,cTONGicNHXU,31
2026-09-01,新歌榜,2,天生刺猬,张月,天生刺猬,2026-08-31,華語,HaL5Y1j2bbo,"3,189"
2026-09-01,新歌榜,3,VIBE,展轩,VIBE,2026-08-31,華語,SHGoXIGYihg,691
2026-09-01,新歌榜,4,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,西洋,46h0LvDHgIs,"13,941,524"
2026-09-01,新歌榜,5,我要幽默,李宇春,我要幽默,2026-08-28,華語,tJm_TeOY8LA,235
2026-09-01,新歌榜,6,没有你是漫长雨季,梓渝,梓渝,2026-08-05,華語,upblmi2XwGs,"9,466"
2026-09-01,新歌榜,7,莎啦啦,孙颖莎/JKZQ,莎啦啦,2026-08-26,華語,-,-
2026-09-01,新歌榜,8,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,華語,7Buj2xUlZo0,"44,800"
2026-09-01,新歌榜,9,情网,半吨兄弟,情网（烟嗓版）,2026-08-25,華語,7BtnY-VDMD0,"2,687"
2026-09-01,新歌榜,10,好的,黄子弘凡,好的,2026-08-29,華語,et9NUVxD5nU,"220,251"
2026-09-01,新歌榜,11,昨天，今天,莫文蔚,昨天，今天,2026-08-25,華語,Z92SE7ZSTRg,"13,564"
2026-09-01,新歌榜,12,唯有追赶风的方向 (Only By Chasing the Wind),知更鸟/HOYO-MiX/Chevy,崩坏星穹铁道-唯有追赶风的方向 Only By Chasing the Wind,2026-08-26,西洋,mFaxZdS6nYo,"17,127"
2026-09-01,新歌榜,13,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,華語,2TUe-RESXeE,"87,849"
2026-09-01,新歌榜,14,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,西洋,UsbRoaH6y-Q,"8,322,176"
2026-09-01,新歌榜,15,思念漫过海岸线,欢子,思念漫过海岸线,2026-08-28,華語,SMmvLT8pnnA,426
2026-09-01,新歌榜,16,Hope to Remain,严浩翔,Scary Movie Ⅱ: Same Face,2026-08-24,西洋,R1FhekboG9I,"6,055"
2026-09-01,新歌榜,17,请勿打扰,喻言,请勿打扰,2026-08-22,華語,B7DKa-nJxxo,"1,138"
2026-09-01,新歌榜,18,傻女,王栎鑫,傻女,2026-08-26,華語,8eZl7NVFxlo,428
2026-09-01,新歌榜,19,MONEYMONEYMONEY,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,OhdvNHmJDsw,"4,359,509"
2026-09-01,新歌榜,20,GRLS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,西洋,pHciG9_2xXM,"8,049,802"
2026-09-01,新歌榜,21,驶向夏日的隧道,陈少熙,驶向夏日的隧道,2026-08-31,華語,0icf4cmYyG4,63
2026-09-01,新歌榜,22,莫忙,乡野低频,莫忙,2026-08-13,華語,xgQMemPpnmI,"19,058"
2026-09-01,新歌榜,23,顺其自然,国产阿发,顺其自然,2026-08-19,華語,2fGDe6QVypA,"81,038"
2026-09-01,新歌榜,24,海角七号,赵乃吉,海角七号,2026-08-28,華語,hJ3aMhhd05M,"1,737"
2026-09-01,新歌榜,25,想你的我像一只猫,黄灿灿,想你的我像一只猫,2026-08-31,華語,RucJMj5-d94,"1,642"
2026-09-01,新歌榜,26,不是我不小心,半吨兄弟,不是我不小心,2026-08-23,華語,PmU7ydq30ZE,8
2026-09-01,新歌榜,27,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,華語,QPcvwly2pVY,"36,072"
2026-09-01,新歌榜,28,此间是少年,梓渝,梓渝,2026-08-05,華語,0_ld2Btgweo,"3,617"
2026-09-01,新歌榜,29,TOP的第一首抒情歌,TOP登陆少年组合,TOP的第一首抒情歌,2026-08-29,華語,wb-B681nqNM,"4,026"
2026-09-01,新歌榜,30,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,韓語,hGqYdubpcCM,"26,039,625"
2026-09-01,新歌榜,31,擦干眼泪爱你,杨友友/烟嗓船长,擦干眼泪爱你 (合唱版),2026-08-10,華語,NiOVOr1m46Q,142
2026-09-01,新歌榜,32,猜不透,张予曦,猜不透,2026-08-26,華語,xEJ9ZqMVUhg,"59,979"
2026-09-01,新歌榜,33,回到小村落,吕口口,回到小村落（女声版）,2026-08-21,華語,Pvk0Iq7soAg,186
2026-09-01,新歌榜,34,时间漫步,梓渝,梓渝,2026-08-05,華語,8iqJ7dGVW50,"6,494"
2026-09-01,新歌榜,35,踏马寻花向自由,轻烟大叔,踏马寻花向自由,2026-08-04,華語,-,-
2026-09-01,新歌榜,36,PACK IT UP,CORTIS,GREENGREEN_playextended,2026-08-23,西洋,Eg4-vCHc7eQ,"1,354,399"
2026-09-01,新歌榜,37,贰拾肆,梓渝,梓渝,2026-08-05,華語,zeGLBhDbwt0,"76,913"
2026-09-01,新歌榜,38,SLEEP,The Kid LAROI,SLEEP,2026-08-28,西洋,AYdciDsNv4E,"976,713"
2026-09-01,新歌榜,39,RUN IT,梓渝,梓渝,2026-08-05,華語,ovZ4T3Hv7RQ,"85,593"
2026-09-01,新歌榜,40,打开2.0,黄霄雲,打开2.0,2026-08-30,華語,KiEXI8y4RmA,"8,286"
2026-09-01,新歌榜,41,My Jealousy,于梓贝,My Jealousy(粤语版),2026-08-21,西洋,-,-
2026-09-01,新歌榜,42,你不该权衡利弊,李婷雪,你不该权衡利弊,2026-08-17,華語,7IlEG5xPHrQ,"47,845"
2026-09-01,新歌榜,43,呆头鸟,礼越,呆头鸟,2026-08-15,華語,I5u4kx4EoqM,"6,454"
2026-09-01,新歌榜,44,山风不语,正在进行石女士,山风不语,2026-08-18,華語,rLIFDSRzO5M,3
2026-09-01,新歌榜,45,混帐,周柏豪,混帐,2026-08-28,華語,NozeuYNO7F4,"132,795"
2026-09-01,新歌榜,46,山风山风等等我,吕口口,山风山风等等我,2026-08-06,華語,NCKRAlzlH7M,42
2026-09-01,新歌榜,47,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,華語,pPWj5zpyeG8,"18,456"
2026-09-01,新歌榜,48,不挽留没回头,烟嗓船长,不挽留没回头,2026-08-16,華語,hjQvdfuqIq8,35
2026-09-01,新歌榜,49,孤独的葡萄酒,卢润泽,孤独的葡萄酒,2026-08-11,華語,07dcSqTvqC8,274
2026-09-01,新歌榜,50,我们总是喜欢在夏天讨论永远,时代少年团,加冠,2026-08-25,華語,AH2ibOsKgzs,"101,524"
