抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-08,新歌榜,1,冰箱没有鸡蛋,马嘉祺,心室,2026-09-07,003rucaJ1vkeYx,華語,XU-c7XSFJFw,"11,289"
2026-09-08,新歌榜,2,穿帮,马嘉祺,心室,2026-09-07,004V93ZW0Y6jZF,華語,0OthFwB1yRQ,"1,551"
2026-09-08,新歌榜,3,潮汐锁定,马嘉祺,心室,2026-09-07,000OV6dD44VhCe,華語,jmPla-JRHqY,"3,431"
2026-09-08,新歌榜,4,如是春,马嘉祺,心室,2026-09-07,0037OjL44KAvAw,華語,BNZH9pXFodA,"3,265"
2026-09-08,新歌榜,5,黑与红,马嘉祺,心室,2026-09-07,002N0Q1x3b7Olz,華語,PboqC7bLH6g,"4,082"
2026-09-08,新歌榜,6,我脑海中的泡沫展厅,蒋敦豪,我脑海中的泡沫展厅,2026-09-07,000macDA0ozKLj,華語,Gqa5XlBY68g,198
2026-09-08,新歌榜,7,失忆,李佳薇,失忆,2026-09-05,004DtEju33F124,華語,x-oZXNIlJu0,"15,624"
2026-09-08,新歌榜,8,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"114,847"
2026-09-08,新歌榜,9,再一次见面,周深,再一次见面,2026-09-06,0021HGmn1wHoOJ,華語,ezy0WMuqWwo,"69,305"
2026-09-08,新歌榜,10,SUN KISS,TUIDE,The 1st EP [TUNE & PLAY],2026-08-24,003sbk7o3sytRU,西洋,46h0LvDHgIs,"17,319,594"
2026-09-08,新歌榜,11,删了一百遍,A-Lin,删了一百遍,2026-09-01,000Q8gRW2WkkDS,華語,HzpDg83IElA,"187,384"
2026-09-08,新歌榜,12,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,001Mu0Lw3X3LnQ,華語,2TUe-RESXeE,"171,875"
2026-09-08,新歌榜,13,有你等着我,冯建宇,有你等着我,2026-09-07,001KDyNw08l3rI,華語,zG24yHM7nJw,542
2026-09-08,新歌榜,14,说文解字,灯叔/方大树,说文解字,2026-08-29,000bCM2f3nhooK,華語,45OKCZb0Zlk,"17,702"
2026-09-08,新歌榜,15,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"71,212"
2026-09-08,新歌榜,16,没有你是漫长雨季,梓渝,梓渝,2026-08-05,000eMXbM0hmJmi,華語,upblmi2XwGs,"14,694"
2026-09-08,新歌榜,17,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,000NfrvW429sMm,西洋,UsbRoaH6y-Q,"9,286,955"
2026-09-08,新歌榜,18,天生刺猬,张月,天生刺猬,2026-08-31,00024goq00gZd9,華語,HaL5Y1j2bbo,"9,175"
