抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-03,新歌榜,57,SODA SODA,TWS,SODA SODA,2026-08-02,-,-,韓語
2026-08-03,新歌榜,58,香烟与吻痕 (我在月光下许过情真),黄龄,香烟与吻痕,2026-07-06,-,-,華語
2026-08-03,新歌榜,59,英雄出处,高冷,英雄出处,2026-07-05,-,-,華語
2026-08-03,新歌榜,60,oh well,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,61,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-,華語
2026-08-03,新歌榜,62,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,63,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,-,-,未知
2026-08-03,新歌榜,64,你我他,en (王翊恩),你我他,2026-07-31,-,-,華語
2026-08-03,新歌榜,65,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-,華語
2026-08-03,新歌榜,66,你的眼神,周深深,你的眼神,2026-07-04,-,-,華語
2026-08-03,新歌榜,67,Pretty Girl,RESCENE (리센느),Pretty Girl - Special Single,2026-07-08,-,-,韓語
2026-08-03,新歌榜,68,stay,Ariana Grande,petal (Explicit),2026-07-31,-,-,華語
2026-08-03,新歌榜,69,若不是因为你,赵乃吉,若不是因为你,2026-07-05,-,-,華語
2026-08-03,新歌榜,70,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,71,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,-,-,華語
2026-08-03,新歌榜,72,见山,水木年华,见山,2026-07-16,-,-,華語
2026-08-03,新歌榜,73,Bad Boy,万妮达Vinida Weng,Bad Boy,2026-07-11,-,-,華語
2026-08-03,新歌榜,74,爱上你我很快乐,洋澜一,爱上你我很快乐,2026-07-16,-,-,華語
2026-08-03,新歌榜,75,花落花,陈少熙,花落花,2026-07-29,-,-,華語
2026-08-03,新歌榜,76,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,-,-,華語
2026-08-03,新歌榜,77,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-,華語
2026-08-03,新歌榜,78,一个人而已,正在进行石女士,一个人而已,2026-07-08,-,-,華語
2026-08-03,新歌榜,79,壳,Eric周兴哲,壳,2026-07-31,-,-,華語
2026-08-03,新歌榜,80,岛屿,棱镜乐队,石头想有糖的温度,2020-08-25,-,-,未知
2026-08-03,新歌榜,81,freak,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,82,缠,那英,这一秒过火 影视原声带,2026-07-18,-,-,華語
2026-08-03,新歌榜,83,You Are,李昊,You Are,2026-07-30,-,-,華語
2026-08-03,新歌榜,84,Sunburst,RIIZE,Sunburst,2026-07-26,-,-,韓語
2026-08-03,新歌榜,85,big feelings,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,86,Cold Blooded,严浩翔,Cold Blooded,2026-07-20,-,-,華語
2026-08-03,新歌榜,87,Round We Go (慢慢向前),七元,Round We Go (慢慢向前),2026-07-02,-,-,華語
2026-08-03,新歌榜,88,想得美,TOP登陆少年组合,想得美,2026-07-10,-,-,華語
2026-08-03,新歌榜,89,不甘,弦子,不甘,2026-07-19,-,-,華語
2026-08-03,新歌榜,90,You,Appleby,You,2026-07-08,-,-,西洋
2026-08-03,新歌榜,91,破晓,王俊凯,WJK,2026-07-08,-,-,華語
2026-08-03,新歌榜,92,总有人间一两风,周深深,总有人间一两风,2026-07-10,-,-,華語
2026-08-03,新歌榜,93,替我决定,半吨兄弟,替我决定,2026-07-29,-,-,華語
2026-08-03,新歌榜,94,这个年纪,白允y,这个年纪（女生版）,2026-07-20,-,-,華語
2026-08-03,新歌榜,95,窒息 (那天我哭到窒息),何洁,窒息 (那天我哭到窒息),2026-07-25,-,-,華語
2026-08-03,新歌榜,96,JUST FOR THE NIGHT,HENRY刘宪华,JUST FOR THE NIGHT,2026-07-24,-,-,西洋
2026-08-03,新歌榜,97,月满西楼约,巴扎黑,月满西楼约 (旧路上的晚风啊),2026-07-10,-,-,華語
2026-08-03,新歌榜,98,never get over me,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-03,新歌榜,99,烟火,半吨兄弟,烟火（孤孤单单一个人）,2026-07-23,-,-,華語
2026-08-03,新歌榜,100,你有没有爱过我,烟嗓船长,你有没有爱过我,2026-07-07,-,-,華語
