抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-07,綜藝新歌榜,22,歌曲：立春,周慧敏/刘敏涛/梁咏琪/秦海璐/薛凯琪/张钧甯/姜妍/热依扎/刘惜君/希林娜依高,2026中央广播电视总台春节联欢晚会,2026-02-16,-,-
2026-08-07,綜藝新歌榜,23,了了,翁杰_Winjay/加木,说唱巅峰对决2026 第6期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,24,别错过,杨宗纬/姚晓棠,天赐的声音第七季 第6期,2026-07-17,-,-
2026-08-07,綜藝新歌榜,25,春,王铮亮/黄龄/陈文非,天赐的声音第七季 第7期,2026-07-24,-,-
2026-08-07,綜藝新歌榜,26,Talk like me (像我这样说),弹壳,说唱巅峰对决2026 第4期,2026-07-18,-,-
2026-08-07,綜藝新歌榜,27,酒鬼的歌,李宇春,国乐无双 第10期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,28,言不由衷,黄子弘凡/Rapeter,天赐的声音第七季 第7期,2026-07-24,-,-
2026-08-07,綜藝新歌榜,29,讨厌,杨丞琳/欧阳娜娜,天赐的声音第七季 第5期,2026-07-10,-,-
2026-08-07,綜藝新歌榜,30,巴拉莱卡 (The Rod),张靓颖/陈楚生,天赐的声音第七季 第1期,2026-06-12,-,-
2026-08-07,綜藝新歌榜,31,歌曲：人间共鸣,李健,2026中央广播电视总台春节联欢晚会,2026-02-16,-,-
2026-08-07,綜藝新歌榜,32,他真的对你好吗,付豪,魔力歌先生 第1期,2026-03-13,-,-
2026-08-07,綜藝新歌榜,33,唤醒我,万妮达Vinida Weng,歌手2026 第11期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,34,锁,张靓颖/曾舜晞,天赐的声音第七季 第2期,2026-06-19,-,-
2026-08-07,綜藝新歌榜,35,言不由衷,容祖儿,国乐无双 第10期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,36,第一次做人,张远,歌手2026 第10期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,37,歌曲：快乐小马,王安宇/黄子弘凡/范丞丞/胡先煦,2026中央广播电视总台春节联欢晚会,2026-02-16,-,-
2026-08-07,綜藝新歌榜,38,是你没选我啊,欢子/黄霄雲,天赐的声音第七季 第3期,2026-06-26,-,-
2026-08-07,綜藝新歌榜,39,歌曲：别来无恙,任素汐/毛不易,2026中央广播电视总台春节联欢晚会,2026-02-16,-,-
2026-08-07,綜藝新歌榜,40,哪凉快哪去,刘凤瑶/张玮/曾一鸣/李琦/派克特/蒋一帆,天赐的声音第七季 第8期,2026-07-31,-,-
2026-08-07,綜藝新歌榜,41,小人物,辉子,说唱巅峰对决2026 第5期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,42,爱的主打歌,刘宇,国乐无双 第9期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,43,失眠,杨丞琳/en (王翊恩),天赐的声音第七季 第4期,2026-07-03,-,-
2026-08-07,綜藝新歌榜,44,半壶纱,郁可唯/金晨,天赐的声音第七季 第6期,2026-07-17,-,-
2026-08-07,綜藝新歌榜,45,敬昨天敬今天敬明天,李大奔BENZO/SHarK,说唱巅峰对决2026 第6期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,46,colt.45 (烈驹45号),弹壳,说唱巅峰对决2026 第1期,2026-06-27,-,-
2026-08-07,綜藝新歌榜,47,依兰爱情故事,岳云鹏/金志文/管乐,天赐的声音第七季 第3期,2026-06-26,-,-
2026-08-07,綜藝新歌榜,48,电子布洛芬,AThree/那奇沃夫,说唱巅峰对决2026 第6期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,49,歌曲：梦底,海来阿木/刘浩存,2026中央广播电视总台春节联欢晚会,2026-02-16,-,-
2026-08-07,綜藝新歌榜,50,无人之岛,罗云熙/姚晓棠,天赐的声音第七季 第5期,2026-07-10,-,-
2026-08-07,綜藝新歌榜,51,Dats Me (通通是我),Top Barry,说唱巅峰对决2026 第5期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,52,白自在,胡彦斌,歌手2026 第11期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,53,同花顺,宋亚轩,国乐无双 第5期,2026-06-20,-,-
2026-08-07,綜藝新歌榜,54,半点心,王铮亮/灼海豚乐队,天赐的声音第七季 第8期,2026-07-31,-,-
2026-08-07,綜藝新歌榜,55,西厢寻他,黄霄雲/刘宇,天赐的声音第七季 第5期,2026-07-10,-,-
2026-08-07,綜藝新歌榜,56,暗涌,萨顶顶,国乐无双 第10期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,57,亲爱的你，好久不见,黄子弘凡/黄霄雲/孙楠/谭松韵/王铮亮/杨丞琳/姚晓棠/曾舜晞,《天赐的声音第七季》综艺主题曲,2026-06-12,-,-
2026-08-07,綜藝新歌榜,58,爱错,王铮亮/黄子弘凡,天赐的声音第七季 第6期,2026-07-17,-,-
2026-08-07,綜藝新歌榜,59,一个人想着一个人,姚晓棠/王栎鑫,天赐的声音第七季 第2期,2026-06-19,-,-
2026-08-07,綜藝新歌榜,60,Forever (永不凋零),弹壳/BrAnTB白景屹,说唱巅峰对决2026 第3期,2026-07-11,-,-
2026-08-07,綜藝新歌榜,61,雪崩,魏如萱,歌手2026 第10期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,62,Trouble Maker (麻烦你了),那奇沃夫/Yamy郭颖,说唱巅峰对决2026 第3期,2026-07-11,-,-
2026-08-07,綜藝新歌榜,63,是非题,王赫野,音你而来3 第1期,2026-04-10,-,-
2026-08-07,綜藝新歌榜,64,手掌,盛宇D-SHINE/加木,说唱巅峰对决2026 第3期,2026-07-11,-,-
2026-08-07,綜藝新歌榜,65,人生路漫漫,孙楠/白小白/加木,天赐的声音第七季 第1期,2026-06-12,-,-
2026-08-07,綜藝新歌榜,66,马桑树下,RANZER叶润泽/早安,说唱巅峰对决2026 第6期,2026-08-01,-,-
2026-08-07,綜藝新歌榜,67,尕连手,赵骏,魔力歌先生 第9期,2026-05-08,-,-
2026-08-07,綜藝新歌榜,68,第一次爱的人,姚晓棠/袁一琦,音你而来3 第8期,2026-05-29,-,-
2026-08-07,綜藝新歌榜,69,最好的伴,宝石Gem,最好的伴,2026-06-25,-,-
2026-08-07,綜藝新歌榜,70,我好想你•一 一,王菀之,国乐无双 第4期,2026-06-13,-,-
2026-08-07,綜藝新歌榜,71,梦底,张碧晨/海来阿木,歌手2026 第3期,2026-06-06,-,-
2026-08-07,綜藝新歌榜,72,我要找到你,刘惜君,国乐无双 第5期,2026-06-20,-,-
2026-08-07,綜藝新歌榜,73,爱人错过,王菀之,国乐无双 第9期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,74,是你没选我啊,张新成/吉娜·爱丽丝,音你而来3 第9期,2026-06-05,-,-
2026-08-07,綜藝新歌榜,75,忐白门,莫文蔚,国乐无双 第6期,2026-06-27,-,-
2026-08-07,綜藝新歌榜,76,嘿陈会计,Rapeter,说唱巅峰对决2026 第4期,2026-07-18,-,-
2026-08-07,綜藝新歌榜,77,我爱的是爱我的你,杨宗纬/高睿,天赐的声音第七季 第5期,2026-07-10,-,-
2026-08-07,綜藝新歌榜,78,有我呢,陈楚生/姚晓棠,天赐的声音第七季 第3期,2026-06-26,-,-
2026-08-07,綜藝新歌榜,79,River (河流),吉克隽逸/高睿,天赐的声音第七季 第7期,2026-07-24,-,-
2026-08-07,綜藝新歌榜,80,寂寞寂寞不好,Ghost (王琳凯)/张新成,音你而来 - 特别解锁,2026-04-17,-,-
2026-08-07,綜藝新歌榜,81,喜欢,杨丞琳/周笔畅,天赐的声音第七季 第3期,2026-06-26,-,-
2026-08-07,綜藝新歌榜,82,改变,窦靖童,歌手2026 第10期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,83,迟迟,薛之谦,天赐的声音第七季 第1期,2026-06-12,-,-
2026-08-07,綜藝新歌榜,84,你看你看月亮的脸,张磊,魔力歌先生 第1期,2026-03-13,-,-
2026-08-07,綜藝新歌榜,85,心引力,周笔畅/田嘉瑞,天赐的声音第七季 第7期,2026-07-24,-,-
2026-08-07,綜藝新歌榜,86,孤单北半球,王赫野/张星特,音你而来3 第3期,2026-04-24,-,-
2026-08-07,綜藝新歌榜,87,一样的月光,曾沛慈,乘风2026 第7期,2026-05-23,-,-
2026-08-07,綜藝新歌榜,88,签名笔,Rapeter,说唱巅峰对决2026 第1期,2026-06-27,-,-
2026-08-07,綜藝新歌榜,89,Don't Break My Heart,窦靖童,歌手2026 第1期,2026-05-23,-,-
2026-08-07,綜藝新歌榜,90,胆小鬼,宋亚轩,国乐无双 第2期,2026-05-30,-,-
2026-08-07,綜藝新歌榜,91,PeterPen (彼得潘),Rapeter/功夫胖KUNGFU-PEN,说唱巅峰对决2026 第3期,2026-07-11,-,-
2026-08-07,綜藝新歌榜,92,匿名的好友,杨丞琳/黄子弘凡,天赐的声音第七季 第2期,2026-06-19,-,-
2026-08-07,綜藝新歌榜,93,心碎双面胶,黄旭,说唱巅峰对决2026 第5期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,94,纯妹妹,金志文,国乐无双 第9期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,95,夜来香,宋亚轩,国乐无双 第8期,2026-07-18,-,-
2026-08-07,綜藝新歌榜,96,Surprise (惊喜),早安,说唱巅峰对决2026 第2期,2026-07-04,-,-
2026-08-07,綜藝新歌榜,97,不同凡想,万妮达Vinida Weng,歌手2026 第10期,2026-07-25,-,-
2026-08-07,綜藝新歌榜,98,第三个吻痕,黄子弘凡/姚晓棠,天赐的声音第七季 第4期,2026-07-03,-,-
2026-08-07,綜藝新歌榜,99,爱情转移,欢子/周柏豪,天赐的声音第七季 第4期,2026-07-03,-,-
2026-08-07,綜藝新歌榜,100,到此为止,尤长靖,歌手2026 第10期,2026-07-25,-,-
