抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,語言,YouTube ID,點閱率
2026-09-02,影視金曲榜,1,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,華語,2TUe-RESXeE,"103,535"
2026-09-02,影視金曲榜,2,不问,黄霄雲,不问,2026-08-23,華語,TclXQLrYHEQ,"9,366"
2026-09-02,影視金曲榜,3,不退！,马嘉祺,不退！,2026-08-21,華語,0DcbbJEuLr4,"16,721"
2026-09-02,影視金曲榜,4,拯救我,檀健次,蝉 影视原声带,2026-08-22,華語,yW_tdielcpc,"7,417"
2026-09-02,影視金曲榜,5,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,華語,JqR0_IFpdcg,"177,723"
2026-09-02,影視金曲榜,6,等,小阿七,等,2026-08-19,華語,Vat4iaFv1os,"10,191"
2026-09-02,影視金曲榜,7,云中鸟,小阿七,花开锦绣 影视原声带,2026-08-20,華語,xBOmrRTzi9M,"33,964"
2026-09-02,影視金曲榜,8,过海,王赫野/黄龄,过海,2026-07-16,華語,IgjnQV8WJH8,"23,237"
2026-09-02,影視金曲榜,9,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,華語,uEdEBhcf4Gs,"58,846"
2026-09-02,影視金曲榜,10,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,華語,hgY4ftt3gvk,"60,077"
2026-09-02,影視金曲榜,11,一诺,刘宇宁,花开锦绣 影视原声带,2026-08-20,華語,JGGL56GMMsM,"165,761"
2026-09-02,影視金曲榜,12,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,華語,7Buj2xUlZo0,"55,475"
2026-09-02,影視金曲榜,13,一直在身边,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,華語,0RAqPS4JQyQ,"13,709"
2026-09-02,影視金曲榜,14,来我的岛,刘宇宁,来我的岛,2026-08-03,華語,udTSazfAfEo,"73,795"
2026-09-02,影視金曲榜,15,摇曳！摇曳！,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,華語,C5aQMjIwjAQ,"11,151"
2026-09-02,影視金曲榜,16,唯一的例外,阿YueYue,唯一的例外（电影《不想失去你》片尾曲）,2026-08-13,華語,QISWmlKxJiE,"71,000"
2026-09-02,影視金曲榜,17,无归,李佳薇,花开锦绣 影视原声带,2026-08-20,華語,CgJx9C-9xGs,"6,998"
