抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-01,新歌榜,1,甲乙丙丁 (你我怎么两清),李佳薇,甲乙丙丁,2026-07-02,YhiQDARUJ7Y,"2,948,652"
2026-08-01,新歌榜,2,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"36,579"
2026-08-01,新歌榜,3,Glue,希林娜依高,Glue,2026-07-31,_p-Qh8TjqCI,421
2026-08-01,新歌榜,4,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,125,883"
2026-08-01,新歌榜,5,吹吹山顶的风,巴扎黑,吹吹山顶的风,2026-07-05,phbCk43iEiw,"20,819"
2026-08-01,新歌榜,6,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"236,702"
2026-08-01,新歌榜,7,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"21,481,093"
2026-08-01,新歌榜,8,kiss me,Ariana Grande,petal (Explicit),2026-07-31,b-9gJ1Gc8rE,"2,870,166"
2026-08-01,新歌榜,9,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"7,643"
2026-08-01,新歌榜,10,落笔匆匆,余佳运/井迪,落笔匆匆·开始奏乐开始舞,2026-07-26,XTksZlXSA98,"1,735"
2026-08-01,新歌榜,11,周旋,王以太/艾热AIR,太热爱,2026-07-12,6WPWpadfJfI,"465,556"
2026-08-01,新歌榜,12,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"122,045"
2026-08-01,新歌榜,13,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"26,723"
2026-08-01,新歌榜,14,我曾,菜园子不CAi,我曾,2026-07-14,gUDdbjBZvC8,"4,633"
2026-08-01,新歌榜,15,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"7,276"
2026-08-01,新歌榜,16,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"7,853,486"
2026-08-01,新歌榜,17,一直下,陈宇祥,一直下,2026-07-04,LW5ROCc5SEw,"383,102"
2026-08-01,新歌榜,18,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,715,447"
2026-08-01,新歌榜,19,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,558"
2026-08-01,新歌榜,20,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"228,575"
2026-08-01,新歌榜,21,stay,Ariana Grande,petal (Explicit),2026-07-31,0J6tGMnBLlM,"1,820,801"
2026-08-01,新歌榜,22,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"26,492"
2026-08-01,新歌榜,23,红颜旧,周深深,红颜旧（氛围版）,2026-07-10,F3eLllpbK80,66
2026-08-01,新歌榜,24,踏马寻花向自由,半吨兄弟,踏马寻花向自由,2026-07-07,-bVRxta_96I,"40,862"
2026-08-01,新歌榜,25,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,367"
2026-08-01,新歌榜,26,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,04EJCS9F8cA,723
2026-08-01,新歌榜,27,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"382,815"
2026-08-01,新歌榜,28,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"325,577"
2026-08-01,新歌榜,29,你的眼神(像一阵细雨洒落我心底),晚月moon/Big Cole,你的眼神(像一阵细雨洒落我心底),2026-07-03,v6DGQ3blR5c,238
2026-08-01,新歌榜,30,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,395,025"
2026-08-01,新歌榜,31,freak,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-01,新歌榜,32,big feelings,Ariana Grande,petal (Explicit),2026-07-31,FXultmvqvyA,"2,025,573"
2026-08-01,新歌榜,33,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,1gV5Ij8e4rg,"491,826"
2026-08-01,新歌榜,34,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,82-jTNka3uc,"68,487,934"
2026-08-01,新歌榜,35,岁月如笔写春秋EDM,花姐,岁月如笔写春秋,2026-07-03,k_E6fF7zmU0,847
2026-08-01,新歌榜,36,花落花,陈少熙,花落花,2026-07-29,5gISlem0c8I,952
2026-08-01,新歌榜,37,never get over me,Ariana Grande,petal (Explicit),2026-07-31,BeoL2D-37I4,"2,158,721"
2026-08-01,新歌榜,38,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"22,034"
2026-08-01,新歌榜,39,bad thing (bunny hop),Ariana Grande,petal (Explicit),2026-07-31,WZNr8nPFJVw,"1,652,242"
2026-08-01,新歌榜,40,我难过,毒药,我难过 （R&B版）,2026-07-10,-,-
2026-08-01,新歌榜,41,听无声处,周深,听无声处,2026-07-30,4Csp1xRwxA8,"66,740"
2026-08-01,新歌榜,42,清明上河图（同花顺进行曲）,周深深,清明上河图（同花顺进行曲）,2026-07-18,1fIrDx4jQCQ,192
2026-08-01,新歌榜,43,like i do,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-01,新歌榜,44,我会好好的,黑豆ado,我会好好的（氛围版）,2026-07-02,tR_LP6zEB9M,44
2026-08-01,新歌榜,45,奢求,淑元/奥利,奢求,2026-07-31,tMk9RRRbKP4,"8,042"
2026-08-01,新歌榜,46,黄昏(纵然青丝如霜),正在进行石女士,黄昏(纵然青丝如霜)(深情版),2026-07-22,GEBcOg08m0k,234
2026-08-01,新歌榜,47,别在伤口撒盐,赵家豪,别在伤口撒盐 (男声版),2026-07-13,au4L9mvaPvA,"27,893"
2026-08-01,新歌榜,48,别哭 我最爱的人,周深深,别哭 我最爱的人（氛围版）,2026-07-10,5hpCLQhHOWI,43
2026-08-01,新歌榜,49,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"46,053,222"
2026-08-01,新歌榜,50,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,774,121"
2026-08-01,新歌榜,51,香烟与吻痕 (我在月光下许过情真),黄龄,香烟与吻痕,2026-07-06,kURc2oMQ9rY,"491,548"
2026-08-01,新歌榜,52,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"21,318"
2026-08-01,新歌榜,53,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-01,新歌榜,54,踏马寻花向自由,轻烟大叔,踏马寻花向自由(雷鬼版),2026-07-07,-,-
2026-08-01,新歌榜,55,Badi Badi,王俊凯,WJK,2026-07-08,Ta9HWjNTJ8c,"19,838"
2026-08-01,新歌榜,56,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"229,233"
2026-08-01,新歌榜,57,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,327
2026-08-01,新歌榜,58,我不愿看到你流泪的眼睛,404Hz/DJariium/YYYu,爱从不容许人三心两意 (鼓点节奏版),2026-07-02,-,-
2026-08-01,新歌榜,59,窝囊废,刘凤瑶/曾一鸣/张玮/李琦/派克特,窝囊废,2026-07-09,47ZjO-K_3V4,"71,763"
2026-08-01,新歌榜,60,英雄出处,高冷,英雄出处,2026-07-05,9MYWGLsQMuo,602
2026-08-01,新歌榜,61,Copines（贝林厄姆进行曲）,Grimmmz/Rush Surge,Submerge（带感慢摇版）,2026-07-18,-,-
2026-08-01,新歌榜,62,休止符,张艺兴,斗战胜佛,2026-07-03,yTPIpBl9c3w,"4,501"
2026-08-01,新歌榜,63,姑娘在远方,就是南方凯,姑娘在远方,2026-07-16,tp4sHDEDqeg,72
2026-08-01,新歌榜,64,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-
2026-08-01,新歌榜,65,心会跟爱一起走,周深深,心会跟爱一起走（氛围版）,2026-07-12,-,-
2026-08-01,新歌榜,66,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,524,550"
2026-08-01,新歌榜,67,生日不快乐,张艺兴,斗战胜佛,2026-07-03,dtYOZ1wAx7I,"7,791"
