抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-19,新歌榜,1,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"10,938"
2026-08-19,新歌榜,2,RUN IT,梓渝,梓渝,2026-08-05,ovZ4T3Hv7RQ,"27,209"
2026-08-19,新歌榜,3,天之外,薛凯琪,Every Piece of Me,2026-08-11,w1pzJ7jJREg,482
2026-08-19,新歌榜,4,云中鸟,小阿七,云中鸟,2026-08-07,xBOmrRTzi9M,"9,259"
2026-08-19,新歌榜,5,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,UsbRoaH6y-Q,"4,142,218"
2026-08-19,新歌榜,6,贰拾肆,梓渝,梓渝,2026-08-05,zeGLBhDbwt0,"49,908"
2026-08-19,新歌榜,7,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,631,220"
2026-08-19,新歌榜,8,无情的情书,半吨兄弟,无情的情书,2026-08-15,-,-
2026-08-19,新歌榜,9,静音恋人 (两颗缠绕的心),邹沛沛,静音恋人,2026-08-12,-Hl1gke4U48,"1,240"
2026-08-19,新歌榜,10,神山GUOFENG,FOX胡天渝,Oriental Esthetics神降,2026-08-03,tzU-MvVXpoA,113
2026-08-19,新歌榜,11,Crossfire,张艺兴,Crossfire,2026-08-14,3ZbdF6mRmHY,941
2026-08-19,新歌榜,12,如果还会遇见,何遇Hayu/Crybird,如果还会遇见,2026-07-31,-,-
2026-08-19,新歌榜,13,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,hGqYdubpcCM,"24,220,528"
2026-08-19,新歌榜,14,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"33,204"
2026-08-19,新歌榜,15,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"13,550"
2026-08-19,新歌榜,16,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"38,916"
2026-08-19,新歌榜,17,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"9,548,373"
2026-08-19,新歌榜,18,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,AH2ibOsKgzs,"82,279"
2026-08-19,新歌榜,19,等下完这场雨,杨友友/田园,等下完这场雨 (合唱版),2026-08-10,-iv04Ej2qac,17
2026-08-19,新歌榜,20,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,683,957"
2026-08-19,新歌榜,21,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"50,681"
2026-08-19,新歌榜,22,杀破狼,萧泽,杀破狼,2026-08-13,Dgq9BadXDhw,"13,603"
2026-08-19,新歌榜,23,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,kUZZIBciO6A,"11,702,540"
2026-08-19,新歌榜,24,落选,戴羽彤,落选,2026-08-13,T79CK-TvnRk,"6,287"
2026-08-19,新歌榜,25,热账冷说,927,热账冷说,2026-08-03,-,-
2026-08-19,新歌榜,26,Setsuna Hanabi,TOMORROW X TOGETHER,Setsuna Hanabi,2026-08-16,Z5pGz8fkaDQ,"486,178"
2026-08-19,新歌榜,27,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"57,667,621"
2026-08-19,新歌榜,28,其实雨也没多大,弹棉花的小花,其实雨也没多大,2026-07-28,-,-
2026-08-19,新歌榜,29,山风山风等等我,吕口口,山风山风等等我,2026-08-06,NCKRAlzlH7M,25
2026-08-19,新歌榜,30,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落（听着蛐蛐唱着歌）,2026-07-21,swObZJl0D-Y,"8,084"
2026-08-19,新歌榜,31,人一個,陈小春,人一個,2026-08-16,uWFsAAVCnuA,"18,686"
2026-08-19,新歌榜,32,摇曳！摇曳！,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,C5aQMjIwjAQ,"1,414"
2026-08-19,新歌榜,33,秋叶飞过的天,卢润泽,秋叶飞过的天,2026-08-13,-,-
2026-08-19,新歌榜,34,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"2,143,364"
2026-08-19,新歌榜,35,Boom Boom Boom,BOYNEXTDOOR,Boom Boom Boom,2026-08-17,ntLoF0LnAwY,"752,795"
2026-08-19,新歌榜,36,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,617"
2026-08-19,新歌榜,37,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"40,942"
2026-08-19,新歌榜,38,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"10,385"
2026-08-19,新歌榜,39,水为媒,礼越,水为媒,2026-07-24,6fiETnMALLk,"5,007"
2026-08-19,新歌榜,40,ICONIC HEART,Hearts2Hearts,ICONIC HEART,2026-08-09,chl0R8C4NJ8,"4,261,102"
2026-08-19,新歌榜,41,一直在身边,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,0RAqPS4JQyQ,932
2026-08-19,新歌榜,42,最完美的存在,刘芯妤Roselyn,最完美的存在,2026-08-07,-4a45QUT-J0,"95,484"
2026-08-19,新歌榜,43,Little Songs(无人知晓的小歌),七元,Little Songs(无人知晓的小歌),2026-08-07,-,-
2026-08-19,新歌榜,44,清风微微,曾舜晞,清风微微,2026-07-24,HCv4EH5plpA,"32,050"
2026-08-19,新歌榜,45,傻鱼,王栎鑫,傻鱼,2026-08-11,H2KEtWOqVJA,"1,758"
2026-08-19,新歌榜,46,SWEET SOUR,KiiiKiii,WhyKiiiKiii,2026-08-10,NBIu5QpD3X8,"276,631"
2026-08-19,新歌榜,47,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,1265qQnOhfo,"18,577"
2026-08-19,新歌榜,48,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"35,772"
2026-08-19,新歌榜,49,山风山风等等我,七喜,山风山风等等我,2026-07-31,xPaUYFhp_3w,148
2026-08-19,新歌榜,50,失忆,正在进行石女士,失忆（温柔版）,2026-08-04,yJyDLVR2XrE,855
2026-08-19,新歌榜,51,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,p-LnAnYPo4I,"20,043"
2026-08-19,新歌榜,52,唯一的例外,阿YueYue,唯一的例外（电影《不想失去你》片尾曲）,2026-08-13,QISWmlKxJiE,"41,288"
