抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-19,影視金曲榜,1,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"7,317"
2026-08-19,影視金曲榜,2,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"133,955"
2026-08-19,影視金曲榜,3,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"38,916"
2026-08-19,影視金曲榜,4,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"33,204"
2026-08-19,影視金曲榜,5,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"57,973"
2026-08-19,影視金曲榜,6,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"2,404"
2026-08-19,影視金曲榜,7,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"104,494"
2026-08-19,影視金曲榜,8,无归,李佳薇,无归,2026-08-06,CgJx9C-9xGs,"4,600"
2026-08-19,影視金曲榜,9,听无声处,周深,九门 影视原声带,2026-08-10,4Csp1xRwxA8,"85,688"
2026-08-19,影視金曲榜,10,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,prjFbOzBVWU,"36,631"
2026-08-19,影視金曲榜,11,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"268,073"
2026-08-19,影視金曲榜,12,浮生若梦,周深,云秀行 影视原声带,2026-06-23,IJ8kHZZD8O0,"189,027"
2026-08-19,影視金曲榜,13,云中鸟,小阿七,云中鸟,2026-08-07,xBOmrRTzi9M,"9,259"
2026-08-19,影視金曲榜,14,落下的光,袁娅维TIA RAY,落下的光,2026-08-04,tqgSk5PMXwA,"1,311"
2026-08-19,影視金曲榜,15,缠,那英,这一秒过火 影视原声带,2026-07-18,_AitteIOuMc,"96,401"
