抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-23,影視金曲榜,1,她,刘宇宁,早春晴朗 影视原声带,2026-09-01,001TBn1W4Wg2QM,華語,7Buj2xUlZo0,"243,045"
2026-09-23,影視金曲榜,2,大梦归,周深,大梦归,2026-09-11,000EPEhY2os1I0,華語,Xb8AQoiofOY,"97,589"
2026-09-23,影視金曲榜,3,此刻,袁娅维TIA RAY,早春晴朗 影视原声带,2026-09-01,002N9Y7U1dHP4I,華語,pPWj5zpyeG8,"369,181"
2026-09-23,影視金曲榜,4,路过晴朗,汪苏泷,早春晴朗 影视原声带,2026-09-01,001Mu0Lw3X3LnQ,華語,2TUe-RESXeE,"315,440"
2026-09-23,影視金曲榜,5,You Should Know,李长庚,早春晴朗 影视原声带,2026-09-01,004b2lxr21ETld,其它,LbV_j9AgQag,"900,211"
2026-09-23,影視金曲榜,6,一瓯春,周深,一瓯春 电视剧原声带,2026-09-17,004PnFjE3xo6o1,華語,6fO3NvgKhFw,"54,684"
2026-09-23,影視金曲榜,7,说分手的人也会难过,曾沛慈,说分手的人也会难过,2026-09-11,002Uk0gv1jzL0Z,華語,uKop94Ta_cg,"79,619"
2026-09-23,影視金曲榜,8,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,000R5lKk0KJBgG,華語,JqR0_IFpdcg,"304,088"
2026-09-23,影視金曲榜,9,过海,王赫野/黄龄,过海,2026-07-16,003DEzAQ3HSB9l,華語,IgjnQV8WJH8,"95,324"
2026-09-23,影視金曲榜,10,终会再见,刘宇宁,交锋 影视剧原声带,2026-09-20,004dvvxf0IdJ74,華語,8kMOH9TJRWo,"66,008"
2026-09-23,影視金曲榜,11,一曲微茫,郁可唯,一曲微茫,2026-09-13,002z3MJG1ogGjx,華語,wpgpEDSCYp4,"75,473"
2026-09-23,影視金曲榜,12,同归人,鹭卓,一瓯春 电视剧原声带,2026-09-17,004dKajb486zGA,華語,Pbd6IMkwhco,"4,884"
2026-09-23,影視金曲榜,13,我们不散,周深,生逢其时 影视原声大碟,2026-09-15,00203KEv0gDIFp,華語,3GrnbLGfCkI,"11,746"
2026-09-23,影視金曲榜,14,深深的我们,刘惜君,深深的我们,2026-09-14,000otLj02Oo3VX,華語,fKMRTcZOBnI,"22,016"
2026-09-23,影視金曲榜,15,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,003zLeSq0V2ECp,華語,uEdEBhcf4Gs,"81,435"
2026-09-23,影視金曲榜,16,来我的岛,刘宇宁,来我的岛,2026-08-03,002hAbQf14wVkt,華語,udTSazfAfEo,"98,642"
2026-09-23,影視金曲榜,17,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,001tFFAR2dWXiI,華語,hgY4ftt3gvk,"70,010"
2026-09-23,影視金曲榜,18,落空,未必,早春晴朗 影视原声带,2026-09-01,003SXd5l1Iy2I5,其它,oweVUxiY2nM,"190,776"
2026-09-23,影視金曲榜,19,Lady Snow,陈婧霏,早春晴朗 影视原声带,2026-09-01,001m38pn3ax6cR,西洋,HadLHjh4Ihw,"204,681"
2026-09-23,影視金曲榜,20,终有一天,胡夏,交锋 影视剧原声带,2026-09-20,003kibKu4OMjv3,華語,FIFl0cMVG3I,"3,988"
2026-09-23,影視金曲榜,21,花开满篱院,谭松韵,花开满篱院,2026-09-12,0047Lo9712HRXc,華語,kwmMX3cufL8,"14,197"
2026-09-23,影視金曲榜,22,阿亓,檀健次,空枪 电影原声带,2026-09-04,0038HI6z00ZnHS,華語,AnSZOVHHgjc,"2,642"
2026-09-23,影視金曲榜,23,云中鸟,小阿七,花开锦绣 影视原声带,2026-08-20,000GL9102hzc2Q,華語,xBOmrRTzi9M,"63,326"
2026-09-23,影視金曲榜,24,我在意的,单依纯,爱情有烟火 影视原声带,2026-07-03,003H0CGe1vL66I,華語,GKHSYBHak4U,"54,609"
2026-09-23,影視金曲榜,25,炙光,张碧晨/侯明昊,雀骨 影视原声带,2026-07-15,000cuQPZ0n0D1B,華語,83RQld52drA,"386,315"
2026-09-23,影視金曲榜,26,Because It's You,小田音乐社,罪爱 网剧原声大碟,2026-08-19,003Qys6R0ZSvKi,西洋,xB_EzeY2zJo,"3,709"
2026-09-23,影視金曲榜,27,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,003ARFyH2himMe,華語,h3596Dg4HT8,"383,834"
2026-09-23,影視金曲榜,28,摇曳！摇曳！,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,004LfF9N0Kfg6y,華語,C5aQMjIwjAQ,"19,817"
2026-09-23,影視金曲榜,29,一直在身边,TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,我们的少年时代2 影视原声带,2026-08-16,004UzgJt0YR8kB,華語,0RAqPS4JQyQ,"25,047"
2026-09-23,影視金曲榜,30,一诺,刘宇宁,花开锦绣 影视原声带,2026-08-20,003AogSY2WGKrW,華語,JGGL56GMMsM,"226,821"
2026-09-23,影視金曲榜,31,好的,黄子弘凡,好的,2026-08-29,000qw3B41TxC8E,華語,ki8RVe9R8DI,"3,214"
2026-09-23,影視金曲榜,32,怜心,黄霄雲,雀骨 影视原声带,2026-07-15,002nb6R72hJmXD,華語,YlnxaMhFSR0,"196,295"
2026-09-23,影視金曲榜,33,我将于人世外,衣诺,早春晴朗 影视原声带,2026-09-01,000NeFeh1UapRq,華語,nbity3vzb-Q,"48,897"
2026-09-23,影視金曲榜,34,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,002JZCyb4ORwy7,華語,prjFbOzBVWU,"60,200"
2026-09-23,影視金曲榜,35,别怕再见,房东的猫,我们的少年时代2 影视原声带,2026-08-16,000lEhur4S7u6c,華語,nGRG5TrwvII,"9,939"
2026-09-23,影視金曲榜,36,You Are My Light,杨雨青,早春晴朗 影视原声带,2026-09-01,002awvws1qxRWC,西洋,sRg6MdDJBaY,"232,887"
2026-09-23,影視金曲榜,37,歪门的哲理,未必,早春晴朗 影视原声带,2026-09-01,0019W7pv2gQLiZ,華語,vL45Klq0XiU,"112,467"
2026-09-23,影視金曲榜,38,倒悬之河,徐均朔/阿YueYue,百花杀 原声音乐专辑,2026-07-28,000UCBPP3n4lyd,華語,xNVtmoES0WQ,"80,367"
