抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-13,新歌榜,1,贰拾肆,梓渝,梓渝,2026-08-05,zeGLBhDbwt0,"19,670"
2026-08-13,新歌榜,2,Broken Trust,卓沅,Broken Trust,2026-08-12,XdpswnFz0l8,8
2026-08-13,新歌榜,3,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,UsbRoaH6y-Q,"3,053,476"
2026-08-13,新歌榜,4,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,235"
2026-08-13,新歌榜,5,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,hGqYdubpcCM,"23,315,038"
2026-08-13,新歌榜,6,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,AH2ibOsKgzs,"44,274"
2026-08-13,新歌榜,7,傻鱼,王栎鑫,傻鱼,2026-08-11,H2KEtWOqVJA,566
2026-08-13,新歌榜,8,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"40,202"
2026-08-13,新歌榜,9,自由的夜,薛凯琪,Every Piece of Me,2026-08-11,fcFc2yjBAVw,366
2026-08-13,新歌榜,10,清风微微,曾舜晞,清风微微,2026-07-24,HCv4EH5plpA,"28,396"
2026-08-13,新歌榜,11,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,705"
2026-08-13,新歌榜,12,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"123,315"
2026-08-13,新歌榜,13,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"7,677"
2026-08-13,新歌榜,14,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"1,330"
2026-08-13,新歌榜,15,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"28,318"
2026-08-13,新歌榜,16,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"8,009,968"
2026-08-13,新歌榜,17,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"230,639"
2026-08-13,新歌榜,18,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,p-LnAnYPo4I,"7,665"
2026-08-13,新歌榜,19,第57次取消发送,晚月moon,第57次取消发送,2026-08-05,-,-
2026-08-13,新歌榜,20,Lollipop (GISELLE & NINGNING),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,isqsKaUoMFA,"764,026"
2026-08-13,新歌榜,21,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-
2026-08-13,新歌榜,22,远距离,梁咏琪,远距离,2026-08-05,jMEbbGsPkIo,"15,335"
2026-08-13,新歌榜,23,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,196,059"
2026-08-13,新歌榜,24,倘若你爱一人,王唯旖,倘若你爱一人,2026-07-14,lwnHvx5HsYo,"17,248"
2026-08-13,新歌榜,25,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,821,321"
2026-08-13,新歌榜,26,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"28,948"
2026-08-13,新歌榜,27,No More Tomorrow,严浩翔,No More Tomorrow,2026-08-03,Ls6y4JbkNa0,"7,390"
2026-08-13,新歌榜,28,Ever2Late!,KiiiKiii,WhyKiiiKiii,2026-08-10,vP6NceIuVkM,"169,667"
2026-08-13,新歌榜,29,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"37,354"
2026-08-13,新歌榜,30,夏天如约而来 (Summer Sparkle),银河快递 (Galaxy Express),夏天如约而来 (Summer Sparkle) (《全职高手》黄少天官方生贺主题曲),2026-08-10,G0fkTpaWv28,93
2026-08-13,新歌榜,31,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,438,048"
2026-08-13,新歌榜,32,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"8,303"
2026-08-13,新歌榜,33,ICONIC HEART,Hearts2Hearts,ICONIC HEART,2026-08-09,chl0R8C4NJ8,"2,094,601"
2026-08-13,新歌榜,34,无名氏,张真源,无名氏,2026-08-04,6lRRgMEqb2g,"39,795"
2026-08-13,新歌榜,35,我只要我开心,时代少年团,我只要我开心,2026-07-13,ISN_veOMtpM,"46,890"
2026-08-13,新歌榜,36,淡出,袁一琦,淡出,2026-08-12,tslXxmOL4mE,155
