抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-09,新歌榜,1,游向陆地的鱼,梓渝,梓渝,2026-08-05,R-FdIwzlC_s,"39,409"
2026-08-09,新歌榜,2,清风微微,曾舜晞,清风微微,2026-07-24,HCv4EH5plpA,"28,347"
2026-08-09,新歌榜,3,STRANGE,刘雨昕,STRANGE,2026-08-05,J88kOcG7hmc,"1,224"
2026-08-09,新歌榜,4,痕迹,何浩楠,痕迹,2026-08-08,bTn_p14as-U,42
2026-08-09,新歌榜,5,No More Tomorrow,严浩翔,No More Tomorrow,2026-08-03,Ls6y4JbkNa0,"7,321"
2026-08-09,新歌榜,6,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,677"
2026-08-09,新歌榜,7,金乌 Golden Bird,刘宇/Alan Walker/孙名川Chuanzi Suona,金乌 Golden Bird,2026-08-06,pjw0EksP5oc,"2,392"
2026-08-09,新歌榜,8,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"122,969"
2026-08-09,新歌榜,9,周旋,王以太/艾热AIR,太热爱,2026-07-12,6WPWpadfJfI,"474,146"
2026-08-09,新歌榜,10,最完美的存在,刘芯妤Roselyn,最完美的存在,2026-08-07,-4a45QUT-J0,"71,775"
2026-08-09,新歌榜,11,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"7,612"
2026-08-09,新歌榜,12,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"27,859"
2026-08-09,新歌榜,13,每个人,周深,每个人 (舒楠监制 官方正式版),2026-08-07,hMRKkipmWT0,"70,994"
2026-08-09,新歌榜,14,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"7,978,458"
2026-08-09,新歌榜,15,唯我论者的独白,马嘉祺,唯我论者的独白,2026-07-27,1x0vBteO4jc,"37,189"
2026-08-09,新歌榜,16,DON'T STOP,刘耀文,DON'T STOP,2026-08-05,BVRouFkXMY4,"1,128"
2026-08-09,新歌榜,17,媚人,薛之谦,媚人,2026-07-17,cxm8b1gOeqk,"230,432"
2026-08-09,新歌榜,18,无名氏,张真源,无名氏,2026-08-04,6lRRgMEqb2g,"39,531"
2026-08-09,新歌榜,19,FLIRTY,다영 (DAYOUNG)/朴宰范,FLIRTY,2026-08-04,M0v-AeoIsTU,"1,057,406"
2026-08-09,新歌榜,20,你我他,en (王翊恩),你我他,2026-07-31,GzkHT-k-Ors,"353,674"
2026-08-09,新歌榜,21,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,181,384"
2026-08-09,新歌榜,22,petal,Ariana Grande,petal (Explicit),2026-07-31,afSgBNwmZrQ,"21,844,318"
2026-08-09,新歌榜,23,多疑的恋人,王赫野,珍宝 Starlight,2026-06-21,HQLV_zq-MZk,"1,674"
2026-08-09,新歌榜,24,Think About It,D.N.A/张艺兴/颜人中/GALI/TEN/李治廷,Think About It,2026-08-07,p-LnAnYPo4I,"6,052"
2026-08-09,新歌榜,25,讨厌情歌,张艺兴,斗战胜佛,2026-07-03,Lxw5wGrpcYU,"28,508"
2026-08-09,新歌榜,26,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,429,604"
2026-08-09,新歌榜,27,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,IjUGvBR-PIU,370
2026-08-09,新歌榜,28,WET,J.Y. Park,WET,2026-07-23,dMf6YlGsv0U,"1,811,524"
2026-08-09,新歌榜,29,你爱我像谁,橘子妹,你爱我像谁,2026-08-06,-,-
2026-08-09,新歌榜,30,点歌的人2026,海来阿木,点歌的人2026,2026-08-04,-,-
2026-08-09,新歌榜,31,也许你就在对岸,张杰,也许你就在对岸,2026-07-30,YPy4E04LErU,"7,908"
2026-08-09,新歌榜,32,别哭 我最爱的人,周深深,别哭 我最爱的人（氛围版）,2026-07-10,5hpCLQhHOWI,43
2026-08-09,新歌榜,33,左转灯 (1000 Times+1),派伟俊/mac ova seas,BAD IDEA,2026-07-31,kUZZIBciO6A,"11,503,149"
2026-08-09,新歌榜,34,镜中人:Mirror to me,Capper/周震南,子弹与花期Bullet&Bloom,2026-06-21,8wNJQxVjFEI,"3,838"
2026-08-09,新歌榜,35,别在伤口撒盐,赵家豪,别在伤口撒盐 (男声版),2026-07-13,au4L9mvaPvA,"30,208"
2026-08-09,新歌榜,36,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-
2026-08-09,新歌榜,37,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"47,091,383"
2026-08-09,新歌榜,38,爱你太多,刘一手,爱你太多,2026-07-29,3XnCatRiT4o,506
2026-08-09,新歌榜,39,窝囊废,刘凤瑶/曾一鸣/张玮/李琦/派克特,窝囊废,2026-07-09,47ZjO-K_3V4,"72,313"
2026-08-09,新歌榜,40,其实雨也没多大,弹棉花的小花,其实雨也没多大,2026-07-28,-,-
2026-08-09,新歌榜,41,红颜旧,周深深,红颜旧（氛围版）,2026-07-10,F3eLllpbK80,70
2026-08-09,新歌榜,42,街道（天黑不睡觉 天亮还在熬）,Ravixen,街道（天黑不睡觉 天亮还在熬）,2026-07-09,-,-
2026-08-09,新歌榜,43,风与花的约定,半吨兄弟,风与花的约定,2026-07-31,L6GOfO7jH0w,728
2026-08-09,新歌榜,44,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-
2026-08-09,新歌榜,45,清明上河图（同花顺进行曲）,周深深,清明上河图（同花顺进行曲）,2026-07-18,1fIrDx4jQCQ,194
2026-08-09,新歌榜,46,踏马寻花向自由(就别管那么多),徐剑秋,踏马寻花向自由(就别管那么多),2026-07-27,-,-
2026-08-09,新歌榜,47,竞速游戏,TOP登陆少年组合,竞速游戏,2026-07-25,H7SSEIodiE4,"21,768"
2026-08-09,新歌榜,48,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"8,081"
2026-08-09,新歌榜,49,异常加载中,TF家族/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-陈思罕/TF家族-陈浚铭,异常加载中,2026-08-02,1265qQnOhfo,"14,680"
2026-08-09,新歌榜,50,都有这一天,老中青民谣/小巷先生,都有这一天,2026-07-14,LPrQsoQmC9M,713
2026-08-09,新歌榜,51,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,PXXcAoi_VQg,91
2026-08-09,新歌榜,52,我只要我开心,时代少年团,我只要我开心,2026-07-13,ISN_veOMtpM,"46,781"
2026-08-09,新歌榜,53,云中鸟,小阿七,云中鸟,2026-08-07,xBOmrRTzi9M,"3,270"
2026-08-09,新歌榜,54,失重色,世勋,失重色,2026-07-29,s_dLEabS-mw,"239,128"
2026-08-09,新歌榜,55,如约,周深,如约,2026-07-26,CU60L5ck_Vo,"210,466"
2026-08-09,新歌榜,56,Nada Sempero,Tamboss,Nada Sempero,2026-07-15,-,-
2026-08-09,新歌榜,57,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"1,401"
2026-08-09,新歌榜,58,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,9HWZgQTXRW0,"22,918"
2026-08-09,新歌榜,59,但愿被一人坚定不移,еяхат музыка/LongTran Final/蓝冰的蓝,但愿被一人坚定不移,2026-07-14,-,-
2026-08-09,新歌榜,60,回到小村落 (听着蛐蛐唱着歌),宋盐球,回到小村落（听着蛐蛐唱着歌）,2026-07-21,swObZJl0D-Y,"3,641"
2026-08-09,新歌榜,61,总有人间一两风,周深深,总有人间一两风,2026-07-10,S0x-B-MV27g,42
2026-08-09,新歌榜,62,后来没有后来 (有些人爱或不爱都会分开),郑鱼/顾叮当,后来没有后来 (有些人爱或不爱都会分开),2026-07-22,-,-
2026-08-09,新歌榜,63,kiss me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-09,新歌榜,64,Bad Boy,万妮达Vinida Weng,Bad Boy,2026-07-11,D_K6igkrxM4,"101,789"
2026-08-09,新歌榜,65,听说你当初找过我,吕口口,听说当初你找过我,2026-07-18,-,-
2026-08-09,新歌榜,66,一直下雨的星期天,印子月,一直下雨的星期天,2026-07-14,-,-
2026-08-09,新歌榜,67,Full Signal满格信号,万妮达Vinida Weng,Full Signal满格信号,2026-08-06,-,-
2026-08-09,新歌榜,68,偿还,阿梨粤,偿还 (红豆粤语版),2026-07-11,tY23bR81IuY,357
2026-08-09,新歌榜,69,愿我,加木措,愿我,2026-07-13,fS16k7Av_Xg,136
2026-08-09,新歌榜,70,水为媒,礼越,水为媒,2026-07-24,6fiETnMALLk,"1,788"
2026-08-09,新歌榜,71,雨一直下,晚月moon,雨一直下(氛围版),2026-07-21,VcAuNBRmEEA,"1,412"
2026-08-09,新歌榜,72,放弃的界限,张敬轩,放弃的界限,2026-07-30,qkgeZe4R2Bw,"402,049"
2026-08-09,新歌榜,73,stay,Ariana Grande,petal (Explicit),2026-07-31,XfEMj-z3TtA,"513,609,378"
2026-08-09,新歌榜,74,北京的雨,张艺兴,斗战胜佛,2026-07-03,XsW6KbnYDYg,"26,786"
2026-08-09,新歌榜,75,后来遇见他·2026,七元,后来遇见他,2026-08-05,QK6qHEKiE_0,"1,466"
2026-08-09,新歌榜,76,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,_IT83Y_HcAw,"20,678,643"
2026-08-09,新歌榜,77,我在等一个人,郑鱼,我在等一个人,2026-07-13,-,-
2026-08-09,新歌榜,78,后来没有后来,承桓/顾叮当,后来没有后来(青春遗憾告别版),2026-07-30,-,-
2026-08-09,新歌榜,79,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"47,550"
2026-08-09,新歌榜,80,灵魂相愿,张敬轩,灵魂相愿,2026-07-31,1gV5Ij8e4rg,"510,500"
2026-08-09,新歌榜,81,叹流年忆往昔,QAQA,叹流年忆往昔（氛围纯享版）,2026-07-17,-,-
2026-08-09,新歌榜,82,我难过,毒药,我难过 （R&B版）,2026-07-10,-,-
2026-08-09,新歌榜,83,oh well,Ariana Grande,petal (Explicit),2026-07-31,_lKbPBS5HEQ,"1,756,336"
2026-08-09,新歌榜,84,春,黄龄,春,2026-07-30,mXmZjmP4FEM,"17,059"
2026-08-09,新歌榜,85,西厢寻他,刘宇,西厢寻他 (公子版),2026-07-18,bEYpckbqqhs,"4,123,646"
2026-08-09,新歌榜,86,一直下雨的星期天,很美味,一直下雨的星期天,2026-07-10,j6uyEn8OgME,371
2026-08-09,新歌榜,87,No Boundaries,周深/北京环球度假区,环球五周年，任你超无限,2026-08-02,f5vn-DcImgg,"4,822"
2026-08-09,新歌榜,88,在深秋,白允y,在深秋（她一定比我成熟）,2026-08-04,-,-
2026-08-09,新歌榜,89,梦哑,云汐,梦哑,2026-07-20,JucVZ39qDjM,"86,109"
2026-08-09,新歌榜,90,黄昏(纵然青丝如霜),正在进行石女士,黄昏(纵然青丝如霜)(深情版),2026-07-22,GEBcOg08m0k,235
2026-08-09,新歌榜,91,倘若你爱一人,王唯旖,倘若你爱一人,2026-07-14,lwnHvx5HsYo,"17,040"
2026-08-09,新歌榜,92,忘了吗忘了吧,张颜齐/姚晓棠,忘了吗忘了吧·开始奏乐开始舞,2026-08-02,4JpZKgXr2lI,"1,893"
2026-08-09,新歌榜,93,Sunburst,RIIZE,Sunburst,2026-07-26,jAI0LeyASwI,"281,570"
2026-08-09,新歌榜,94,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,-,-
2026-08-09,新歌榜,95,想得美,TOP登陆少年组合,想得美,2026-07-10,6C2myvSkK80,"36,061"
2026-08-09,新歌榜,96,月满西楼约,巴扎黑,月满西楼约 (旧路上的晚风啊),2026-07-10,AzzuyTGhj8s,"1,056"
2026-08-09,新歌榜,97,值得(我们的故事爱就爱到值得),王佳音,值得(我们的故事爱就爱到值得),2026-07-17,oA6ngto3iXY,"28,735"
2026-08-09,新歌榜,98,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-
2026-08-09,新歌榜,99,山风不语,伍零五,山风不语,2026-07-16,-,-
2026-08-09,新歌榜,100,这世界很美的吧·2026,Zyboy忠宇/余火火,这世界很美的吧·2026,2026-08-04,-,-
