抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-09,影視金曲榜,1,过海,王赫野/黄龄,过海,2026-07-16,IgjnQV8WJH8,"5,558"
2026-08-09,影視金曲榜,2,全世界的雨,周深/Ella陈嘉桦,全世界的雨,2026-07-18,JqR0_IFpdcg,"122,045"
2026-08-09,影視金曲榜,3,听无声处,周深,听无声处,2026-07-30,4Csp1xRwxA8,"66,740"
2026-08-09,影視金曲榜,4,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"26,723"
2026-08-09,影視金曲榜,5,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,prjFbOzBVWU,"29,325"
2026-08-09,影視金曲榜,6,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,h3596Dg4HT8,"229,233"
2026-08-09,影視金曲榜,7,来我的岛,刘宇宁,来我的岛,2026-08-03,udTSazfAfEo,"46,175"
2026-08-09,影視金曲榜,8,倒悬之河,徐均朔/阿YueYue,百花杀 原声音乐专辑,2026-07-28,xNVtmoES0WQ,"39,288"
2026-08-09,影視金曲榜,9,奢求,淑元/奥利,奢求,2026-07-31,tMk9RRRbKP4,"8,042"
2026-08-09,影視金曲榜,10,野草（致老狗）,曾舜晞,野草（致老狗）,2026-08-05,Zc8PeZe5Ecc,"1,304"
2026-08-09,影視金曲榜,11,满纸,阿鲲,春山境 电视剧原声专辑,2026-06-14,dqqehb_gEz0,"132,751"
2026-08-09,影視金曲榜,12,缠,那英,这一秒过火 影视原声带,2026-07-18,_AitteIOuMc,"81,347"
2026-08-09,影視金曲榜,13,浮生若梦,周深,云秀行 影视原声带,2026-06-23,IJ8kHZZD8O0,"182,747"
2026-08-09,影視金曲榜,14,"I Knew It, I Knew You",Taylor Swift,"I Knew It, I Knew You",2026-06-05,hDU4GB1PTxc,"21,699,684"
2026-08-09,影視金曲榜,15,游游,房东的猫,天才，女友 影视原声带,2026-08-04,5vut86u8gX0,"5,169"
2026-08-09,影視金曲榜,16,人间,刘宇宁,南部档案 影视原声带,2026-06-11,awyc5u7s_hg,"124,549"
2026-08-09,影視金曲榜,17,我在意的,单依纯,爱情有烟火 影视原声带,2026-07-03,GKHSYBHak4U,"44,968"
2026-08-09,影視金曲榜,18,一诺,刘宇宁,一诺,2026-08-05,JGGL56GMMsM,"70,769"
2026-08-09,影視金曲榜,19,破晓以后,胡彦斌,破晓以后,2026-07-27,8tBSJt1GZKQ,"16,042"
2026-08-09,影視金曲榜,20,千香,周深,千香 影视剧原声音乐专辑,2026-07-15,2rIOe7-e5kQ,"126,154"
2026-08-09,影視金曲榜,21,All For You,Eric周兴哲,All For You,2026-07-16,osyH9yWWygA,"12,237,992"
