抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率
2026-08-20,新歌榜,1,晚风告白,黄星/邱鼎杰,晚风知我意,2026-08-19,UN9JDxv2rmU,"2,152"
2026-08-20,新歌榜,2,BiiiG,BIGBANG,BiiiG,2026-08-19,L8ZnXgbyUuc,"4,533,514"
2026-08-20,新歌榜,3,谎言,卓沅,谎言,2026-08-19,gCCLu84CwMw,828
2026-08-20,新歌榜,4,禾和何,何浩楠,禾和何,2026-08-19,n2IJN5PmClc,38
2026-08-20,新歌榜,5,山风山风等等我,万海东,山风山风等等我,2026-07-20,dvphcY1G6Ng,"11,558"
2026-08-20,新歌榜,6,云中鸟,小阿七,花开锦绣 影视原声带,2026-08-20,xBOmrRTzi9M,"10,473"
2026-08-20,新歌榜,7,落,刘宇,落 (公子版),2026-08-19,suLx2it-Cl0,"487,114"
2026-08-20,新歌榜,8,想你了,TF_ING邓佳鑫,想你了,2026-08-19,-,-
2026-08-20,新歌榜,9,洞房,张云雷,洞房,2026-08-19,W5fjQCOvuR0,"6,606"
2026-08-20,新歌榜,10,RUN IT,梓渝,梓渝,2026-08-05,ovZ4T3Hv7RQ,"34,295"
2026-08-20,新歌榜,11,Pop Off Pop Off,KiiiKiii,WhyKiiiKiii,2026-08-10,UsbRoaH6y-Q,"4,780,819"
2026-08-20,新歌榜,12,如果还会遇见,何遇Hayu/Crybird,如果还会遇见,2026-07-31,-,-
2026-08-20,新歌榜,13,请在我坠落前到来,TF家族/TF家族-官俊臣/TF家族-王烁然/TF家族-杨涵博/TF家族-张奕然/TF家族-聂玮辰/TF家族-魏子宸/TF家族-李煜东,请在我坠落前到来,2026-08-19,ggVO2Ydibus,54
2026-08-20,新歌榜,14,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,QPcvwly2pVY,"8,398"
2026-08-20,新歌榜,15,天之外,薛凯琪,Every Piece of Me,2026-08-11,w1pzJ7jJREg,676
2026-08-20,新歌榜,16,贰拾肆,梓渝,梓渝,2026-08-05,zeGLBhDbwt0,"52,293"
2026-08-20,新歌榜,17,无情的情书,半吨兄弟,无情的情书,2026-08-15,-,-
2026-08-20,新歌榜,18,不想失去你,毛不易,不想失去你（电影《不想失去你》主题曲）,2026-08-12,hgY4ftt3gvk,"39,677"
2026-08-20,新歌榜,19,Serenade (KARINA & WINTER),aespa,SYNK : aeXIS LINE - 2026 Special Digital Single,2026-08-09,hGqYdubpcCM,"24,336,455"
2026-08-20,新歌榜,20,静音恋人 (两颗缠绕的心),邹沛沛,静音恋人,2026-08-12,-Hl1gke4U48,"1,289"
2026-08-20,新歌榜,21,MOTION (feat. Juicy J),CORTIS/Juicy J,MOTION (feat. Juicy J),2026-07-31,h7ITAdTxdxM,"3,682,407"
2026-08-20,新歌榜,22,神山GUOFENG,FOX胡天渝,Oriental Esthetics神降,2026-08-03,tzU-MvVXpoA,119
2026-08-20,新歌榜,23,晚风定义,李沛恩/江衡,晚风知我意,2026-08-19,0fr8VxtmJNY,998
2026-08-20,新歌榜,24,只为遇见你,刘宇,只为遇见你,2026-08-19,W2anyuTOIYM,97
2026-08-20,新歌榜,25,Crossfire,张艺兴,Crossfire,2026-08-14,3ZbdF6mRmHY,"1,045"
2026-08-20,新歌榜,26,KISS N TELL,aespa,KISS N TELL,2026-07-23,inxzQt78lOk,"9,722,737"
2026-08-20,新歌榜,27,汹涌,吴莫愁,这一秒过火 影视原声带,2026-07-18,uEdEBhcf4Gs,"40,239"
2026-08-20,新歌榜,28,爱久见人心,赵乃吉,爱久见人心,2026-08-02,1TJ4DXlfcTc,"14,405"
2026-08-20,新歌榜,29,Can’t give up,La Mer/Ameriie/Andree Son,Feel Chasing,2026-08-05,-,-
2026-08-20,新歌榜,30,我们总是喜欢在夏天讨论永远,时代少年团,我们总是喜欢在夏天讨论永远,2026-08-10,AH2ibOsKgzs,"83,900"
2026-08-20,新歌榜,31,"nowhere, nobody",Ariana Grande,petal (Explicit),2026-07-31,k7SDstVAD78,"1,713,736"
2026-08-20,新歌榜,32,等下完这场雨,杨友友/田园,等下完这场雨 (合唱版),2026-08-10,-iv04Ej2qac,23
2026-08-20,新歌榜,33,至少相拥没错,MC 张天赋,至少相拥没错,2026-08-19,NhB88CcMGcM,"52,776"
2026-08-20,新歌榜,34,Setsuna Hanabi,TOMORROW X TOGETHER,Setsuna Hanabi,2026-08-16,Z5pGz8fkaDQ,"604,328"
2026-08-20,新歌榜,35,一路上有你,轻烟大叔,一路上有你,2026-08-17,-,-
2026-08-20,新歌榜,36,Animal,KATSEYE,Animal,2026-07-27,m7k9UMcHbr0,"59,075,779"
2026-08-20,新歌榜,37,山风山风等等我,吕口口,山风山风等等我,2026-08-06,NCKRAlzlH7M,25
