抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-12,綜藝新歌榜,1,Dancing With Your Ghost (与你的幻影共舞),张靓颖/黄子弘凡,天赐的声音第七季 第12期,2026-09-04,0045pmLK2eEr18,西洋,Qlc13FMGKgc,"29,861"
2026-09-12,綜藝新歌榜,2,甲乙丙丁 (你我怎么两清),张碧晨/侯明昊,天赐的声音第七季 第11期,2026-08-21,001yKMAF26Wg6A,華語,7H1ObJvb7Hc,"1,683,952"
2026-09-12,綜藝新歌榜,3,读心术,欧阳娜娜/姚晓棠,天赐的声音第七季 第12期,2026-09-04,0020E3rn1tCnnF,華語,Cm2ue6JYauY,"141,237"
2026-09-12,綜藝新歌榜,4,侧脸,黄霄雲/刘端端,天赐的声音第七季 第12期,2026-09-04,004RDaL83R2a1H,華語,2v1YURVY_rA,"187,706"
2026-09-12,綜藝新歌榜,5,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,000qBZgr2uL9wX,華語,zlAjS20q9pE,"2,095,140"
2026-09-12,綜藝新歌榜,6,Boss Life (狂放人生),弹壳,说唱巅峰对决2026 第11期,2026-09-05,001FqGGS1c2uX6,華語,BAo_GmiBog0,"261,493"
2026-09-12,綜藝新歌榜,7,听闻爱情,张信哲/杨丞琳,天赐的声音第七季 第12期,2026-09-04,0045wRvE1pQTUN,華語,sQyN3O8LuWw,"20,918"
2026-09-12,綜藝新歌榜,8,你的眼神,张彬彬/王赫野/管健嘉晨,披荆斩棘2026 二公,2026-09-05,002Vm12y0xGrdl,華語,WdY_Jl0xR1k,"1,301"
2026-09-12,綜藝新歌榜,9,循迹,王铮亮/李佳薇,天赐的声音第七季 第11期,2026-08-21,001w24Dl03KSqt,華語,tQfQ5RONDno,"170,889"
2026-09-12,綜藝新歌榜,10,颜如玉2.0,李大奔BENZO/严浩翔/Rapeter,说唱巅峰对决2026 第9期,2026-08-22,004GCD0Y38yopk,華語,caC5IgU0JLY,"64,391"
2026-09-12,綜藝新歌榜,11,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,0040Tlxh4YNKr3,華語,QPcvwly2pVY,"45,149"
2026-09-12,綜藝新歌榜,12,爆了,古巨基/黄子弘凡,天赐的声音第七季 第12期,2026-09-04,003Jffiv2U9e7O,華語,yjuLkHirCp8,"16,493"
2026-09-12,綜藝新歌榜,13,我恨我爱你,张碧晨/余佳运,天赐的声音第七季 第12期,2026-09-04,0007HP3n3eHanX,華語,Fr9kkQ6db0A,"113,031"
